sno   var   func  total   actual  factor  avg    num           file
      node  node  reruns  reruns  graph   iters  soln          name
      size  size                  iters              
---   ---   ---   ---     ---     ---     ---    ---           ---
438   10    10    4       0       0       0      NA            6s319r_bdd.blif
439   10    10    5       0       0       0      NA            6s319r_bdd.blif
440   10    10    10      0       0       0      NA            6s319r_bdd.blif
441   10    10    20      0       0       0      NA            6s319r_bdd.blif
442   20    1     1       0       0       0      NA            6s319r_bdd.blif
443   20    1     2       0       0       0      NA            6s319r_bdd.blif
444   20    1     3       0       0       0      NA            6s319r_bdd.blif
445   20    1     4       0       0       0      NA            6s319r_bdd.blif
446   20    1     5       0       0       0      NA            6s319r_bdd.blif
447   20    1     10      0       0       0      NA            6s319r_bdd.blif
448   20    1     20      0       0       0      NA            6s319r_bdd.blif
449   20    5     1       0       0       0      NA            6s319r_bdd.blif
450   20    5     2       0       0       0      NA            6s319r_bdd.blif
451   20    5     3       0       0       0      NA            6s319r_bdd.blif
452   20    5     4       0       0       0      NA            6s319r_bdd.blif
453   20    5     5       0       0       0      NA            6s319r_bdd.blif
454   20    5     10      0       0       0      NA            6s319r_bdd.blif
455   20    5     20      0       0       0      NA            6s319r_bdd.blif
456   20    10    1       0       0       0      NA            6s319r_bdd.blif
457   20    10    2       0       0       0      NA            6s319r_bdd.blif
458   20    10    3       0       0       0      NA            6s319r_bdd.blif
459   20    10    4       0       0       0      NA            6s319r_bdd.blif
460   20    10    5       0       0       0      NA            6s319r_bdd.blif
461   20    10    10      0       0       0      NA            6s319r_bdd.blif
462   20    10    20      0       0       0      NA            6s319r_bdd.blif
463   30    1     1       0       0       0      NA            6s319r_bdd.blif
464   30    1     2       0       0       0      NA            6s319r_bdd.blif
465   30    1     3       0       0       0      NA            6s319r_bdd.blif
466   30    1     4       0       0       0      NA            6s319r_bdd.blif
467   30    1     5       0       0       0      NA            6s319r_bdd.blif
468   30    1     10      0       0       0      NA            6s319r_bdd.blif
469   30    1     20      0       0       0      NA            6s319r_bdd.blif
470   30    5     1       0       0       0      NA            6s319r_bdd.blif
471   30    5     2       0       0       0      NA            6s319r_bdd.blif
472   30    5     3       0       0       0      NA            6s319r_bdd.blif
473   30    5     4       0       0       0      NA            6s319r_bdd.blif
474   30    5     5       0       0       0      NA            6s319r_bdd.blif
475   30    5     10      0       0       0      NA            6s319r_bdd.blif
476   30    5     20      0       0       0      NA            6s319r_bdd.blif
477   30    10    1       0       0       0      NA            6s319r_bdd.blif
478   30    10    2       0       0       0      NA            6s319r_bdd.blif
479   30    10    3       0       0       0      NA            6s319r_bdd.blif
480   30    10    4       0       0       0      NA            6s319r_bdd.blif
481   30    10    5       0       0       0      NA            6s319r_bdd.blif
482   30    10    10      0       0       0      NA            6s319r_bdd.blif
483   30    10    20      0       0       0      NA            6s319r_bdd.blif
484   40    1     1       0       0       0      NA            6s319r_bdd.blif
485   40    1     2       0       0       0      NA            6s319r_bdd.blif
486   40    1     3       0       0       0      NA            6s319r_bdd.blif
487   40    1     4       0       0       0      NA            6s319r_bdd.blif
488   40    1     5       0       0       0      NA            6s319r_bdd.blif
489   40    1     10      0       0       0      NA            6s319r_bdd.blif
490   40    1     20      0       0       0      NA            6s319r_bdd.blif
491   40    5     1       0       0       0      NA            6s319r_bdd.blif
492   40    5     2       0       0       0      NA            6s319r_bdd.blif
493   40    5     3       0       0       0      NA            6s319r_bdd.blif
494   40    5     4       0       0       0      NA            6s319r_bdd.blif
495   40    5     5       0       0       0      NA            6s319r_bdd.blif
496   40    5     10      0       0       0      NA            6s319r_bdd.blif
497   40    5     20      0       0       0      NA            6s319r_bdd.blif
498   40    10    1       0       0       0      NA            6s319r_bdd.blif
499   40    10    2       0       0       0      NA            6s319r_bdd.blif
500   40    10    3       0       0       0      NA            6s319r_bdd.blif
501   40    10    4       0       0       0      NA            6s319r_bdd.blif
502   40    10    5       0       0       0      NA            6s319r_bdd.blif
503   40    10    10      0       0       0      NA            6s319r_bdd.blif
504   40    10    20      0       0       0      NA            6s319r_bdd.blif
505   1     1     1       1       3       3      3.30528e+122  6s365r_bdd.blif
506   1     1     2       2       6       3      3.30528e+122  6s365r_bdd.blif
507   1     1     3       2       6       3      3.30528e+122  6s365r_bdd.blif
508   1     1     4       2       6       3      3.30528e+122  6s365r_bdd.blif
509   1     1     5       2       6       3      3.30528e+122  6s365r_bdd.blif
510   1     1     10      2       6       3      3.30528e+122  6s365r_bdd.blif
511   1     1     20      2       6       3      3.30528e+122  6s365r_bdd.blif
512   1     5     1       1       3       3      3.30528e+122  6s365r_bdd.blif
513   1     5     2       2       6       3      3.30528e+122  6s365r_bdd.blif
514   1     5     3       2       6       3      3.30528e+122  6s365r_bdd.blif
515   1     5     4       2       6       3      3.30528e+122  6s365r_bdd.blif
516   1     5     5       2       6       3      3.30528e+122  6s365r_bdd.blif
517   1     5     10      2       6       3      3.30528e+122  6s365r_bdd.blif
518   1     5     20      2       6       3      3.30528e+122  6s365r_bdd.blif
519   1     10    1       1       3       3      3.30528e+122  6s365r_bdd.blif
520   1     10    2       2       6       3      3.30528e+122  6s365r_bdd.blif
521   1     10    3       2       6       3      3.30528e+122  6s365r_bdd.blif
522   1     10    4       2       6       3      3.30528e+122  6s365r_bdd.blif
523   1     10    5       2       6       3      3.30528e+122  6s365r_bdd.blif
524   1     10    10      2       6       3      3.30528e+122  6s365r_bdd.blif
525   1     10    20      2       6       3      3.30528e+122  6s365r_bdd.blif
526   5     1     1       1       4       4      2.47896e+122  6s365r_bdd.blif
527   5     1     2       2       8       4      9.2961e+121   6s365r_bdd.blif
528   5     1     3       3       12      4      9.2961e+121   6s365r_bdd.blif
529   5     1     4       3       12      4      9.2961e+121   6s365r_bdd.blif
530   5     1     5       3       12      4      9.2961e+121   6s365r_bdd.blif
531   5     1     10      3       12      4      9.2961e+121   6s365r_bdd.blif
532   5     1     20      3       12      4      9.2961e+121   6s365r_bdd.blif
533   5     5     1       1       4       4      2.47896e+122  6s365r_bdd.blif
534   5     5     2       2       8       4      9.2961e+121   6s365r_bdd.blif
535   5     5     3       3       12      4      9.2961e+121   6s365r_bdd.blif
536   5     5     4       3       12      4      9.2961e+121   6s365r_bdd.blif
537   5     5     5       3       12      4      9.2961e+121   6s365r_bdd.blif
538   5     5     10      3       12      4      9.2961e+121   6s365r_bdd.blif
539   5     5     20      3       12      4      9.2961e+121   6s365r_bdd.blif
540   5     10    1       1       4       4      2.47896e+122  6s365r_bdd.blif
541   5     10    2       2       8       4      9.2961e+121   6s365r_bdd.blif
542   5     10    3       3       12      4      9.2961e+121   6s365r_bdd.blif
543   5     10    4       3       12      4      9.2961e+121   6s365r_bdd.blif
544   5     10    5       3       12      4      9.2961e+121   6s365r_bdd.blif
545   5     10    10      3       12      4      9.2961e+121   6s365r_bdd.blif
546   5     10    20      3       12      4      9.2961e+121   6s365r_bdd.blif
547   10    1     1       1       4       4      1.85922e+122  6s365r_bdd.blif
548   10    1     2       2       8       4      6.97207e+121  6s365r_bdd.blif
549   10    1     3       3       12      4      5.22906e+121  6s365r_bdd.blif
550   10    1     4       4       16      4      1.93026e+121  6s365r_bdd.blif
551   10    1     5       5       20      4      7.23846e+120  6s365r_bdd.blif
552   10    1     10      10      40      4      NA            6s365r_bdd.blif
553   10    1     20      20      80      4      NA            6s365r_bdd.blif
554   10    5     1       1       4       4      1.85922e+122  6s365r_bdd.blif
555   10    5     2       2       8       4      6.97207e+121  6s365r_bdd.blif
556   10    5     3       3       12      4      5.22906e+121  6s365r_bdd.blif
557   10    5     4       4       16      4      1.93026e+121  6s365r_bdd.blif
558   10    5     5       5       20      4      7.23846e+120  6s365r_bdd.blif
559   10    5     10      10      40      4      NA            6s365r_bdd.blif
560   10    5     20      20      80      4      NA            6s365r_bdd.blif
561   10    10    1       1       4       4      1.85922e+122  6s365r_bdd.blif
562   10    10    2       2       8       4      6.97207e+121  6s365r_bdd.blif
563   10    10    3       3       12      4      5.22906e+121  6s365r_bdd.blif
564   10    10    4       4       16      4      1.93026e+121  6s365r_bdd.blif
565   10    10    5       5       20      4      7.23846e+120  6s365r_bdd.blif
566   10    10    10      10      40      4      NA            6s365r_bdd.blif
567   10    10    20      18      72      4      NA            6s365r_bdd.blif
568   20    1     1       1       4       4      1.18622e+122  6s365r_bdd.blif
569   20    1     2       2       8       4      2.12686e+121  6s365r_bdd.blif
570   20    1     3       3       12      4      5.23406e+120  6s365r_bdd.blif
571   20    1     4       4       16      4      9.78036e+119  6s365r_bdd.blif
572   20    1     5       5       20      4      2.8447e+119   6s365r_bdd.blif
573   20    1     10      10      40      4      NA            6s365r_bdd.blif
574   20    1     20      18      72      4      NA            6s365r_bdd.blif
575   20    5     1       1       4       4      1.18622e+122  6s365r_bdd.blif
576   20    5     2       2       8       4      2.12686e+121  6s365r_bdd.blif
577   20    5     3       3       12      4      5.23406e+120  6s365r_bdd.blif
578   20    5     4       4       16      4      9.78036e+119  6s365r_bdd.blif
579   20    5     5       5       20      4      2.8447e+119   6s365r_bdd.blif
580   20    5     10      10      40      4      NA            6s365r_bdd.blif
581   20    5     20      20      80      4      NA            6s365r_bdd.blif
582   20    10    1       1       4       4      1.18622e+122  6s365r_bdd.blif
583   20    10    2       2       8       4      2.12686e+121  6s365r_bdd.blif
584   20    10    3       3       12      4      5.23406e+120  6s365r_bdd.blif
585   20    10    4       4       16      4      8.55782e+119  6s365r_bdd.blif
586   20    10    5       5       20      4      NA            6s365r_bdd.blif
587   20    10    10      0       24      0      NA            6s365r_bdd.blif
588   20    10    20      0       24      0      NA            6s365r_bdd.blif
589   30    1     1       1       4       4      1.64206e+121  6s365r_bdd.blif
590   30    1     2       2       8       4      7.66708e+119  6s365r_bdd.blif
591   30    1     3       3       12      4      NA            6s365r_bdd.blif
592   30    1     4       4       16      4      NA            6s365r_bdd.blif
593   30    1     5       5       20      4      NA            6s365r_bdd.blif
594   30    1     10      10      40      4      NA            6s365r_bdd.blif
595   30    1     20      20      80      4      NA            6s365r_bdd.blif
596   30    5     1       1       4       4      1.64206e+121  6s365r_bdd.blif
597   30    5     2       2       8       4      5.75031e+119  6s365r_bdd.blif
598   30    5     3       3       12      4      NA            6s365r_bdd.blif
599   30    5     4       4       16      4      NA            6s365r_bdd.blif
600   30    5     5       5       20      4      NA            6s365r_bdd.blif
601   30    5     10      0       32      0      NA            6s365r_bdd.blif
602   30    5     20      0       32      0      NA            6s365r_bdd.blif
603   30    10    1       0       0       0      NA            6s365r_bdd.blif
604   30    10    2       0       0       0      NA            6s365r_bdd.blif
605   30    10    3       0       0       0      NA            6s365r_bdd.blif
606   30    10    4       0       0       0      NA            6s365r_bdd.blif
607   30    10    5       0       0       0      NA            6s365r_bdd.blif
608   30    10    10      0       0       0      NA            6s365r_bdd.blif
609   30    10    20      0       0       0      NA            6s365r_bdd.blif
610   40    1     1       1       4       4      3.19289e+121  6s365r_bdd.blif
611   40    1     2       0       4       0      NA            6s365r_bdd.blif
612   40    1     3       0       4       0      NA            6s365r_bdd.blif
613   40    1     4       0       4       0      NA            6s365r_bdd.blif
614   40    1     5       0       4       0      NA            6s365r_bdd.blif
615   40    1     10      0       4       0      NA            6s365r_bdd.blif
616   40    1     20      0       4       0      NA            6s365r_bdd.blif
617   40    5     1       1       4       4      3.19289e+121  6s365r_bdd.blif
618   40    5     2       0       4       0      NA            6s365r_bdd.blif
619   40    5     3       0       4       0      NA            6s365r_bdd.blif
620   40    5     4       0       4       0      NA            6s365r_bdd.blif
621   40    5     5       0       4       0      NA            6s365r_bdd.blif
622   40    5     10      0       4       0      NA            6s365r_bdd.blif
623   40    5     20      0       4       0      NA            6s365r_bdd.blif
624   40    10    1       0       0       0      NA            6s365r_bdd.blif
625   40    10    2       0       0       0      NA            6s365r_bdd.blif
626   40    10    3       0       0       0      NA            6s365r_bdd.blif
627   40    10    4       0       0       0      NA            6s365r_bdd.blif
628   40    10    5       0       0       0      NA            6s365r_bdd.blif
629   40    10    10      0       0       0      NA            6s365r_bdd.blif
630   40    10    20      0       0       0      NA            6s365r_bdd.blif
631   1     1     1       1       3       3      1.0329e+121   6s4_bdd.blif
632   1     1     2       2       6       3      1.0329e+121   6s4_bdd.blif
633   1     1     3       2       6       3      1.0329e+121   6s4_bdd.blif
634   1     1     4       2       6       3      1.0329e+121   6s4_bdd.blif
635   1     1     5       2       6       3      1.0329e+121   6s4_bdd.blif
636   1     1     10      2       6       3      1.0329e+121   6s4_bdd.blif
637   1     1     20      2       6       3      1.0329e+121   6s4_bdd.blif
638   1     5     1       1       3       3      1.0329e+121   6s4_bdd.blif
639   1     5     2       0       3       0      NA            6s4_bdd.blif
640   1     5     3       0       3       0      NA            6s4_bdd.blif
641   1     5     4       0       3       0      NA            6s4_bdd.blif
642   1     5     5       0       3       0      NA            6s4_bdd.blif
643   1     5     10      0       3       0      NA            6s4_bdd.blif
644   1     5     20      0       3       0      NA            6s4_bdd.blif
645   1     10    1       0       0       0      NA            6s4_bdd.blif
646   1     10    2       0       0       0      NA            6s4_bdd.blif
647   1     10    3       0       0       0      NA            6s4_bdd.blif
648   1     10    4       0       0       0      NA            6s4_bdd.blif
649   1     10    5       0       0       0      NA            6s4_bdd.blif
650   1     10    10      0       0       0      NA            6s4_bdd.blif
651   1     10    20      0       0       0      NA            6s4_bdd.blif
652   5     1     1       1       4       4      1.0329e+121   6s4_bdd.blif
653   5     1     2       2       8       4      1.0329e+121   6s4_bdd.blif
654   5     1     3       2       8       4      1.0329e+121   6s4_bdd.blif
655   5     1     4       2       8       4      1.0329e+121   6s4_bdd.blif
656   5     1     5       2       8       4      1.0329e+121   6s4_bdd.blif
657   5     1     10      2       8       4      1.0329e+121   6s4_bdd.blif
658   5     1     20      2       8       4      1.0329e+121   6s4_bdd.blif
659   5     5     1       0       0       0      NA            6s4_bdd.blif
660   5     5     2       0       0       0      NA            6s4_bdd.blif
661   5     5     3       0       0       0      NA            6s4_bdd.blif
662   5     5     4       0       0       0      NA            6s4_bdd.blif
663   5     5     5       0       0       0      NA            6s4_bdd.blif
664   5     5     10      0       0       0      NA            6s4_bdd.blif
665   5     5     20      0       0       0      NA            6s4_bdd.blif
666   5     10    1       0       0       0      NA            6s4_bdd.blif
667   5     10    2       0       0       0      NA            6s4_bdd.blif
668   5     10    3       0       0       0      NA            6s4_bdd.blif
669   5     10    4       0       0       0      NA            6s4_bdd.blif
670   5     10    5       0       0       0      NA            6s4_bdd.blif
671   5     10    10      0       0       0      NA            6s4_bdd.blif
672   5     10    20      0       0       0      NA            6s4_bdd.blif
673   10    1     1       1       4       4      1.0329e+121   6s4_bdd.blif
674   10    1     2       2       8       4      5.1645e+120   6s4_bdd.blif
675   10    1     3       3       12      4      3.87337e+120  6s4_bdd.blif
676   10    1     4       4       16      4      3.87337e+120  6s4_bdd.blif
677   10    1     5       4       16      4      3.87337e+120  6s4_bdd.blif
678   10    1     10      4       16      4      3.87337e+120  6s4_bdd.blif
679   10    1     20      4       16      4      3.87337e+120  6s4_bdd.blif
680   10    5     1       0       0       0      NA            6s4_bdd.blif
681   10    5     2       0       0       0      NA            6s4_bdd.blif
682   10    5     3       0       0       0      NA            6s4_bdd.blif
683   10    5     4       0       0       0      NA            6s4_bdd.blif
684   10    5     5       0       0       0      NA            6s4_bdd.blif
685   10    5     10      0       0       0      NA            6s4_bdd.blif
686   10    5     20      0       0       0      NA            6s4_bdd.blif
687   10    10    1       0       0       0      NA            6s4_bdd.blif
688   10    10    2       0       0       0      NA            6s4_bdd.blif
689   10    10    3       0       0       0      NA            6s4_bdd.blif
690   10    10    4       0       0       0      NA            6s4_bdd.blif
691   10    10    5       0       0       0      NA            6s4_bdd.blif
692   10    10    10      0       0       0      NA            6s4_bdd.blif
693   10    10    20      0       0       0      NA            6s4_bdd.blif
694   20    1     1       1       4       4      1.0329e+121   6s4_bdd.blif
695   20    1     2       2       8       4      3.3892e+120   6s4_bdd.blif
696   20    1     3       3       12      4      3.02607e+120  6s4_bdd.blif
697   20    1     4       4       16      4      3.02607e+120  6s4_bdd.blif
698   20    1     5       4       16      4      3.02607e+120  6s4_bdd.blif
699   20    1     10      4       16      4      3.02607e+120  6s4_bdd.blif
700   20    1     20      4       16      4      3.02607e+120  6s4_bdd.blif
701   20    5     1       0       0       0      NA            6s4_bdd.blif
702   20    5     2       0       0       0      NA            6s4_bdd.blif
703   20    5     3       0       0       0      NA            6s4_bdd.blif
704   20    5     4       0       0       0      NA            6s4_bdd.blif
705   20    5     5       0       0       0      NA            6s4_bdd.blif
706   20    5     10      0       0       0      NA            6s4_bdd.blif
707   20    5     20      0       0       0      NA            6s4_bdd.blif
708   20    10    1       0       0       0      NA            6s4_bdd.blif
709   20    10    2       0       0       0      NA            6s4_bdd.blif
710   20    10    3       0       0       0      NA            6s4_bdd.blif
711   20    10    4       0       0       0      NA            6s4_bdd.blif
712   20    10    5       0       0       0      NA            6s4_bdd.blif
713   20    10    10      0       0       0      NA            6s4_bdd.blif
714   20    10    20      0       0       0      NA            6s4_bdd.blif
715   30    1     1       1       4       4      1.0329e+121   6s4_bdd.blif
716   30    1     2       2       8       4      3.87337e+120  6s4_bdd.blif
717   30    1     3       3       12      4      1.8913e+120   6s4_bdd.blif
718   30    1     4       4       16      4      1.8913e+120   6s4_bdd.blif
719   30    1     5       4       16      4      1.8913e+120   6s4_bdd.blif
720   30    1     10      4       16      4      1.8913e+120   6s4_bdd.blif
721   30    1     20      4       16      4      1.8913e+120   6s4_bdd.blif
722   30    5     1       0       0       0      NA            6s4_bdd.blif
723   30    5     2       0       0       0      NA            6s4_bdd.blif
724   30    5     3       0       0       0      NA            6s4_bdd.blif
725   30    5     4       0       0       0      NA            6s4_bdd.blif
726   30    5     5       0       0       0      NA            6s4_bdd.blif
727   30    5     10      0       0       0      NA            6s4_bdd.blif
728   30    5     20      0       0       0      NA            6s4_bdd.blif
729   30    10    1       0       0       0      NA            6s4_bdd.blif
730   30    10    2       0       0       0      NA            6s4_bdd.blif
731   30    10    3       0       0       0      NA            6s4_bdd.blif
732   30    10    4       0       0       0      NA            6s4_bdd.blif
733   30    10    5       0       0       0      NA            6s4_bdd.blif
734   30    10    10      0       0       0      NA            6s4_bdd.blif
735   30    10    20      0       0       0      NA            6s4_bdd.blif
736   40    1     1       1       4       4      7.74675e+120  6s4_bdd.blif
737   40    1     2       2       8       4      7.74675e+120  6s4_bdd.blif
738   40    1     3       3       12      4      4.35755e+120  6s4_bdd.blif
739   40    1     4       4       16      4      4.35755e+120  6s4_bdd.blif
740   40    1     5       4       16      4      4.35755e+120  6s4_bdd.blif
741   40    1     10      4       16      4      4.35755e+120  6s4_bdd.blif
742   40    1     20      4       16      4      4.35755e+120  6s4_bdd.blif
743   40    5     1       0       0       0      NA            6s4_bdd.blif
744   40    5     2       0       0       0      NA            6s4_bdd.blif
745   40    5     3       0       0       0      NA            6s4_bdd.blif
746   40    5     4       0       0       0      NA            6s4_bdd.blif
747   40    5     5       0       0       0      NA            6s4_bdd.blif
748   40    5     10      0       0       0      NA            6s4_bdd.blif
749   40    5     20      0       0       0      NA            6s4_bdd.blif
750   40    10    1       0       0       0      NA            6s4_bdd.blif
751   40    10    2       0       0       0      NA            6s4_bdd.blif
752   40    10    3       0       0       0      NA            6s4_bdd.blif
753   40    10    4       0       0       0      NA            6s4_bdd.blif
754   40    10    5       0       0       0      NA            6s4_bdd.blif
755   40    10    10      0       0       0      NA            6s4_bdd.blif
756   40    10    20      0       0       0      NA            6s4_bdd.blif
757   1     1     1       0       0       0      NA            6s514r_bdd.blif
758   1     1     2       0       0       0      NA            6s514r_bdd.blif
759   1     1     3       0       0       0      NA            6s514r_bdd.blif
760   1     1     4       0       0       0      NA            6s514r_bdd.blif
761   1     1     5       0       0       0      NA            6s514r_bdd.blif
762   1     1     10      0       0       0      NA            6s514r_bdd.blif
763   1     1     20      0       0       0      NA            6s514r_bdd.blif
764   1     5     1       0       0       0      NA            6s514r_bdd.blif
765   1     5     2       0       0       0      NA            6s514r_bdd.blif
766   1     5     3       0       0       0      NA            6s514r_bdd.blif
767   1     5     4       0       0       0      NA            6s514r_bdd.blif
768   1     5     5       0       0       0      NA            6s514r_bdd.blif
769   1     5     10      0       0       0      NA            6s514r_bdd.blif
770   1     5     20      0       0       0      NA            6s514r_bdd.blif
771   1     10    1       0       0       0      NA            6s514r_bdd.blif
772   1     10    2       0       0       0      NA            6s514r_bdd.blif
773   1     10    3       0       0       0      NA            6s514r_bdd.blif
774   1     10    4       0       0       0      NA            6s514r_bdd.blif
775   1     10    5       0       0       0      NA            6s514r_bdd.blif
776   1     10    10      0       0       0      NA            6s514r_bdd.blif
777   1     10    20      0       0       0      NA            6s514r_bdd.blif
778   5     1     1       0       0       0      NA            6s514r_bdd.blif
779   5     1     2       0       0       0      NA            6s514r_bdd.blif
780   5     1     3       0       0       0      NA            6s514r_bdd.blif
781   5     1     4       0       0       0      NA            6s514r_bdd.blif
782   5     1     5       0       0       0      NA            6s514r_bdd.blif
783   5     1     10      0       0       0      NA            6s514r_bdd.blif
784   5     1     20      0       0       0      NA            6s514r_bdd.blif
785   5     5     1       0       0       0      NA            6s514r_bdd.blif
786   5     5     2       0       0       0      NA            6s514r_bdd.blif
787   5     5     3       0       0       0      NA            6s514r_bdd.blif
788   5     5     4       0       0       0      NA            6s514r_bdd.blif
789   5     5     5       0       0       0      NA            6s514r_bdd.blif
790   5     5     10      0       0       0      NA            6s514r_bdd.blif
791   5     5     20      0       0       0      NA            6s514r_bdd.blif
792   5     10    1       0       0       0      NA            6s514r_bdd.blif
793   5     10    2       0       0       0      NA            6s514r_bdd.blif
794   5     10    3       0       0       0      NA            6s514r_bdd.blif
795   5     10    4       0       0       0      NA            6s514r_bdd.blif
796   5     10    5       0       0       0      NA            6s514r_bdd.blif
797   5     10    10      0       0       0      NA            6s514r_bdd.blif
798   5     10    20      0       0       0      NA            6s514r_bdd.blif
799   10    1     1       0       0       0      NA            6s514r_bdd.blif
800   10    1     2       0       0       0      NA            6s514r_bdd.blif
801   10    1     3       0       0       0      NA            6s514r_bdd.blif
802   10    1     4       0       0       0      NA            6s514r_bdd.blif
803   10    1     5       0       0       0      NA            6s514r_bdd.blif
804   10    1     10      0       0       0      NA            6s514r_bdd.blif
805   10    1     20      0       0       0      NA            6s514r_bdd.blif
806   10    5     1       0       0       0      NA            6s514r_bdd.blif
807   10    5     2       0       0       0      NA            6s514r_bdd.blif
808   10    5     3       0       0       0      NA            6s514r_bdd.blif
809   10    5     4       0       0       0      NA            6s514r_bdd.blif
810   10    5     5       0       0       0      NA            6s514r_bdd.blif
811   10    5     10      0       0       0      NA            6s514r_bdd.blif
812   10    5     20      0       0       0      NA            6s514r_bdd.blif
813   10    10    1       0       0       0      NA            6s514r_bdd.blif
814   10    10    2       0       0       0      NA            6s514r_bdd.blif
815   10    10    3       0       0       0      NA            6s514r_bdd.blif
816   10    10    4       0       0       0      NA            6s514r_bdd.blif
817   10    10    5       0       0       0      NA            6s514r_bdd.blif
818   10    10    10      0       0       0      NA            6s514r_bdd.blif
819   10    10    20      0       0       0      NA            6s514r_bdd.blif
820   20    1     1       0       0       0      NA            6s514r_bdd.blif
821   20    1     2       0       0       0      NA            6s514r_bdd.blif
822   20    1     3       0       0       0      NA            6s514r_bdd.blif
823   20    1     4       0       0       0      NA            6s514r_bdd.blif
824   20    1     5       0       0       0      NA            6s514r_bdd.blif
825   20    1     10      0       0       0      NA            6s514r_bdd.blif
826   20    1     20      0       0       0      NA            6s514r_bdd.blif
827   20    5     1       0       0       0      NA            6s514r_bdd.blif
828   20    5     2       0       0       0      NA            6s514r_bdd.blif
829   20    5     3       0       0       0      NA            6s514r_bdd.blif
830   20    5     4       0       0       0      NA            6s514r_bdd.blif
831   20    5     5       0       0       0      NA            6s514r_bdd.blif
832   20    5     10      0       0       0      NA            6s514r_bdd.blif
833   20    5     20      0       0       0      NA            6s514r_bdd.blif
834   20    10    1       0       0       0      NA            6s514r_bdd.blif
835   20    10    2       0       0       0      NA            6s514r_bdd.blif
836   20    10    3       0       0       0      NA            6s514r_bdd.blif
837   20    10    4       0       0       0      NA            6s514r_bdd.blif
838   20    10    5       0       0       0      NA            6s514r_bdd.blif
839   20    10    10      0       0       0      NA            6s514r_bdd.blif
840   20    10    20      0       0       0      NA            6s514r_bdd.blif
841   30    1     1       0       0       0      NA            6s514r_bdd.blif
842   30    1     2       0       0       0      NA            6s514r_bdd.blif
843   30    1     3       0       0       0      NA            6s514r_bdd.blif
844   30    1     4       0       0       0      NA            6s514r_bdd.blif
845   30    1     5       0       0       0      NA            6s514r_bdd.blif
846   30    1     10      0       0       0      NA            6s514r_bdd.blif
847   30    1     20      0       0       0      NA            6s514r_bdd.blif
848   30    5     1       0       0       0      NA            6s514r_bdd.blif
849   30    5     2       0       0       0      NA            6s514r_bdd.blif
850   30    5     3       0       0       0      NA            6s514r_bdd.blif
851   30    5     4       0       0       0      NA            6s514r_bdd.blif
852   30    5     5       0       0       0      NA            6s514r_bdd.blif
853   30    5     10      0       0       0      NA            6s514r_bdd.blif
854   30    5     20      0       0       0      NA            6s514r_bdd.blif
855   30    10    1       0       0       0      NA            6s514r_bdd.blif
856   30    10    2       0       0       0      NA            6s514r_bdd.blif
857   30    10    3       0       0       0      NA            6s514r_bdd.blif
858   30    10    4       0       0       0      NA            6s514r_bdd.blif
859   30    10    5       0       0       0      NA            6s514r_bdd.blif
860   30    10    10      0       0       0      NA            6s514r_bdd.blif
861   30    10    20      0       0       0      NA            6s514r_bdd.blif
862   40    1     1       0       0       0      NA            6s514r_bdd.blif
863   40    1     2       0       0       0      NA            6s514r_bdd.blif
864   40    1     3       0       0       0      NA            6s514r_bdd.blif
865   40    1     4       0       0       0      NA            6s514r_bdd.blif
866   40    1     5       0       0       0      NA            6s514r_bdd.blif
867   40    1     10      0       0       0      NA            6s514r_bdd.blif
868   40    1     20      0       0       0      NA            6s514r_bdd.blif
869   40    5     1       0       0       0      NA            6s514r_bdd.blif
870   40    5     2       0       0       0      NA            6s514r_bdd.blif
871   40    5     3       0       0       0      NA            6s514r_bdd.blif
872   40    5     4       0       0       0      NA            6s514r_bdd.blif
873   40    5     5       0       0       0      NA            6s514r_bdd.blif
874   40    5     10      0       0       0      NA            6s514r_bdd.blif
875   40    5     20      0       0       0      NA            6s514r_bdd.blif
876   40    10    1       0       0       0      NA            6s514r_bdd.blif
877   40    10    2       0       0       0      NA            6s514r_bdd.blif
878   40    10    3       0       0       0      NA            6s514r_bdd.blif
879   40    10    4       0       0       0      NA            6s514r_bdd.blif
880   40    10    5       0       0       0      NA            6s514r_bdd.blif
881   40    10    10      0       0       0      NA            6s514r_bdd.blif
882   40    10    20      0       0       0      NA            6s514r_bdd.blif
883   1     1     1       1       3       3      2.01528e+264  6s515rb1_bdd.blif
884   1     1     2       2       6       3      2.01528e+264  6s515rb1_bdd.blif
885   1     1     3       2       6       3      2.01528e+264  6s515rb1_bdd.blif
886   1     1     4       2       6       3      2.01528e+264  6s515rb1_bdd.blif
887   1     1     5       2       6       3      2.01528e+264  6s515rb1_bdd.blif
888   1     1     10      2       6       3      2.01528e+264  6s515rb1_bdd.blif
889   1     1     20      2       6       3      2.01528e+264  6s515rb1_bdd.blif
890   1     5     1       1       3       3      2.01528e+264  6s515rb1_bdd.blif
891   1     5     2       2       6       3      2.01528e+264  6s515rb1_bdd.blif
892   1     5     3       2       6       3      2.01528e+264  6s515rb1_bdd.blif
893   1     5     4       2       6       3      2.01528e+264  6s515rb1_bdd.blif
894   1     5     5       2       6       3      2.01528e+264  6s515rb1_bdd.blif
895   1     5     10      2       6       3      2.01528e+264  6s515rb1_bdd.blif
896   1     5     20      2       6       3      2.01528e+264  6s515rb1_bdd.blif
