sno   var   func  total   actual  factor  avg    num           file
      node  node  reruns  reruns  graph   iters  soln          name
      size  size                  iters              
---   ---   ---   ---     ---     ---     ---    ---           ---
897   1     10    1       1       3       3      2.01528e+264  6s515rb1_bdd.blif
898   1     10    2       2       6       3      2.01528e+264  6s515rb1_bdd.blif
899   1     10    3       2       6       3      2.01528e+264  6s515rb1_bdd.blif
900   1     10    4       2       6       3      2.01528e+264  6s515rb1_bdd.blif
901   1     10    5       2       6       3      2.01528e+264  6s515rb1_bdd.blif
902   1     10    10      2       6       3      2.01528e+264  6s515rb1_bdd.blif
903   1     10    20      2       6       3      2.01528e+264  6s515rb1_bdd.blif
904   5     1     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
905   5     1     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
906   5     1     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
907   5     1     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
908   5     1     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
909   5     1     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
910   5     1     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
911   5     5     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
912   5     5     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
913   5     5     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
914   5     5     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
915   5     5     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
916   5     5     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
917   5     5     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
918   5     10    1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
919   5     10    2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
920   5     10    3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
921   5     10    4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
922   5     10    5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
923   5     10    10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
924   5     10    20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
925   10    1     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
926   10    1     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
927   10    1     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
928   10    1     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
929   10    1     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
930   10    1     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
931   10    1     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
932   10    5     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
933   10    5     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
934   10    5     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
935   10    5     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
936   10    5     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
937   10    5     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
938   10    5     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
939   10    10    1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
940   10    10    2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
941   10    10    3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
942   10    10    4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
943   10    10    5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
944   10    10    10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
945   10    10    20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
946   20    1     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
947   20    1     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
948   20    1     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
949   20    1     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
950   20    1     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
951   20    1     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
952   20    1     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
953   20    5     1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
954   20    5     2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
955   20    5     3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
956   20    5     4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
957   20    5     5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
958   20    5     10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
959   20    5     20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
960   20    10    1       1       4       4      2.01528e+264  6s515rb1_bdd.blif
961   20    10    2       2       8       4      2.01528e+264  6s515rb1_bdd.blif
962   20    10    3       2       8       4      2.01528e+264  6s515rb1_bdd.blif
963   20    10    4       2       8       4      2.01528e+264  6s515rb1_bdd.blif
964   20    10    5       2       8       4      2.01528e+264  6s515rb1_bdd.blif
965   20    10    10      2       8       4      2.01528e+264  6s515rb1_bdd.blif
966   20    10    20      2       8       4      2.01528e+264  6s515rb1_bdd.blif
967   30    1     1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
968   30    1     2       2       8       4      1.1336e+264   6s515rb1_bdd.blif
969   30    1     3       3       12      4      1.1336e+264   6s515rb1_bdd.blif
970   30    1     4       3       12      4      1.1336e+264   6s515rb1_bdd.blif
971   30    1     5       3       12      4      1.1336e+264   6s515rb1_bdd.blif
972   30    1     10      3       12      4      1.1336e+264   6s515rb1_bdd.blif
973   30    1     20      3       12      4      1.1336e+264   6s515rb1_bdd.blif
974   30    5     1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
975   30    5     2       2       8       4      1.1336e+264   6s515rb1_bdd.blif
976   30    5     3       3       12      4      1.1336e+264   6s515rb1_bdd.blif
977   30    5     4       3       12      4      1.1336e+264   6s515rb1_bdd.blif
978   30    5     5       3       12      4      1.1336e+264   6s515rb1_bdd.blif
979   30    5     10      3       12      4      1.1336e+264   6s515rb1_bdd.blif
980   30    5     20      3       12      4      1.1336e+264   6s515rb1_bdd.blif
981   30    10    1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
982   30    10    2       2       8       4      1.1336e+264   6s515rb1_bdd.blif
983   30    10    3       3       12      4      1.1336e+264   6s515rb1_bdd.blif
984   30    10    4       3       12      4      1.1336e+264   6s515rb1_bdd.blif
985   30    10    5       3       12      4      1.1336e+264   6s515rb1_bdd.blif
986   30    10    10      3       12      4      1.1336e+264   6s515rb1_bdd.blif
987   30    10    20      3       12      4      1.1336e+264   6s515rb1_bdd.blif
988   40    1     1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
989   40    1     2       2       8       4      9.44664e+263  6s515rb1_bdd.blif
990   40    1     3       3       12      4      4.42811e+263  6s515rb1_bdd.blif
991   40    1     4       4       16      4      1.99265e+263  6s515rb1_bdd.blif
992   40    1     5       5       20      4      5.60433e+262  6s515rb1_bdd.blif
993   40    1     10      10      40      4      NA            6s515rb1_bdd.blif
994   40    1     20      20      80      4      NA            6s515rb1_bdd.blif
995   40    5     1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
996   40    5     2       2       8       4      9.44664e+263  6s515rb1_bdd.blif
997   40    5     3       3       12      4      3.32109e+263  6s515rb1_bdd.blif
998   40    5     4       4       16      4      1.0586e+263   6s515rb1_bdd.blif
999   40    5     5       5       20      4      5.40325e+262  6s515rb1_bdd.blif
1000  40    5     10      10      40      4      NA            6s515rb1_bdd.blif
1001  40    5     20      20      80      4      NA            6s515rb1_bdd.blif
1002  40    10    1       1       4       4      1.51146e+264  6s515rb1_bdd.blif
1003  40    10    2       2       8       4      7.08498e+263  6s515rb1_bdd.blif
1004  40    10    3       3       12      4      7.08498e+263  6s515rb1_bdd.blif
1005  40    10    4       3       12      4      7.08498e+263  6s515rb1_bdd.blif
1006  40    10    5       3       12      4      7.08498e+263  6s515rb1_bdd.blif
1007  40    10    10      3       12      4      7.08498e+263  6s515rb1_bdd.blif
1008  40    10    20      3       12      4      7.08498e+263  6s515rb1_bdd.blif
1009  1     1     1       0       0       0      NA            6s516r_bdd.blif
1010  1     1     2       0       0       0      NA            6s516r_bdd.blif
1011  1     1     3       0       0       0      NA            6s516r_bdd.blif
