Name                                                                  | Status                                              | T / B / K Vars      | T / B / K QVars     | T / B / K Clauses    | T / B / K Time         | PreProc Status                | Bdd Creation Time | Merge F / V / Time | FG creation time | FG convergence                  | MUS Status                     | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
QBFEval2017_query33_query57_1344n                                     | MUS timed out                                       | 1157 / 0 / 743      | 1087 / 0 / 743      | 2673 / 0 / 744       | 1.7 / 0.67 / 0.69      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 44.51 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt31_22_328                                             | MUS timed out                                       | 2937 / 4 / 1757     | 2693 / 4 / 1717     | 9739 / 16 / 4223     | 4.14 / 1.35 / 1.54     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 28.09 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc61_unsigned_64                                    | Preproc Solved, FG skipped.                         | 4298 / 0 / 4298     | 3914 / 0 / 3914     | 12134 / 0 / 12133    | 0.33 / 0.0 / 0.27      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_stmt17_63_78                                              | MUS timed out                                       | 7654 / 71 / 6966    | 7262 / 35 / 6801    | 29444 / 76 / 26657   | 8.78 / 1.74 / 3.89     | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 15.39 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sortnetsort10.AE.stepl.011                                | FG timed out                                        | 11241 / 0 / 3035    | 9162 / 0 / 3035     | 18786 / 0 / 3463     | 5.51 / 2.46 / 1.55     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_intermediate128                                           | MUS timed out                                       | 1278 / 0 / 511      | 1022 / 0 / 511      | 3700 / 0 / 401       | 1.74 / 0.93 / 0.46     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 120.22 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_max1024                                                    | MUS timed out                                       | 6497 / 0 / 1438     | 4449 / 0 / 1438     | 19142 / 0 / 2925     | 19.49 / 5.84 / 7.57    | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 217.66 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_decomposition128                                           | Preproc Solved, FG skipped.                         | 1145 / 0 / 1145     | 1017 / 0 / 1017     | 3154 / 0 / 3153      | 0.66 / 0.0 / 0.39      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_sortnetsort9.AE.stepl.011                                 | MUS timed out                                       | 8852 / 0 / 2473     | 7224 / 0 / 2473     | 14813 / 0 / 2857     | 3.24 / 1.4 / 1.0       | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1400.04 sec, ONE       | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt23_66_67                                              | MUS timed out                                       | 6349 / 71 / 5949    | 6044 / 35 / 5796    | 24143 / 76 / 22743   | 4.85 / 1.17 / 2.3      | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 0.39 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt17_82_94                                              | FG timed out                                        | 11569 / 67 / 8881   | 11061 / 34 / 8724   | 45347 / 69 / 30052   | 12.58 / 2.82 / 5.31    | PreProc-ed 3 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
Disjunctive_Decomposition_bobtuint06_all_bit_differing_from_cycle     | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 1.72 / 0.0 / 0.78      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2017_mult9.sat                                                 | MUS timed out                                       | 1564 / 0 / 1174     | 1545 / 0 / 1174     | 4576 / 0 / 2234      | 1.81 / 0.95 / 0.51     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.5 sec, ONE           | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query33_query42_1344n                                     | MUS timed out                                       | 1190 / 0 / 799      | 1116 / 0 / 799      | 2717 / 0 / 761       | 1.79 / 0.74 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 69.31 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-seq-fixpoint-2                                      | FG timed out                                        | 5360 / 0 / 2824     | 4754 / 0 / 2824     | 16621 / 0 / 5700     | 4.31 / 2.66 / 0.9      | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_stmt50_343_392                                            | MUS timed out                                       | 5713 / 4 / 3930     | 5443 / 4 / 3891     | 19441 / 16 / 10786   | 5.67 / 2.14 / 2.01     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 48.77 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query09_query42_1344n                                     | FG timed out                                        | 9829 / 0 / 5990     | 9649 / 0 / 5990     | 52774 / 0 / 5766     | 13.58 / 2.78 / 7.27    | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_stmt21_143_403                                            | MUS timed out                                       | 4057 / 4 / 2603     | 3777 / 4 / 2552     | 13689 / 16 / 6831    | 3.87 / 1.75 / 1.18     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 37.9 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-swap1-fixpoint-6                                    | MUS timed out                                       | 1878 / 0 / 1050     | 1458 / 0 / 1050     | 5335 / 0 / 3230      | 2.89 / 0.58 / 1.53     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.6 sec, ONE           | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-swap1-fixpoint-9                                    | MUS timed out                                       | 2814 / 0 / 1574     | 2214 / 0 / 1574     | 8107 / 0 / 4904      | 3.99 / 1.34 / 1.47     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 58.61 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query10_query45_1344n                                     | FG timed out                                        | 4589 / 0 / 2463     | 4421 / 0 / 2463     | 31298 / 0 / 2451     | 14.12 / 5.31 / 5.01    | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_stmt19_352_359                                            | MUS timed out                                       | 5626 / 4 / 4300     | 5366 / 4 / 4256     | 19036 / 16 / 12796   | 7.08 / 1.62 / 3.13     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 20.92 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobtuint09neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1190 / 0 / 1190     | 978 / 0 / 978       | 3621 / 0 / 3620      | 0.14 / 0.0 / 0.1       | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_stmt17_78_98                                              | MUS timed out                                       | 11569 / 67 / 9121   | 11032 / 34 / 8952   | 45347 / 69 / 31765   | 12.86 / 2.53 / 5.64    | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 1004.35 sec, ONE       | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_itc-b13-fixpoint-4                                        | MUS timed out                                       | 4860 / 94 / 4321    | 4590 / 94 / 4308    | 13924 / 196 / 12038  | 3.67 / 0.85 / 1.85     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 15.81 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsynth07neg_all_bit_differing_from_cycle  | MUS timed out                                       | 7656 / 0 / 1611     | 4747 / 0 / 1611     | 22940 / 0 / 2539     | 14.52 / 5.09 / 4.31    | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 564.23 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp                   | MUS timed out                                       | 6659 / 0 / 5220     | 6543 / 0 / 5220     | 19486 / 0 / 11059    | 3.07 / 1.09 / 1.06     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 228.25 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_pdtpmsmiim                                                | MUS timed out                                       | 754 / 0 / 244       | 545 / 0 / 244       | 2350 / 0 / 397       | 1.3 / 0.67 / 0.41      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.33 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-pipeline-fixpoint-3                                 | MUS timed out                                       | 5159 / 0 / 3115     | 4228 / 0 / 3115     | 14407 / 0 / 7326     | 4.32 / 2.03 / 1.28     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 242.66 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#1.asp                    | MUS timed out                                       | 9391 / 0 / 7335     | 9263 / 0 / 7335     | 27646 / 0 / 15386    | 4.98 / 1.63 / 1.71     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 278.25 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt28_73_85                                              | MUS timed out                                       | 9829 / 67 / 7594    | 9379 / 34 / 7461    | 38279 / 69 / 25551   | 10.44 / 2.31 / 4.61    | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 1254.47 sec, ONE       | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query52_query42_1344n                                     | MUS timed out                                       | 1038 / 0 / 686      | 964 / 0 / 686       | 2439 / 0 / 668       | 1.23 / 0.69 / 0.35     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 58.46 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt23_92_96                                              | FG timed out                                        | 12439 / 67 / 9474   | 11931 / 34 / 9317   | 48881 / 69 / 32079   | 13.77 / 3.11 / 5.86    | PreProc-ed 3 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_small-swap2-fixpoint-7                                    | MUS timed out                                       | 2192 / 0 / 1327     | 1712 / 0 / 1327     | 6303 / 0 / 4154      | 1.96 / 0.57 / 0.91     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 3.28 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_rankfunc61_signed_64                                      | FG timed out                                        | 4304 / 0 / 2498     | 3920 / 0 / 2498     | 12162 / 0 / 5389     | 3.82 / 1.83 / 1.21     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_rankfunc55_unsigned_64                                    | MUS timed out                                       | 2313 / 0 / 1426     | 2057 / 0 / 1426     | 6207 / 0 / 3419      | 1.46 / 0.71 / 0.5      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 499.82 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt19_79_87                                              | FG timed out                                        | 10264 / 67 / 7950   | 9814 / 34 / 7817    | 40046 / 69 / 26935   | 10.97 / 2.53 / 4.76    | PreProc-ed 3 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
Arithmetic_ceiling32                                                  | Preproc Solved, FG skipped.                         | 341 / 0 / 341       | 277 / 0 / 277       | 986 / 0 / 985        | 0.93 / 0.0 / 0.66      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2017_small-swap2-fixpoint-8                                    | MUS timed out                                       | 2504 / 0 / 1521     | 1964 / 0 / 1521     | 7227 / 0 / 4774      | 2.18 / 0.61 / 1.01     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 30.34 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt17_70_86                                              | MUS timed out                                       | 9394 / 67 / 7278    | 8944 / 34 / 7145    | 36512 / 69 / 24494   | 9.89 / 2.27 / 4.21     | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 101.36 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query54_query42_1344n                                     | MUS timed out                                       | 1262 / 0 / 827      | 1188 / 0 / 827      | 2897 / 0 / 805       | 1.45 / 0.82 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 97.75 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_reachqu_query71_1344n                                     | MUS timed out                                       | 7476 / 0 / 3916     | 7302 / 0 / 3916     | 48088 / 0 / 3890     | 28.14 / 5.91 / 12.75   | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 740.24 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_nreachq_query54_1344n                                     | FG timed out                                        | 8369 / 0 / 4497     | 8201 / 0 / 4497     | 50386 / 0 / 4514     | 10.7 / 2.59 / 4.94     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_small-equiv-fixpoint-8                                    | FG timed out                                        | 17113 / 0 / 11147   | 16825 / 0 / 11147   | 56379 / 0 / 24598    | 11.36 / 3.86 / 3.92    | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_add20y.sat                                                | Preproc Solved, FG skipped.                         | 616 / 0 / 616       | 573 / 0 / 573       | 1651 / 0 / 1650      | 0.37 / 0.0 / 0.26      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
Factorization_factorization10                                         | Preproc finished unsolved, FG skipped, MUS finished | 150 / 0 / 85        | 140 / 0 / 83        | 485 / 0 / 177        | 1.55 / 0.68 / 0.49     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 0.03 sec, ONE          | MUS Finished after 78 rounds   | 5.06 / 0.12 / 485 / 28452                               | 5.38       
QBFEval2017_stmt31_190_227                                            | MUS timed out                                       | 2742 / 0 / 1949     | 2564 / 0 / 1921     | 8872 / 0 / 5469      | 2.41 / 0.94 / 0.86     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.37 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_rankfunc56_signed_64                                      | MUS timed out                                       | 1808 / 0 / 1045     | 1552 / 0 / 1045     | 4630 / 0 / 2653      | 0.99 / 0.47 / 0.35     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 172.21 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query64_query01_1344n                                     | MUS timed out                                       | 657 / 0 / 418       | 597 / 0 / 418       | 1113 / 0 / 389       | 1.28 / 0.55 / 0.44     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 0.46 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc49_signed_64                                      | MUS timed out                                       | 3154 / 0 / 1862     | 2770 / 0 / 1862     | 8460 / 0 / 4791      | 2.56 / 1.19 / 0.95     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 564.55 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt21_70_369                                             | MUS timed out                                       | 3549 / 6 / 2217     | 3289 / 6 / 2171     | 11938 / 24 / 5635    | 5.7 / 2.67 / 1.67      | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 51.26 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query26_query42_1344n                                     | MUS timed out                                       | 738 / 0 / 403       | 664 / 0 / 403       | 1995 / 0 / 395       | 1.44 / 0.89 / 0.34     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 42.37 sec, ONE         | MUS TimedOut after 1 rounds    | 31.08 / 0.02 / 1995 / 0                                 | 1500.0     
Disjunctive_Decomposition_bobsynth01neg_all_bit_differing_from_cycle  | MUS timed out                                       | 7656 / 0 / 1611     | 4747 / 0 / 1611     | 22940 / 0 / 2539     | 14.67 / 5.31 / 5.1     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 546.5 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_driver_c9y.sat                                            | MUS timed out                                       | 1644 / 0 / 1067     | 1535 / 0 / 1067     | 4687 / 0 / 2111      | 1.94 / 0.69 / 0.81     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.69 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ntrivil_query42_1344n                                     | MUS timed out                                       | 2021 / 0 / 1262     | 1939 / 0 / 1262     | 6920 / 0 / 1206      | 4.62 / 2.92 / 1.05     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 835.34 sec, ONE        | MUS TimedOut after 1 rounds    | 7.62 / 0.06 / 6920 / 0                                  | 1500.0     
QBFEval2018_reachqu_query64_1344n                                     | MUS timed out                                       | 10430 / 0 / 5525    | 10097 / 0 / 5525    | 43450 / 0 / 5507     | 35.42 / 5.86 / 16.6    | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1356.37 sec, ONE       | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query34_query11_1344n                                     | MUS timed out                                       | 875 / 0 / 601       | 809 / 0 / 601       | 1915 / 0 / 562       | 1.27 / 0.54 / 0.44     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.85 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt21_84_364                                             | MUS timed out                                       | 3529 / 4 / 2199     | 3269 / 4 / 2160     | 11819 / 16 / 5515    | 6.2 / 2.34 / 2.17      | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 31.61 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_368_417                                            | MUS timed out                                       | 5947 / 6 / 4255     | 5666 / 6 / 4209     | 20370 / 24 / 12302   | 7.58 / 3.02 / 2.47     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 27.28 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query33_query51_1344n                                     | MUS timed out                                       | 907 / 0 / 633       | 841 / 0 / 633       | 1995 / 0 / 609       | 1.29 / 0.55 / 0.44     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 4.53 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt9_445_446                                             | Preproc finished unsolved, FG skipped, MUS finished | 658 / 0 / 621       | 604 / 0 / 584       | 1978 / 0 / 1938      | 0.62 / 0.0 / 0.18      | PreProc-ed 0 rounds           |                   |                    |                  | 0 iters, 0.0 sec, ONE           | MUS Finished after 0 rounds    |                                                         | 0.07       
Arithmetic_min32                                                      | Preproc finished unsolved, FG skipped, MUS finished | 212 / 0 / 71        | 148 / 0 / 71        | 617 / 0 / 207        | 4.36 / 2.36 / 1.12     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 0.3 sec, NonTrivial    | MUS Finished after 29 rounds   | 0.41 / 0.03 / 617 / 11408                               | 753.71     
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp                    | MUS timed out                                       | 7343 / 0 / 5758     | 7215 / 0 / 5758     | 21502 / 0 / 12188    | 4.73 / 1.62 / 1.61     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 205.56 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_rankfunc48_unsigned_64                                    | Preproc Solved, FG skipped.                         | 5846 / 0 / 5846     | 5206 / 0 / 5206     | 16122 / 0 / 16121    | 1.84 / 0.0 / 1.58      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_sortnetsort10.AE.stepl.012                                | FG timed out                                        | 12261 / 0 / 3310    | 9993 / 0 / 3310     | 20492 / 0 / 3777     | 4.77 / 1.99 / 1.55     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
Disjunctive_Decomposition_bobtuint20neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.21 / 0.0 / 0.15      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_query36_query42_1344n                                     | MUS timed out                                       | 1182 / 0 / 802      | 1108 / 0 / 802      | 2703 / 0 / 793       | 1.72 / 0.78 / 0.63     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 70.33 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_usb-phy-fixpoint-2                                        | MUS timed out                                       | 3673 / 0 / 2339     | 3172 / 0 / 2339     | 10451 / 0 / 5577     | 8.8 / 3.12 / 3.17      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 99.81 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_nxquery_query42_1344n                                     | MUS timed out                                       | 618 / 0 / 351       | 556 / 0 / 351       | 1647 / 0 / 343       | 0.92 / 0.54 / 0.25     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 18.6 sec, ONE          | MUS TimedOut after 1 rounds    | 4.08 / 0.01 / 1647 / 0                                  | 1500.0     
QBFEval2018_beemskbn1f1_c0to7.sat                                     | FG timed out                                        | 34863 / 0 / 23111   | 34323 / 0 / 23111   | 102404 / 0 / 37752   | 9.13 / 2.68 / 3.55     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_NotificationServiceImpl2                                  | MUS timed out                                       | 5399 / 0 / 3768     | 5312 / 0 / 3756     | 22072 / 0 / 10431    | 7.08 / 1.92 / 2.6      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 576.54 sec, ONE        | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_302_352                                            | MUS timed out                                       | 5227 / 4 / 3667     | 4967 / 4 / 3627     | 17519 / 16 / 10116   | 4.8 / 1.81 / 1.66      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 12.98 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sdlx-fixpoint-8                                           | MUS timed out                                       | 14027 / 0 / 11273   | 13394 / 0 / 11273   | 41770 / 0 / 24465    | 16.4 / 3.38 / 6.74     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 84.28 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc51_unsigned_64                                    | Preproc Solved, FG skipped.                         | 4162 / 0 / 4162     | 3778 / 0 / 3778     | 11056 / 0 / 11055    | 0.52 / 0.0 / 0.47      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2017_query60_query10_1344n                                     | MUS timed out                                       | 2780 / 0 / 1665     | 2647 / 0 / 1665     | 8936 / 0 / 1657      | 5.14 / 2.3 / 1.59      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1353.74 sec, ONE       | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sdlx-fixpoint-7                                           | MUS timed out                                       | 12172 / 0 / 9774    | 11613 / 0 / 9774    | 36227 / 0 / 21225    | 11.98 / 3.17 / 4.93    | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 85.2 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query42_query42_1344n                                     | FG timed out                                        | 10043 / 0 / 6092    | 9863 / 0 / 6092     | 53216 / 0 / 5868     | 12.85 / 2.27 / 7.07    | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_stmt41_160_235                                            | MUS timed out                                       | 2643 / 0 / 1823     | 2463 / 0 / 1796     | 8556 / 0 / 5019      | 2.67 / 0.96 / 0.97     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 1.66 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_75_95                                              | FG timed out                                        | 10699 / 67 / 8244   | 10191 / 34 / 8087   | 41813 / 69 / 27991   | 11.36 / 2.54 / 4.91    | PreProc-ed 3 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_stmt31_276_328                                            | MUS timed out                                       | 4839 / 4 / 3360     | 4595 / 4 / 3330     | 15999 / 16 / 8868    | 4.77 / 1.86 / 1.61     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 50.57 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_amba3b5y.sat                                              | FG timed out                                        | 1627 / 0 / 483      | 1581 / 0 / 483      | 10913 / 0 / 1137     | 3.25 / 1.31 / 1.08     | PreProc-ed 2 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2017_query30_query42_1344n                                     | MUS timed out                                       | 2708 / 0 / 1903     | 2624 / 0 / 1903     | 7573 / 0 / 1839      | 6.55 / 3.86 / 1.43     | PreProc-ed 3 rounds           |                   |                    |                  | 0 iters, 272.61 sec, ONE        | MUS TimedOut after 1 rounds    | 0.92 / 0.04 / 7573 / 0                                  | 1500.0     
QBFEval2018_sortnetsort7.AE.stepl.005                                 | Preproc finished unsolved, FG skipped, MUS finished | 2250 / 0 / 692      | 1845 / 0 / 692      | 3774 / 0 / 826       | 1.47 / 0.9 / 0.35      | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 79.98 sec, ONE         | MUS Finished after 0 rounds    |                                                         | 657.6      
Disjunctive_Decomposition_bobtuint05neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 1.96 / 0.0 / 1.07      | PreProc-ed 1 rounds           |                   |                    |                  |                                 |                                |                                                         |            
QBFEval2018_stmt17_86_98                                              | FG timed out                                        | 12439 / 67 / 9496   | 11902 / 34 / 9327   | 48881 / 69 / 32250   | 14.15 / 3.39 / 5.81    | PreProc-ed 3 rounds           |                   |                    |                  |                                 |                                |                                                         | 1500.0     
QBFEval2018_Q_2-3_v-80-100_r-13.1                                     | Preproc finished unsolved, FG skipped, MUS finished | 180 / 0 / 0         | 100 / 0 / 0         | 1300 / 0 / 0         | 0.38 / 0.27 / 0.07     | PreProc-ed 1 rounds           |                   |                    |                  | 0 iters, 14.38 sec, ONE         | MUS Finished after 1 rounds    | 51.68 / 0.13 / 1300 / 0                                 | 1191.05    
QBFEval2017_small-dyn-partition-fixpoint-5                            | MUS timed out                                       | 549 / 0 / 468       | 501 / 0 / 468       | 1561 / 0 / 1292      | 0.77 / 0.29 / 0.33     | PreProc-ed 2 rounds           |                   |                    |                  | 0 iters, 0.03 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
