Name                                                                  | Status                      | T / B / K Vars       | T / B / K QVars      | T / B / K Clauses       | T / B / K Time          | PreProc Status                | Bdd Creation Time | Merge F / V / Time  | FG creation time | FG convergence                  | MUS Status                     | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
QBFEval2017_rankfunc59_signed_64                                      | MUS timed out               | 5145 / 14 / 3040     | 4505 / 14 / 3040     | 13523 / 14 / 7048       | 3.19 / 1.78 / 1.11      | PreProc-ed 2 rounds           | 0.34 sec          | 153 / 27 / 36.9418  | 0.13 sec         | 4 iters, 1.48 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
Arithmetic_decomposition1024                                          | Preproc Solved, FG skipped. | 9149 / 1986 / 7163   | 8125 / 1986 / 6139   | 25322 / 6018 / 19303    | 2.5 / 1.82 / 0.34       | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_query21_query58_1344n                                     | MUS timed out               | 3226 / 1 / 1786      | 3074 / 1 / 1786      | 9867 / 1 / 1761         | 4.59 / 2.93 / 1.23      | PreProc-ed 3 rounds           | 0.28 sec          | 120 / 19 / 158.685  | 0.18 sec         | 4 iters, 4.88 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_cache-coherence-3-fixpoint-1                              | MUS timed out               | 2544 / 12 / 1569     | 2144 / 12 / 1569     | 7154 / 30 / 3589        | 4.8 / 3.22 / 1.21       | PreProc-ed 6 rounds           | 0.08 sec          | 44 / 14 / 15.0596   | 0.12 sec         | 4 iters, 7.31 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_query54_query42_1344n                                     | MUS timed out               | 1262 / 17 / 810      | 1188 / 17 / 810      | 2897 / 17 / 788         | 1.28 / 0.82 / 0.36      | PreProc-ed 2 rounds           | 0.05 sec          | 29 / 6 / 14.2872    | 0.04 sec         | 4 iters, 0.73 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2017_nreachq_query54_1344n                                     | FG timed out                | 8369 / 1 / 4496      | 8201 / 1 / 4496      | 50386 / 1 / 4513        | 16.53 / 8.62 / 4.83     | PreProc-ed 4 rounds           | 2.66 sec          |                     |                  |                                 |                                |                                                         | 900.0      
QBFEval2017_trueque_query42_1344n                                     | MUS timed out               | 335 / 17 / 164       | 273 / 17 / 164       | 531 / 17 / 170          | 0.45 / 0.29 / 0.13      | PreProc-ed 2 rounds           | 0.01 sec          | 8 / 2 / 1.24164     | 0.03 sec         | 4 iters, 0.13 sec, ONE          | MUS TimedOut after 5 rounds    | 0.34 / 0.11 / 531 / 0                                   | 900.0      
QBFEval2018_query64_query01_1344n                                     | MUS timed out               | 657 / 3 / 415        | 597 / 3 / 415        | 1113 / 3 / 386          | 1.09 / 0.67 / 0.35      | PreProc-ed 4 rounds           | 0.02 sec          | 13 / 4 / 2.51362    | 0.07 sec         | 4 iters, 2.85 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_stmt27_149_224                                            | MUS timed out               | 2581 / 1 / 1772      | 2403 / 1 / 1750      | 8330 / 1 / 4848         | 2.32 / 1.5 / 0.6        | PreProc-ed 3 rounds           | 0.08 sec          | 18 / 11 / 11.0253   | 0.03 sec         | 6 iters, 0.48 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
Disjunctive_Decomposition_bobtuint12neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 0.89 / 0.7 / 0.13       | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_ntrivil_query42_1344n                                     | MUS timed out               | 2021 / 1 / 1261      | 1939 / 1 / 1261      | 6920 / 1 / 1205         | 2.79 / 1.84 / 0.72      | PreProc-ed 2 rounds           | 0.13 sec          | 60 / 10 / 141.968   | 0.08 sec         | 4 iters, 0.68 sec, ONE          | MUS TimedOut after 1 rounds    | 210.67 / 2.32 / 6920 / 0                                | 900.0      
QBFEval2017_rankfunc31_signed_64                                      | Preproc Solved, FG skipped. | 6624 / 20 / 6604     | 6112 / 20 / 6092     | 17297 / 20 / 17276      | 1.6 / 1.09 / 0.3        | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_ci.e#1.a#3.E#40.A#60.c#384.w#6.s#8.asp                    | MUS timed out               | 9315 / 1 / 7453      | 9275 / 1 / 7453      | 27646 / 3 / 15538       | 4.04 / 2.31 / 1.13      | PreProc-ed 2 rounds           | 0.7 sec           | 157 / 24 / 328.314  | 0.19 sec         | 4 iters, 3.5 sec, ONE           | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_query26_query42_1344n                                     | MUS timed out               | 738 / 17 / 386       | 664 / 17 / 386       | 1995 / 17 / 378         | 0.87 / 0.55 / 0.26      | PreProc-ed 2 rounds           | 0.03 sec          | 23 / 5 / 8.87408    | 0.04 sec         | 4 iters, 0.52 sec, ONE          | MUS TimedOut after 1 rounds    | 265.16 / 0.23 / 1995 / 0                                | 900.0      
QBFEval2018_stmt19_65_87                                              | MUS timed out               | 8959 / 140 / 6895    | 8509 / 105 / 6764    | 34745 / 900 / 22586     | 13.61 / 7.36 / 4.54     | PreProc-ed 7 rounds           | 0.56 sec          | 32 / 27 / 61.5696   | 0.06 sec         | 4 iters, 0.61 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
Arithmetic_subtraction128                                             | Preproc Solved, FG skipped. | 1146 / 255 / 891     | 890 / 255 / 635      | 3132 / 764 / 2367       | 0.4 / 0.29 / 0.08       | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
Arithmetic_max1024                                                    | MUS timed out               | 6497 / 10 / 1430     | 4449 / 10 / 1430     | 19142 / 30 / 3001       | 14.02 / 6.19 / 6.51     | PreProc-ed 3 rounds           | 1.71 sec          | 359 / 67 / 317.622  | 1.29 sec         | 4 iters, 8.94 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_query33_query57_1344n                                     | MUS timed out               | 1157 / 5 / 738       | 1087 / 5 / 738       | 2673 / 5 / 739          | 2.12 / 1.43 / 0.54      | PreProc-ed 4 rounds           | 0.03 sec          | 28 / 6 / 11.7288    | 0.04 sec         | 4 iters, 2.22 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_stmt19_79_83                                              | MUS timed out               | 9829 / 141 / 7552    | 9408 / 106 / 7433    | 38279 / 906 / 24995     | 18.24 / 10.11 / 6.27    | PreProc-ed 7 rounds           | 0.67 sec          | 34 / 28 / 73.5246   | 0.07 sec         | 5 iters, 0.85 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2017_stmt21_71_413                                             | MUS timed out               | 3545 / 5 / 2028      | 3265 / 5 / 1985      | 12035 / 21 / 4831       | 5.34 / 3.35 / 1.49      | PreProc-ed 4 rounds           | 0.23 sec          | 37 / 21 / 42.115    | 0.06 sec         | 5 iters, 1.02 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_cycle_sched_2_10_1.sat                                    | MUS timed out               | 4151 / 3 / 2898      | 4019 / 3 / 2898      | 12895 / 401 / 7017      | 3.48 / 2.27 / 0.85      | PreProc-ed 3 rounds           | 0.25 sec          | 47 / 16 / 47.3683   | 0.2 sec          | 5 iters, 1.36 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2017_sortnetsort7.AE.stepl.008                                 | Parsed                      | 0 / 0 / 0            | 0 / 0 / 0            | 0 / 0 / 0               | 0.0 / 0.0 / 0.0         | PreProc-ed 0 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_query33_query42_1344n                                     | MUS timed out               | 1190 / 17 / 782      | 1116 / 17 / 782      | 2717 / 17 / 744         | 2.27 / 1.45 / 0.65      | PreProc-ed 4 rounds           | 0.04 sec          | 25 / 5 / 11.7072    | 0.05 sec         | 5 iters, 0.89 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_AR-fixpoint-10                                            | FG timed out                | 772792 / 19 / 0      | 717770 / 19 / 0      | 2493101 / 57 / 0        | 141.86 / 47.32 / 0.0    | Kissat Timeout after 0 rounds |                   |                     |                  |                                 |                                |                                                         | 900.0      
Disjunctive_Decomposition_bobtuint31neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1417 / 4 / 1413      | 1205 / 4 / 1201      | 4587 / 10 / 4576        | 1.03 / 0.83 / 0.14      | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2017_sortnetsort7.AE.stepl.007                                 | Parsed                      | 0 / 0 / 0            | 0 / 0 / 0            | 0 / 0 / 0               | 0.0 / 0.0 / 0.0         | PreProc-ed 0 rounds           |                   |                     |                  |                                 |                                |                                                         |            
QBFEval2018_stmt28_68_81                                              | MUS timed out               | 8524 / 140 / 6649    | 8103 / 105 / 6530    | 32978 / 908 / 21856     | 16.74 / 9.95 / 5.12     | PreProc-ed 7 rounds           | 0.45 sec          | 27 / 23 / 52.3364   | 0.05 sec         | 4 iters, 8.11 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2018_rankfunc53_unsigned_64                                    | Preproc Solved, FG skipped. | 3414 / 10 / 3404     | 3030 / 10 / 3020     | 8411 / 10 / 8400        | 0.88 / 0.6 / 0.19       | PreProc-ed 1 rounds           |                   |                     |                  |                                 |                                |                                                         |            
Disjunctive_Decomposition_neclaftp2002_all_bit_differing_from_cycle   | MUS timed out               | 12007 / 4 / 3361     | 7734 / 4 / 3361      | 34731 / 10 / 4872       | 10.28 / 4.74 / 4.43     | PreProc-ed 2 rounds           | 3.21 sec          | 432 / 115 / 690.045 | 1.65 sec         | 6 iters, 50.31 sec, ONE         | MUS TimedOut after 0 rounds    |                                                         | 900.0      
QBFEval2017_query09_query42_1344n                                     | FG timed out                | 9829 / 1 / 5989      | 9649 / 1 / 5989      | 52774 / 1 / 5765        | 20.62 / 10.47 / 5.18    | PreProc-ed 6 rounds           | 2.68 sec          |                     |                  |                                 |                                |                                                         | 900.0      
QBFEval2018_intermediate128                                           | MUS timed out               | 1278 / 4 / 507       | 1022 / 4 / 507       | 3700 / 8 / 393          | 1.36 / 0.89 / 0.36      | PreProc-ed 2 rounds           | 0.05 sec          | 28 / 10 / 8.71441   | 0.14 sec         | 4 iters, 4.18 sec, ONE          | MUS TimedOut after 0 rounds    |                                                         | 900.0      
