TestCase                                                                      | Status     | TimeTaken          
QBFEval2018_ActivityService2.qdimacs                                          | Timed out  | 1812.3713779449463 
QBFEval2018_rankfunc57_unsigned_64.qdimacs                                    | Timed out  | 1811.6073348522186 
QBFEval2017_query33_query45_1344n.qdimacs                                     | Timed out  | 1810.891839981079  
QBFEval2018_query31_reachqu_1344n.qdimacs                                     | Timed out  | 1811.2928493022919 
QBFEval2018_rankfunc48_unsigned_16.qdimacs                                    | Timed out  | 1811.2826750278473 
QBFEval2018_nreachq_query54_1344n.qdimacs                                     | Timed out  | 1812.4215607643127 
QBFEval2017_small-pipeline-fixpoint-2.qdimacs                                 | Timed out  | 1811.5153830051422 
QBFEval2017_rankfunc49_signed_64.qdimacs                                      | Timed out  | 1811.4416863918304 
QBFEval2017_usb-phy-fixpoint-4.qdimacs                                        | Timed out  | 1811.7635307312012 
QBFEval2018_stmt17_82_86.qdimacs                                              | Timed out  | 1815.876101732254  
QBFEval2018_query48_exquery_1344n.qdimacs                                     | Timed out  | 1811.2576930522919 
QBFEval2017_sortnetsort10.AE.stepl.006.qdimacs                                | Timed out  | 1811.6168894767761 
QBFEval2017_sortnetsort9.AE.stepl.006.qdimacs                                 | Timed out  | 1811.3482015132904 
QBFEval2017_stmt22_311_370.qdimacs                                            | Timed out  | 1811.3933503627777 
QBFEval2017_query71_query42_1344n.qdimacs                                     | Timed out  | 1811.2092416286469 
QBFEval2018_stmt19_75_95.qdimacs                                              | Timed out  | 1813.0120027065277 
QBFEval2017_stmt19_64_87.qdimacs                                              | Timed out  | 1812.1001670360565 
QBFEval2017_query33_query51_1344n.qdimacs                                     | Timed out  | 1817.288206577301  
QBFEval2017_kenflashp04.qdimacs                                               | Timed out  | 1811.1155977249146 
QBFEval2017_mult_bool_matrix_dyn_9_5.sat.qdimacs                              | Timed out  | 1811.3147506713867 
QBFEval2017_stmt19_368_417.qdimacs                                            | Timed out  | 1821.5425803661346 
Arithmetic_subtraction128.qdimacs                                             | Successful | 94.54993605613708  
QBFEval2018_query04_query25_1344n.qdimacs                                     | Timed out  | 1810.9764029979706 
QBFEval2018_sortnetsort7.AE.stepl.008.qdimacs                                 | Timed out  | 1811.8528199195862 
QBFEval2017_cache-coherence-3-fixpoint-2.qdimacs                              | Successful | 894.6927871704102  
QBFEval2018_query55_query42_1344n.qdimacs                                     | Timed out  | 1810.9412219524384 
Disjunctive_Decomposition_bobtuintorneg_all_bit_differing_from_cycle.qdimacs  | Successful | 155.340252161026   
QBFEval2018_sortnetsort10.AE.stepl.010.qdimacs                                | Timed out  | 1811.3464419841766 
QBFEval2017_rankfunc38_unsigned_64.qdimacs                                    | Successful | 36.265613079071045 
QBFEval2017_ActivityService.qdimacs                                           | Timed out  | 1811.7117228507996 
Disjunctive_Decomposition_kenflashp02_all_bit_differing_from_cycle.qdimacs    | Timed out  | 1811.166612625122  
QBFEval2018_cycle_sched_4_4_2.sat.qdimacs                                     | Timed out  | 1812.2937247753143 
QBFEval2018_query71_query36_1344n.qdimacs                                     | Timed out  | 1811.2068870067596 
Arithmetic_max128.qdimacs                                                     | Successful | 36.69682288169861  
QBFEval2018_stmt21_71_413.qdimacs                                             | Timed out  | 1811.6239013671875 
QBFEval2017_bs128n.sat.qdimacs                                                | Timed out  | 1811.5348105430603 
QBFEval2018_stmt39_285_335.qdimacs                                            | Timed out  | 1811.8791100978851 
QBFEval2018_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp.qdimacs                    | Failed     | 0.14856362342834473
Disjunctive_Decomposition_pdtpmsmiim_all_bit_differing_from_cycle.qdimacs     | Timed out  | 1811.1789383888245 
QBFEval2018_rankfunc51_signed_64.qdimacs                                      | Timed out  | 1812.0659546852112 
QBFEval2017_stmt5_731_730.qdimacs                                             | Successful | 26.992501974105835 
QBFEval2018_stmt17_86_98.qdimacs                                              | Timed out  | 1812.2250626087189 
QBFEval2017_small-seq-fixpoint-2.qdimacs                                      | Successful | 1119.4902591705322 
QBFEval2017_small-seq-fixpoint-6.qdimacs                                      | Timed out  | 1812.3303246498108 
QBFEval2017_small-equiv-fixpoint-4.qdimacs                                    | Timed out  | 1811.7177107334137 
Disjunctive_Decomposition_bobtuint14neg_all_bit_differing_from_cycle.qdimacs  | Successful | 157.89963960647583 
QBFEval2018_mult_bool_matrix_12_13_11.sat.qdimacs                             | Timed out  | 1813.9576992988586 
QBFEval2017_stmt23_67_92.qdimacs                                              | Timed out  | 1811.826494693756  
QBFEval2018_amba2c7n.sat.qdimacs                                              | Timed out  | 1811.5725920200348 
QBFEval2018_query64_query42_1344n.qdimacs                                     | Timed out  | 1811.0420367717743 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#26.asp.qdimacs                   | Failed     | 0.10053491592407227
Arithmetic_decomposition128.qdimacs                                           | Timed out  | 1813.4793965816498 
QBFEval2017_ethernet-fixpoint-1.qdimacs                                       | Successful | 354.22950410842896 
Disjunctive_Decomposition_bobtuint28neg_all_bit_differing_from_cycle.qdimacs  | Successful | 159.87972140312195 
QBFEval2018_stmt28_68_81.qdimacs                                              | Timed out  | 1811.9610278606415 
QBFEval2017_load_3c_comp_comp6_REAL.sat.qdimacs                               | Timed out  | 1813.1427710056305 
QBFEval2017_rankfunc60_unsigned_32.qdimacs                                    | Timed out  | 1812.8258855342865 
QBFEval2018_stmt21_70_369.qdimacs                                             | Successful | 214.9784860610962  
QBFEval2017_small-equiv-fixpoint-8.qdimacs                                    | Timed out  | 1812.424358844757  
QBFEval2018_query02_query44_1344n.qdimacs                                     | Timed out  | 1811.1010510921478 
QBFEval2018_stmt19_3_401.qdimacs                                              | Timed out  | 1811.6424198150635 
QBFEval2017_stmt28_89_97.qdimacs                                              | Timed out  | 1813.3366117477417 
QBFEval2017_small-swap1-fixpoint-10.qdimacs                                   | Timed out  | 1812.0750532150269 
QBFEval2018_kenflashp12.qdimacs                                               | Timed out  | 1812.172285079956  
QBFEval2018_stmt19_64_91.qdimacs                                              | Timed out  | 1815.869826078415  
QBFEval2017_stmt19_75_83.qdimacs                                              | Timed out  | 1812.1824507713318 
Disjunctive_Decomposition_bobsynthetic_all_bit_differing_from_cycle.qdimacs   | Timed out  | 1811.808361530304  
QBFEval2018_Q_2-3_v-80-100_r-11.0.qdimacs                                     | Failed     | 15.725762367248535 
QBFEval2018_sortnetsort10.AE.stepl.005.qdimacs                                | Timed out  | 1814.6881732940674 
QBFEval2018_mult_bool_matrix_10_9_11.sat.qdimacs                              | Timed out  | 1813.026969909668  
QBFEval2018_stmt17_63_82.qdimacs                                              | Timed out  | 1818.5452427864075 
QBFEval2017_query50_query42_1344n.qdimacs                                     | Timed out  | 1811.0856006145477 
Arithmetic_intermediate64.qdimacs                                             | Timed out  | 1811.2255549430847 
QBFEval2018_Q_2-3_v-80-100_r-11.4.qdimacs                                     | Failed     | 12.613585233688354 
QBFEval2018_small-equiv-fixpoint-3.qdimacs                                    | Timed out  | 1811.647432565689  
QBFEval2017_itc-b13-fixpoint-4.qdimacs                                        | Successful | 813.9290225505829  
QBFEval2017_rankfunc55_unsigned_32.qdimacs                                    | Timed out  | 1811.3342938423157 
QBFEval2017_stmt17_82_94.qdimacs                                              | Timed out  | 1812.4934084415436 
QBFEval2018_sortnetsort10.AE.stepl.009.qdimacs                                | Timed out  | 1811.2944555282593 
QBFEval2017_query36_query25_1344n.qdimacs                                     | Timed out  | 1811.2818479537964 
QBFEval2017_stmt17_94_98.qdimacs                                              | Timed out  | 1815.3262050151825 
Disjunctive_Decomposition_bobsmhdlc1_all_bit_differing_from_cycle.qdimacs     | Successful | 61.496572732925415 
QBFEval2018_small-seq-fixpoint-2.qdimacs                                      | Successful | 788.6167991161346  
QBFEval2017_rankfunc51_signed_64.qdimacs                                      | Timed out  | 1813.9515144824982 
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#1.asp.qdimacs                    | Failed     | 0.10588908195495605
QBFEval2018_exquery_query42_1344n.qdimacs                                     | Timed out  | 1811.0818803310394 
QBFEval2018_small-seq-fixpoint-6.qdimacs                                      | Timed out  | 1812.9127082824707 
QBFEval2018_cache-coherence-3-fixpoint-2.qdimacs                              | Successful | 1000.7189025878906 
QBFEval2018_query42_query06_1344n.qdimacs                                     | Timed out  | 1811.9487006664276 
QBFEval2018_mult_bool_matrix_dyn_9_5.sat.qdimacs                              | Timed out  | 1812.4647943973541 
QBFEval2017_load_2c_comp_comp7_REAL.sat.qdimacs                               | Timed out  | 1812.2931847572327 
QBFEval2017_itc-b13-fixpoint-8.qdimacs                                        | Timed out  | 1811.9488725662231 
QBFEval2018_Q_2-3_v-80-100_r-11.8.qdimacs                                     | Failed     | 12.818408012390137 
QBFEval2018_UserServiceImpl.qdimacs                                           | Timed out  | 1811.4057412147522 
QBFEval2018_stmt19_64_99.qdimacs                                              | Timed out  | 1812.1172070503235 
Disjunctive_Decomposition_bobtuint07neg_all_bit_differing_from_cycle.qdimacs  | Successful | 173.54381775856018 
QBFEval2017_sdlx-fixpoint-2.qdimacs                                           | Timed out  | 1811.1795868873596 
Arithmetic_min32.qdimacs                                                      | Failed     | 1390.8090286254883 
QBFEval2017_ctrl.e#1.a#3.E#118.A#48.c#.w#5.s#7.asp.qdimacs                    | Failed     | 0.0992424488067627 
QBFEval2017_sdlx-fixpoint-6.qdimacs                                           | Timed out  | 1812.8250560760498 
QBFEval2017_rankfunc58_unsigned_64.qdimacs                                    | Timed out  | 1811.2576780319214 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp.qdimacs                   | Failed     | 0.06366705894470215
QBFEval2017_stmt19_71_95.qdimacs                                              | Timed out  | 1812.2275104522705 
Disjunctive_Decomposition_bobtuint20neg_all_bit_differing_from_cycle.qdimacs  | Successful | 160.79226160049438 
QBFEval2017_query64_query11_1344n.qdimacs                                     | Timed out  | 1811.053908586502  
Arithmetic_ceiling256.qdimacs                                                 | Timed out  | 1811.1421647071838 
QBFEval2018_stmt41_336_385.qdimacs                                            | Timed out  | 1811.3632872104645 
QBFEval2017_ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp.qdimacs                   | Failed     | 0.1510777473449707 
QBFEval2017_query09_query42_1344n.qdimacs                                     | Timed out  | 1813.929399728775  
QBFEval2018_beemldelec4b1_c0to127.sat.qdimacs                                 | Timed out  | 1812.9258608818054 
QBFEval2018_itc-b13-fixpoint-10.qdimacs                                       | Timed out  | 1813.351963043213  
QBFEval2018_ltl2dba_C2-8_comp4_REAL.sat.qdimacs                               | Timed out  | 1812.5462682247162 
QBFEval2018_rankfunc49_signed_64.qdimacs                                      | Timed out  | 1811.4591736793518 
Arithmetic_subtraction1024.qdimacs                                            | Timed out  | 1811.7224671840668 
QBFEval2018_query45_query42_1344n.qdimacs                                     | Timed out  | 1816.4835093021393 
QBFEval2018_ConcreteActivityService.qdimacs                                   | Timed out  | 1811.9572076797485 
QBFEval2018_stmt124_966_965.qdimacs                                           | Successful | 27.4115948677063   
QBFEval2018_mult_bool_matrix_17_17_17.sat.qdimacs                             | Timed out  | 1819.2510964870453 
QBFEval2018_axquery_query42_1344n.qdimacs                                     | Timed out  | 1810.9890322685242 
QBFEval2018_intermediate256.qdimacs                                           | Timed out  | 1811.2758810520172 
QBFEval2018_eequery_query64_1344n.qdimacs                                     | Timed out  | 1811.03666305542   
QBFEval2018_small-swap1-fixpoint-6.qdimacs                                    | Timed out  | 1811.0762257575989 
QBFEval2018_driver_c9y.sat.qdimacs                                            | Timed out  | 1812.5211198329926 
QBFEval2017_stmt19_302_352.qdimacs                                            | Timed out  | 1812.8505327701569 
QBFEval2018_query21_query42_1344n.qdimacs                                     | Timed out  | 1811.5044181346893 
QBFEval2018_Q_2-3_v-80-100_r-13.4.qdimacs                                     | Failed     | 16.17549180984497  
QBFEval2017_stmt25_597_598.qdimacs                                            | Successful | 37.47743225097656  
QBFEval2018_Q_2-3_v-80-100_r-13.0.qdimacs                                     | Failed     | 15.822724103927612 
QBFEval2018_query31_eequery_1344n.qdimacs                                     | Timed out  | 1811.0242564678192 
Disjunctive_Decomposition_bobtuint18neg_all_bit_differing_from_cycle.qdimacs  | Successful | 154.77488803863525 
QBFEval2018_stmt29_275_376.qdimacs                                            | Timed out  | 1819.8877563476562 
Disjunctive_Decomposition_neclaftp2001_all_bit_differing_from_cycle.qdimacs   | Timed out  | 1812.733139038086  
Disjunctive_Decomposition_bobtuint24neg_all_bit_differing_from_cycle.qdimacs  | Successful | 163.32957673072815 
QBFEval2017_rankfunc51_unsigned_64.qdimacs                                    | Timed out  | 1811.6550867557526 
QBFEval2018_Q_2-3_v-80-100_r-13.8.qdimacs                                     | Failed     | 15.065977811813354 
QBFEval2018_stmt22_320_370.qdimacs                                            | Timed out  | 1812.0279302597046 
QBFEval2018_usb-phy-fixpoint-3.qdimacs                                        | Timed out  | 1812.0533831119537 
QBFEval2017_ltl2dba_E6_comp2_REAL.sat.qdimacs                                 | Timed out  | 1812.3582091331482 
QBFEval2017_query05_query42_1344n.qdimacs                                     | Timed out  | 1811.2560861110687 
QBFEval2018_query10_query42_1344n.qdimacs                                     | Timed out  | 1812.701173067093  
QBFEval2017_sortnetsort7.AE.stepl.008.qdimacs                                 | Timed out  | 1811.546927690506  
QBFEval2017_query03_query42_1344n.qdimacs                                     | Timed out  | 1821.740861415863  
QBFEval2018_query64_query01_1344n.qdimacs                                     | Timed out  | 1811.0208995342255 
QBFEval2018_ltl2dpa_C26_comp2_REAL.sat.qdimacs                                | Timed out  | 1811.4650893211365 
QBFEval2017_stmt19_133_217.qdimacs                                            | Failed     | 140.63616681098938 
QBFEval2018_stmt23_66_67.qdimacs                                              | Timed out  | 1811.5538499355316 
QBFEval2018_ctrl.e#1.a#3.E#110.A#48.c#.w#9.s#13.asp.qdimacs                   | Failed     | 0.0963437557220459 
QBFEval2018_stmt25_52_53.qdimacs                                              | Successful | 176.90204286575317 
QBFEval2018_driver_a9n.sat.qdimacs                                            | Timed out  | 1811.465990304947  
QBFEval2018_cycle_sched_6_7_1.sat.qdimacs                                     | Timed out  | 1811.8740956783295 
QBFEval2017_query52_query25_1344n.qdimacs                                     | Timed out  | 1811.5538988113403 
QBFEval2018_query27_query42_1344n.qdimacs                                     | Timed out  | 1811.2929923534393 
QBFEval2017_oski3ub5i_c0to63.sat.qdimacs                                      | Timed out  | 1812.7101526260376 
QBFEval2018_small-pipeline-fixpoint-2.qdimacs                                 | Timed out  | 1812.1314454078674 
QBFEval2017_small-dyn-partition-fixpoint-10.qdimacs                           | Successful | 51.74024724960327  
QBFEval2017_query34_query42_1344n.qdimacs                                     | Timed out  | 1811.294444322586  
QBFEval2017_rankfunc56_unsigned_64.qdimacs                                    | Timed out  | 1811.1280946731567 
Arithmetic_max32.qdimacs                                                      | Successful | 7.612464427947998  
QBFEval2017_bobtuint31neg.qdimacs                                             | Successful | 146.73676252365112 
QBFEval2018_stmt44_40_387.qdimacs                                             | Timed out  | 1811.959107875824  
QBFEval2017_stmt17_70_78.qdimacs                                              | Timed out  | 1812.1975214481354 
QBFEval2018_cycle_sched_6_6_2.sat.qdimacs                                     | Timed out  | 1812.6469509601593 
Arithmetic_floor256.qdimacs                                                   | Timed out  | 1813.980896949768  
Disjunctive_Decomposition_bobsmhdlc_all_bit_differing_from_cycle.qdimacs      | Successful | 64.18989634513855  
Arithmetic_floor128.qdimacs                                                   | Successful | 121.2213134765625  
QBFEval2018_query05_query42_1344n.qdimacs                                     | Timed out  | 1811.5096900463104 
QBFEval2017_small-bug1-fixpoint-8.qdimacs                                     | Successful | 161.39258313179016 
QBFEval2018_stmt17_70_90.qdimacs                                              | Timed out  | 1813.5938649177551 
QBFEval2017_small-swap2-fixpoint-8.qdimacs                                    | Successful | 542.056704044342   
Disjunctive_Decomposition_pdtpmsns3_all_bit_differing_from_cycle.qdimacs      | Timed out  | 1811.0307052135468 
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#60.asp.qdimacs                   | Failed     | 0.07588696479797363
QBFEval2017_query49_query42_1344n.qdimacs                                     | Timed out  | 1814.4775178432465 
QBFEval2017_stmt41_336_385.qdimacs                                            | Timed out  | 1811.8367586135864 
QBFEval2018_sortnetsort9.AE.stepl.011.qdimacs                                 | Timed out  | 1811.8406059741974 
QBFEval2017_amba3b5y.sat.qdimacs                                              | Timed out  | 1822.4169297218323 
QBFEval2017_small-swap1-fixpoint-7.qdimacs                                    | Timed out  | 1811.7112402915955 
QBFEval2017_small-bug1-fixpoint-4.qdimacs                                     | Successful | 6.4457104206085205 
QBFEval2017_query31_eequery_1344n.qdimacs                                     | Timed out  | 1818.9089832305908 
QBFEval2018_ctrl.e#1.a#3.E#134.A#48.c#.w#9.s#40.asp.qdimacs                   | Failed     | 0.6240692138671875 
Disjunctive_Decomposition_bobtuint09neg_all_bit_differing_from_cycle.qdimacs  | Successful | 150.8835461139679  
QBFEval2018_stmt2_976_999.qdimacs                                             | Timed out  | 1812.375671863556  
QBFEval2018_ctrl.e#1.a#3.E#118.A#48.c#.w#5.s#7.asp.qdimacs                    | Failed     | 0.09591794013977051
QBFEval2018_rankfunc59_signed_64.qdimacs                                      | Timed out  | 1811.1834988594055 
Disjunctive_Decomposition_bobtuint12neg_all_bit_differing_from_cycle.qdimacs  | Successful | 295.96220993995667 
QBFEval2017_eequery_query64_1344n.qdimacs                                     | Timed out  | 1811.0126616954803 
QBFEval2018_stmt17_70_98.qdimacs                                              | Timed out  | 1815.9043231010437 
QBFEval2017_query21_query42_1344n.qdimacs                                     | Timed out  | 1811.2849397659302 
QBFEval2017_ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp.qdimacs                   | Failed     | 0.09335088729858398
Disjunctive_Decomposition_eijkbs1512_all_bit_differing_from_cycle.qdimacs     | Successful | 1354.6936240196228 
QBFEval2018_query34_query42_1344n.qdimacs                                     | Timed out  | 1811.7173538208008 
QBFEval2017_small-dyn-partition-fixpoint-5.qdimacs                            | Successful | 18.385605096817017 
Arithmetic_ceiling1024.qdimacs                                                | Timed out  | 1811.7045767307281 
QBFEval2017_IssueServiceImpl.qdimacs                                          | Timed out  | 1811.156841993332  
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#1.asp.qdimacs                    | Failed     | 0.06564855575561523
QBFEval2017_cycle_sched_6_6_2.sat.qdimacs                                     | Timed out  | 1811.4487917423248 
QBFEval2017_query27_query42_1344n.qdimacs                                     | Timed out  | 1811.0050275325775 
QBFEval2018_stmt23_92_96.qdimacs                                              | Timed out  | 1812.4700937271118 
QBFEval2017_stmt21_70_369.qdimacs                                             | Successful | 228.80903244018555 
QBFEval2018_stmt41_160_235.qdimacs                                            | Timed out  | 1811.2393956184387 
QBFEval2018_sdlx-fixpoint-5.qdimacs                                           | Timed out  | 1811.9132671356201 
QBFEval2018_itc-b13-fixpoint-9.qdimacs                                        | Timed out  | 1811.9067134857178 
QBFEval2017_small-dyn-partition-fixpoint-1.qdimacs                            | Successful | 5.231659650802612  
QBFEval2018_stmt5_731_730.qdimacs                                             | Successful | 25.78612470626831  
QBFEval2018_query03_query42_1344n.qdimacs                                     | Timed out  | 1811.0421071052551 
Arithmetic_floor1024.qdimacs                                                  | Timed out  | 1841.1017236709595 
QBFEval2017_query64_query01_1344n.qdimacs                                     | Timed out  | 1811.825718164444  
QBFEval2017_small-dyn-partition-fixpoint-9.qdimacs                            | Successful | 39.85489344596863  
QBFEval2017_rankfunc41_signed_64.qdimacs                                      | Timed out  | 1811.3437235355377 
QBFEval2018_itc-b13-fixpoint-1.qdimacs                                        | Successful | 28.147934913635254 
QBFEval2018_ethernet-fixpoint-1.qdimacs                                       | Successful | 620.077553987503   
QBFEval2017_stmt21_71_413.qdimacs                                             | Timed out  | 1811.461139202118  
QBFEval2018_cache-coherence-2-fixpoint-6.qdimacs                              | Timed out  | 1811.9539263248444 
Arithmetic_floor32.qdimacs                                                    | Successful | 8.536837100982666  
QBFEval2018_query52_query25_1344n.qdimacs                                     | Timed out  | 1810.9042506217957 
QBFEval2018_itc-b13-fixpoint-5.qdimacs                                        | Successful | 1731.1522135734558 
QBFEval2018_sdlx-fixpoint-9.qdimacs                                           | Timed out  | 1814.109590768814  
QBFEval2017_query10_query42_1344n.qdimacs                                     | Timed out  | 1811.895502090454  
QBFEval2018_stmt19_65_95.qdimacs                                              | Timed out  | 1811.9184291362762 
QBFEval2018_stmt19_83_91.qdimacs                                              | Timed out  | 1824.0542414188385 
QBFEval2018_rankfunc35_unsigned_64.qdimacs                                    | Timed out  | 1811.47536110878   
Arithmetic_ceiling512.qdimacs                                                 | Timed out  | 1811.326566696167  
QBFEval2018_cache-coherence-2-fixpoint-2.qdimacs                              | Successful | 364.4183099269867  
QBFEval2018_rankfunc52_signed_64.qdimacs                                      | Timed out  | 1811.2757363319397 
QBFEval2018_intermediate128.qdimacs                                           | Failed     | 79.95635914802551  
QBFEval2018_stmt22_6_414.qdimacs                                              | Successful | 162.54721999168396 
QBFEval2017_rankfunc54_signed_64.qdimacs                                      | Timed out  | 1811.1727056503296 
QBFEval2017_stmt17_78_94.qdimacs                                              | Timed out  | 1812.3759934902191 
QBFEval2018_bs128y.sat.qdimacs                                                | Successful | 1631.5907793045044 
QBFEval2017_small-equiv-fixpoint-2.qdimacs                                    | Timed out  | 1811.4007596969604 
QBFEval2018_query36_query25_1344n.qdimacs                                     | Timed out  | 1811.6297161579132 
Arithmetic_ceiling128.qdimacs                                                 | Successful | 327.5082540512085  
QBFEval2017_small-seq-fixpoint-4.qdimacs                                      | Timed out  | 1812.5212721824646 
QBFEval2018_PhaseService.qdimacs                                              | Timed out  | 1811.2991836071014 
QBFEval2018_stmt19_90_408.qdimacs                                             | Timed out  | 1812.313101530075  
QBFEval2017_stmt17_78_90.qdimacs                                              | Timed out  | 1811.876240491867  
QBFEval2017_exquery_query42_1344n.qdimacs                                     | Timed out  | 1810.9572505950928 
QBFEval2017_IterationService.qdimacs                                          | Timed out  | 1811.459644794464  
QBFEval2017_rankfunc53_unsigned_64.qdimacs                                    | Timed out  | 1815.5214445590973 
QBFEval2018_stmt28_68_73.qdimacs                                              | Timed out  | 1811.6949961185455 
QBFEval2017_ethernet-fixpoint-3.qdimacs                                       | Timed out  | 1812.431970834732  
QBFEval2018_stmt19_133_217.qdimacs                                            | Failed     | 151.77940344810486 
QBFEval2017_stmt17_78_98.qdimacs                                              | Timed out  | 1812.3611903190613 
QBFEval2017_ctrl.e#1.a#3.E#130.A#48.c#.w#7.s#11.asp.qdimacs                   | Failed     | 0.14994001388549805
QBFEval2018_pi-bus-fixpoint-2.qdimacs                                         | Timed out  | 1815.0926327705383 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#60.asp.qdimacs                   | Failed     | 0.06067204475402832
QBFEval2018_query50_query42_1344n.qdimacs                                     | Timed out  | 1811.299034357071  
QBFEval2017_stmt22_320_370.qdimacs                                            | Timed out  | 1811.3451552391052 
QBFEval2017_query45_query42_1344n.qdimacs                                     | Timed out  | 1810.9921445846558 
QBFEval2018_sortnetsort7.AE.stepl.006.qdimacs                                 | Timed out  | 1811.1646566390991 
QBFEval2017_axquery_query42_1344n.qdimacs                                     | Timed out  | 1811.5498085021973 
QBFEval2018_sortnetsort8.AE.stepl.009.qdimacs                                 | Timed out  | 1811.4150390625    
QBFEval2018_add20y.sat.qdimacs                                                | Timed out  | 1811.2806885242462 
QBFEval2017_sortnetsort9.AE.stepl.004.qdimacs                                 | Timed out  | 1811.4260804653168 
QBFEval2017_usb-phy-fixpoint-2.qdimacs                                        | Timed out  | 1811.2932584285736 
QBFEval2017_sortnetsort10.AE.stepl.004.qdimacs                                | Timed out  | 1811.178017616272  
Disjunctive_Decomposition_bobtuint31neg_all_bit_differing_from_cycle.qdimacs  | Successful | 159.1624195575714  
QBFEval2018_query64_query11_1344n.qdimacs                                     | Timed out  | 1811.031910419464  
QBFEval2018_query09_query42_1344n.qdimacs                                     | Timed out  | 1811.7078828811646 
QBFEval2017_small-pipeline-fixpoint-4.qdimacs                                 | Timed out  | 1811.6215245723724 
Disjunctive_Decomposition_bobsynth01neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1814.160663843155  
QBFEval2018_rankfunc31_signed_64.qdimacs                                      | Timed out  | 1812.760867357254  
QBFEval2017_stmt29_275_376.qdimacs                                            | Timed out  | 1811.3730216026306 
Disjunctive_Decomposition_eijkbs4863_all_bit_differing_from_cycle.qdimacs     | Timed out  | 1811.459772825241  
QBFEval2017_neclaftp2002.qdimacs                                              | Failed     | 930.8322958946228  
QBFEval2018_sortnetsort10.AE.stepl.012.qdimacs                                | Timed out  | 1811.4706935882568 
QBFEval2018_stmt28_73_85.qdimacs                                              | Timed out  | 1812.5570294857025 
Arithmetic_floor512.qdimacs                                                   | Timed out  | 1811.4133994579315 
Disjunctive_Decomposition_bobtuint16neg_all_bit_differing_from_cycle.qdimacs  | Successful | 166.1011996269226  
QBFEval2017_driver_c9y.sat.qdimacs                                            | Timed out  | 1810.9556272029877 
QBFEval2018_cycle_sched_2_10_1.sat.qdimacs                                    | Timed out  | 1811.1849191188812 
QBFEval2017_rankfunc54_unsigned_64.qdimacs                                    | Timed out  | 1811.4915301799774 
QBFEval2017_small-pipeline-fixpoint-8.qdimacs                                 | Timed out  | 1816.7642314434052 
QBFEval2017_stmt27_16_224.qdimacs                                             | Successful | 325.5372064113617  
QBFEval2017_rankfunc49_unsigned_64.qdimacs                                    | Timed out  | 1811.7865524291992 
QBFEval2018_stmt19_302_352.qdimacs                                            | Timed out  | 1817.686199426651  
QBFEval2018_ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp.qdimacs                   | Failed     | 0.09115195274353027
QBFEval2018_AR-fixpoint-1.qdimacs                                             | Timed out  | 1813.9850234985352 
QBFEval2018_stmt25_597_598.qdimacs                                            | Successful | 39.8455696105957   
QBFEval2018_sortnetsort8.AE.stepl.005.qdimacs                                 | Timed out  | 1810.9765782356262 
QBFEval2017_sortnetsort10.AE.stepl.008.qdimacs                                | Timed out  | 1811.211725473404  
QBFEval2017_sortnetsort9.AE.stepl.008.qdimacs                                 | Timed out  | 1811.2704622745514 
QBFEval2017_cycle_sched_4_4_2.sat.qdimacs                                     | Timed out  | 1811.3570170402527 
QBFEval2017_rankfunc34_unsigned_64.qdimacs                                    | Timed out  | 1811.5318858623505 
QBFEval2017_rankfunc31_signed_64.qdimacs                                      | Timed out  | 1812.5072693824768 
QBFEval2017_query71_query36_1344n.qdimacs                                     | Timed out  | 1820.479721546173  
QBFEval2018_query33_query51_1344n.qdimacs                                     | Timed out  | 1811.2310013771057 
QBFEval2017_rankfunc61_unsigned_64.qdimacs                                    | Timed out  | 1811.3155310153961 
QBFEval2017_query04_query25_1344n.qdimacs                                     | Timed out  | 1811.9048073291779 
QBFEval2017_query55_query42_1344n.qdimacs                                     | Timed out  | 1811.575834274292  
QBFEval2018_pdtpmsrotate32.qdimacs                                            | Timed out  | 1811.1772570610046 
QBFEval2017_stmt28_68_69.qdimacs                                              | Timed out  | 1811.6061239242554 
QBFEval2017_stmt27_149_224.qdimacs                                            | Timed out  | 1811.0775773525238 
QBFEval2017_mult9.sat.qdimacs                                                 | Timed out  | 1811.227130651474  
QBFEval2017_sdlx-fixpoint-4.qdimacs                                           | Timed out  | 1812.2715497016907 
Arithmetic_decomposition256.qdimacs                                           | Timed out  | 1811.579095363617  
QBFEval2017_query48_exquery_1344n.qdimacs                                     | Timed out  | 1811.2527911663055 
QBFEval2017_mult_bool_matrix_12_13_11.sat.qdimacs                             | Failed     | 1735.0997142791748 
QBFEval2017_sdlx-fixpoint-8.qdimacs                                           | Timed out  | 1813.9358851909637 
