TestCase                                                                      | Status     | TimeTaken          
QBFEval2018_query33_query45_1344n.qdimacs                                     | Timed out  | 1811.5969970226288 
QBFEval2018_stmt23_88_92.qdimacs                                              | Timed out  | 1820.1328811645508 
QBFEval2017_nreachq_query54_1344n.qdimacs                                     | Timed out  | 1812.5883798599243 
Arithmetic_max256.qdimacs                                                     | Successful | 582.5791912078857  
QBFEval2017_stmt52_295_394.qdimacs                                            | Timed out  | 1811.371068239212  
QBFEval2018_stmt17_63_70.qdimacs                                              | Timed out  | 1811.4634890556335 
QBFEval2018_GuidanceService.qdimacs                                           | Timed out  | 1811.1577792167664 
QBFEval2017_stmt21_178_258.qdimacs                                            | Successful | 254.4711172580719  
QBFEval2017_falsequ_query42_1344n.qdimacs                                     | Timed out  | 1811.5051822662354 
QBFEval2017_itc-b13-fixpoint-2.qdimacs                                        | Successful | 116.20793056488037 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp.qdimacs                    | Failed     | 0.11283707618713379
QBFEval2017_query02_query44_1344n.qdimacs                                     | Timed out  | 1811.6171264648438 
Disjunctive_Decomposition_bobtuint22neg_all_bit_differing_from_cycle.qdimacs  | Successful | 193.62737464904785 
QBFEval2018_Q_2-3_v-80-100_r-11.2.qdimacs                                     | Failed     | 16.16571307182312  
QBFEval2018_small-equiv-fixpoint-5.qdimacs                                    | Timed out  | 1811.9836220741272 
QBFEval2017_itc-b13-fixpoint-6.qdimacs                                        | Timed out  | 1811.711760044098  
Arithmetic_subtraction256.qdimacs                                             | Successful | 295.138165473938   
QBFEval2017_query64_query42_1344n.qdimacs                                     | Timed out  | 1810.9592566490173 
QBFEval2018_bobtuint31neg.qdimacs                                             | Successful | 140.15930843353271 
QBFEval2017_stmt44_40_387.qdimacs                                             | Timed out  | 1811.1549110412598 
QBFEval2018_pdtpmsmiim.qdimacs                                                | Timed out  | 1810.9750876426697 
QBFEval2018_Q_2-3_v-80-100_r-11.6.qdimacs                                     | Failed     | 13.238786697387695 
QBFEval2018_small-equiv-fixpoint-1.qdimacs                                    | Timed out  | 1839.5578026771545 
QBFEval2018_stmt1_79_80.qdimacs                                               | Successful | 215.1397545337677  
QBFEval2018_small-seq-fixpoint-8.qdimacs                                      | Timed out  | 1813.8029696941376 
QBFEval2017_stmt46_289_388.qdimacs                                            | Timed out  | 1816.1609399318695 
QBFEval2017_stmt28_73_97.qdimacs                                              | Timed out  | 1812.4892699718475 
Factorization_factorization8.qdimacs                                          | Successful | 15.845139026641846 
Disjunctive_Decomposition_bobsynth09neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1811.659701347351  
Disjunctive_Decomposition_bobtuint05neg_all_bit_differing_from_cycle.qdimacs  | Successful | 160.42038464546204 
QBFEval2018_cycle_sched_12_2_1.sat.qdimacs                                    | Timed out  | 1811.1406462192535 
QBFEval2018_rankfunc41_unsigned_64.qdimacs                                    | Timed out  | 1811.357411623001  
QBFEval2018_stmt19_313_412.qdimacs                                            | Timed out  | 1812.9225959777832 
Disjunctive_Decomposition_neclaftp4001_all_bit_differing_from_cycle.qdimacs   | Successful | 471.82464575767517 
QBFEval2017_sortnetsort9.AE.stepl.011.qdimacs                                 | Timed out  | 1811.1963930130005 
QBFEval2017_sortnetsort10.AE.stepl.011.qdimacs                                | Timed out  | 1818.8394758701324 
QBFEval2018_stmt17_63_78.qdimacs                                              | Timed out  | 1812.070612192154  
QBFEval2018_small-seq-fixpoint-4.qdimacs                                      | Timed out  | 1812.2207701206207 
Disjunctive_Decomposition_bobsynth12neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1820.426201581955  
QBFEval2018_stmt21_181_218.qdimacs                                            | Timed out  | 1811.9349763393402 
QBFEval2017_stmt17_70_82.qdimacs                                              | Timed out  | 1811.5129568576813 
QBFEval2018_rankfunc55_unsigned_64.qdimacs                                    | Timed out  | 1811.0589890480042 
QBFEval2018_rankfunc48_unsigned_64.qdimacs                                    | Timed out  | 1811.3626811504364 
Disjunctive_Decomposition_bobtuint26neg_all_bit_differing_from_cycle.qdimacs  | Successful | 169.07171440124512 
Arithmetic_equalization32.qdimacs                                             | Successful | 78.75609874725342  
QBFEval2017_mult_bool_matrix_dyn_7_7.sat.qdimacs                              | Timed out  | 1811.5360145568848 
QBFEval2018_rankfunc41_signed_64.qdimacs                                      | Timed out  | 1811.487209558487  
Disjunctive_Decomposition_pdtpmsrotate32_all_bit_differing_from_cycle.qdimacs | Timed out  | 1824.1293451786041 
QBFEval2017_rankfunc52_signed_64.qdimacs                                      | Timed out  | 1811.5864808559418 
QBFEval2017_stmt21_84_215.qdimacs                                             | Successful | 113.25160241127014 
QBFEval2017_stmt19_87_95.qdimacs                                              | Timed out  | 1812.1706092357635 
QBFEval2017_stmt17_70_86.qdimacs                                              | Timed out  | 1812.4977233409882 
QBFEval2018_rankfunc54_signed_64.qdimacs                                      | Timed out  | 1811.2002770900726 
QBFEval2018_sortnetsort9.AE.stepl.008.qdimacs                                 | Timed out  | 1811.1961238384247 
QBFEval2017_sortnetsort8.AE.stepl.005.qdimacs                                 | Timed out  | 1811.0861141681671 
QBFEval2017_load_4c_comp_comp4_REAL.sat.qdimacs                               | Timed out  | 1816.715743780136  
QBFEval2018_eequery_query42_1344n.qdimacs                                     | Timed out  | 1816.8042373657227 
QBFEval2018_ci.e#1.a#3.E#40.A#60.c#408.w#2.s#1.asp.qdimacs                    | Failed     | 0.11290264129638672
QBFEval2017_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp.qdimacs                    | Failed     | 0.05693840980529785
QBFEval2017_ceiling256.qdimacs                                                | Successful | 137.68312668800354 
QBFEval2017_sortnetsort7.AE.stepl.006.qdimacs                                 | Timed out  | 1813.455085515976  
QBFEval2018_sortnetsort9.AE.stepl.004.qdimacs                                 | Timed out  | 1812.4786050319672 
QBFEval2017_sortnetsort8.AE.stepl.009.qdimacs                                 | Timed out  | 1811.1749045848846 
QBFEval2017_query42_query45_1344n.qdimacs                                     | Timed out  | 1815.946659564972  
QBFEval2018_decomposition128.qdimacs                                          | Timed out  | 1810.9875195026398 
QBFEval2018_small-swap1-fixpoint-4.qdimacs                                    | Timed out  | 1811.6214904785156 
QBFEval2017_query06_query42_1344n.qdimacs                                     | Timed out  | 1811.258959054947  
QBFEval2017_query34_query11_1344n.qdimacs                                     | Timed out  | 1811.367074251175  
QBFEval2018_query21_query58_1344n.qdimacs                                     | Timed out  | 1812.0938675403595 
QBFEval2017_eijkbs3330.qdimacs                                                | Timed out  | 1813.4772326946259 
QBFEval2018_6s289rb05233_c0to63.sat.qdimacs                                   | Timed out  | 1812.67516207695   
QBFEval2018_Q_2-3_v-80-100_r-13.6.qdimacs                                     | Failed     | 16.984246492385864 
QBFEval2017_rankfunc59_signed_64.qdimacs                                      | Timed out  | 1811.3798911571503 
QBFEval2017_rankfunc2_unsigned_64.qdimacs                                     | Timed out  | 1825.03129196167   
QBFEval2018_stmt19_368_417.qdimacs                                            | Timed out  | 1812.3310282230377 
QBFEval2018_rankfunc52_unsigned_64.qdimacs                                    | Timed out  | 1811.3439252376556 
Arithmetic_decomposition1024.qdimacs                                          | Timed out  | 1811.6251366138458 
QBFEval2018_Q_2-3_v-80-100_r-13.2.qdimacs                                     | Failed     | 15.283380270004272 
QBFEval2017_query60_query44_1344n.qdimacs                                     | Timed out  | 1811.1434988975525 
QBFEval2017_cache-coherence-2-fixpoint-2.qdimacs                              | Successful | 394.9096200466156  
QBFEval2017_query31_query42_1344n.qdimacs                                     | Timed out  | 1811.3343012332916 
QBFEval2018_stmt22_311_370.qdimacs                                            | Timed out  | 1811.5247704982758 
QBFEval2018_usb-phy-fixpoint-5.qdimacs                                        | Timed out  | 1811.8629083633423 
QBFEval2017_itc-b13-fixpoint-10.qdimacs                                       | Timed out  | 1812.7151370048523 
QBFEval2018_stmt29_226_376.qdimacs                                            | Timed out  | 1811.2408993244171 
QBFEval2018_small-swap1-fixpoint-8.qdimacs                                    | Timed out  | 1811.186678647995  
QBFEval2018_query60_query45_1344n.qdimacs                                     | Timed out  | 1811.3898730278015 
QBFEval2017_stmt17_74_90.qdimacs                                              | Timed out  | 1812.3675301074982 
QBFEval2018_usb-phy-fixpoint-1.qdimacs                                        | Successful | 106.39145255088806 
QBFEval2018_nxquery_query42_1344n.qdimacs                                     | Timed out  | 1811.0347318649292 
Disjunctive_Decomposition_kenflashp04_all_bit_differing_from_cycle.qdimacs    | Timed out  | 1810.985051870346  
QBFEval2017_sdlx-fixpoint-10.qdimacs                                          | Timed out  | 1813.5423746109009 
QBFEval2017_stmt19_65_87.qdimacs                                              | Timed out  | 1812.0325639247894 
QBFEval2018_query33_query42_1344n.qdimacs                                     | Timed out  | 1811.4629590511322 
QBFEval2017_sdlx-fixpoint-9.qdimacs                                           | Timed out  | 1813.29132938385   
QBFEval2017_query33_query57_1344n.qdimacs                                     | Timed out  | 1811.9434814453125 
QBFEval2017_rankfunc55_signed_64.qdimacs                                      | Timed out  | 1811.0976688861847 
QBFEval2017_beemskbn1f1_c0to7.sat.qdimacs                                     | Timed out  | 1815.1293714046478 
QBFEval2017_stmt31_276_328.qdimacs                                            | Timed out  | 1816.2284843921661 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#1.asp.qdimacs                    | Failed     | 0.3511958122253418 
Arithmetic_min128.qdimacs                                                     | Timed out  | 1811.0587759017944 
QBFEval2017_stmt21_71_354.qdimacs                                             | Successful | 190.72523498535156 
QBFEval2018_rankfunc53_signed_64.qdimacs                                      | Timed out  | 1811.3875257968903 
QBFEval2017_NotificationServiceImpl2.qdimacs                                  | Timed out  | 1815.6111896038055 
QBFEval2018_query04_query42_1344n.qdimacs                                     | Timed out  | 1811.1496767997742 
QBFEval2017_sdlx-fixpoint-1.qdimacs                                           | Successful | 32.41818284988403  
QBFEval2018_ci.e#1.a#3.E#40.A#60.c#416.w#2.s#3.asp.qdimacs                    | Failed     | 0.10188436508178711
QBFEval2018_stmt19_66_214.qdimacs                                             | Successful | 113.3144793510437  
QBFEval2018_stmt19_71_95.qdimacs                                              | Timed out  | 1812.2543330192566 
QBFEval2017_rankfunc57_unsigned_64.qdimacs                                    | Timed out  | 1811.1501574516296 
QBFEval2017_sdlx-fixpoint-5.qdimacs                                           | Timed out  | 1811.5493700504303 
QBFEval2017_rankfunc48_unsigned_16.qdimacs                                    | Timed out  | 1812.0065851211548 
Arithmetic_intermediate1024.qdimacs                                           | Timed out  | 1815.0335505008698 
QBFEval2017_query48_query42_1344n.qdimacs                                     | Timed out  | 1812.431467294693  
QBFEval2017_query71_query31_1344n.qdimacs                                     | Timed out  | 1811.2966833114624 
QBFEval2018_small-equiv-fixpoint-8.qdimacs                                    | Timed out  | 1816.179391860962  
QBFEval2018_rankfunc58_signed_64.qdimacs                                      | Timed out  | 1811.2603936195374 
Arithmetic_floor64.qdimacs                                                    | Successful | 13.647826433181763 
QBFEval2018_query02_query42_1344n.qdimacs                                     | Timed out  | 1815.8981308937073 
QBFEval2018_stmt17_82_94.qdimacs                                              | Timed out  | 1812.8249549865723 
QBFEval2018_rankfunc60_unsigned_32.qdimacs                                    | Timed out  | 1815.5607814788818 
QBFEval2018_small-seq-fixpoint-1.qdimacs                                      | Successful | 354.14035749435425 
QBFEval2018_cache-coherence-3-fixpoint-1.qdimacs                              | Successful | 198.31206154823303 
QBFEval2018_small-seq-fixpoint-5.qdimacs                                      | Timed out  | 1812.9148843288422 
QBFEval2017_sortnetsort9.AE.stepl.010.qdimacs                                 | Timed out  | 1818.9093437194824 
QBFEval2017_sortnetsort10.AE.stepl.010.qdimacs                                | Timed out  | 1812.696631193161  
Disjunctive_Decomposition_bobtuint23neg_all_bit_differing_from_cycle.qdimacs  | Successful | 231.44829177856445 
QBFEval2017_query11_query42_1344n.qdimacs                                     | Timed out  | 1828.6967701911926 
QBFEval2018_stmt21_354_403.qdimacs                                            | Timed out  | 1811.7356252670288 
QBFEval2017_query60_query33_1344n.qdimacs                                     | Timed out  | 1811.1881070137024 
QBFEval2018_stmt19_75_83.qdimacs                                              | Timed out  | 1822.3162968158722 
QBFEval2017_stmt19_64_91.qdimacs                                              | Timed out  | 1812.6880946159363 
QBFEval2017_ConcreteActivityService.qdimacs                                   | Timed out  | 1811.4365174770355 
QBFEval2018_stmt17_82_98.qdimacs                                              | Timed out  | 1812.246081829071  
QBFEval2017_itc-b13-fixpoint-3.qdimacs                                        | Successful | 379.15969133377075 
QBFEval2018_IssueServiceImpl.qdimacs                                          | Timed out  | 1811.3995790481567 
Disjunctive_Decomposition_bobsynth13neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1817.5775215625763 
QBFEval2018_small-equiv-fixpoint-4.qdimacs                                    | Timed out  | 1825.0158951282501 
QBFEval2018_Q_2-3_v-80-100_r-11.3.qdimacs                                     | Failed     | 28.1707181930542   
QBFEval2017_itc-b13-fixpoint-7.qdimacs                                        | Timed out  | 1811.7897646427155 
QBFEval2017_rankfunc61_signed_64.qdimacs                                      | Timed out  | 1811.5572001934052 
QBFEval2018_Q_2-3_v-80-100_r-11.7.qdimacs                                     | Failed     | 16.437089443206787 
Arithmetic_min1024.qdimacs                                                    | Timed out  | 1811.9978206157684 
QBFEval2018_stmt17_94_98.qdimacs                                              | Timed out  | 1812.8584351539612 
QBFEval2017_query10_query06_1344n.qdimacs                                     | Timed out  | 1811.4881656169891 
QBFEval2018_small-seq-fixpoint-9.qdimacs                                      | Timed out  | 1813.601310968399  
QBFEval2017_query26_query42_1344n.qdimacs                                     | Timed out  | 1811.9719676971436 
QBFEval2018_stmt9_445_446.qdimacs                                             | Successful | 23.79947280883789  
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#26.asp.qdimacs                   | Failed     | 0.06793546676635742
Disjunctive_Decomposition_bobtuint04neg_all_bit_differing_from_cycle.qdimacs  | Successful | 161.23344373703003 
Disjunctive_Decomposition_bobsynth08neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1829.7482378482819 
QBFEval2018_small-pipeline-fixpoint-1.qdimacs                                 | Successful | 318.86434984207153 
QBFEval2018_ltl2dba_C2-6_comp3_REAL.sat.qdimacs                               | Timed out  | 1811.5536634922028 
Disjunctive_Decomposition_kenoopp1_all_bit_differing_from_cycle.qdimacs       | Timed out  | 1812.0144250392914 
QBFEval2018_small-synabs-fixpoint-10.qdimacs                                  | Successful | 255.59404134750366 
QBFEval2017_query42_query42_1344n.qdimacs                                     | Timed out  | 1812.2896213531494 
QBFEval2017_query51_query57_1344n.qdimacs                                     | Timed out  | 1816.8883836269379 
QBFEval2017_nreachq_query42_1344n.qdimacs                                     | Timed out  | 1812.1520845890045 
Disjunctive_Decomposition_eijkbs3330_all_bit_differing_from_cycle.qdimacs     | Timed out  | 1814.4672663211823 
QBFEval2018_trivial_query42_1344n.qdimacs                                     | Timed out  | 1811.003518819809  
QBFEval2017_sortnetsort7.AE.stepl.007.qdimacs                                 | Timed out  | 1811.5501012802124 
QBFEval2017_genbuf12b4y.sat.qdimacs                                           | Timed out  | 1811.3583171367645 
QBFEval2017_floor128.qdimacs                                                  | Successful | 19.414326190948486 
QBFEval2017_stmt23_66_67.qdimacs                                              | Timed out  | 1811.8397917747498 
QBFEval2017_pi-bus-fixpoint-2.qdimacs                                         | Timed out  | 1818.5836265087128 
QBFEval2017_sortnetsort8.AE.stepl.008.qdimacs                                 | Timed out  | 1811.0981924533844 
QBFEval2018_sortnetsort9.AE.stepl.005.qdimacs                                 | Timed out  | 1811.6200785636902 
QBFEval2018_query51_query42_1344n.qdimacs                                     | Timed out  | 1810.9531371593475 
QBFEval2017_rankfunc59_unsigned_64.qdimacs                                    | Timed out  | 1811.9231774806976 
Disjunctive_Decomposition_bobtuint27neg_all_bit_differing_from_cycle.qdimacs  | Successful | 148.33272194862366 
Arithmetic_equalization1024.qdimacs                                           | Timed out  | 1811.7189230918884 
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp.qdimacs                    | Failed     | 0.06609582901000977
QBFEval2017_query71_query34_1344n.qdimacs                                     | Timed out  | 1811.0675518512726 
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#60.asp.qdimacs                   | Failed     | 0.1530780792236328 
QBFEval2018_load_2c_comp_comp7_REAL.sat.qdimacs                               | Timed out  | 1814.6135396957397 
QBFEval2018_stmt17_70_78.qdimacs                                              | Timed out  | 1812.103610754013  
QBFEval2018_stay24n.sat.qdimacs                                               | Timed out  | 1811.699132680893  
QBFEval2017_reachqu_query42_1344n.qdimacs                                     | Timed out  | 1811.5695071220398 
QBFEval2018_IterationService.qdimacs                                          | Timed out  | 1811.2710235118866 
QBFEval2018_stmt46_111_238.qdimacs                                            | Timed out  | 1835.1498935222626 
QBFEval2018_query50_query06_1344n.qdimacs                                     | Timed out  | 1811.315950870514  
QBFEval2017_sortnetsort8.AE.stepl.004.qdimacs                                 | Timed out  | 1810.935451745987  
QBFEval2018_sortnetsort9.AE.stepl.009.qdimacs                                 | Timed out  | 1810.9782664775848 
QBFEval2018_query54_query58_1344n.qdimacs                                     | Timed out  | 1810.8367829322815 
QBFEval2018_query31_query50_1344n.qdimacs                                     | Timed out  | 1811.1906199455261 
QBFEval2018_stmt16_818_819.qdimacs                                            | Successful | 15.332706928253174 
QBFEval2018_usb-phy-fixpoint-4.qdimacs                                        | Timed out  | 1811.8119015693665 
QBFEval2018_stmt31_22_328.qdimacs                                             | Timed out  | 1811.6374897956848 
QBFEval2017_stmt31_190_227.qdimacs                                            | Timed out  | 1811.2899117469788 
QBFEval2018_small-swap1-fixpoint-9.qdimacs                                    | Timed out  | 1811.1219191551208 
Disjunctive_Decomposition_neclaftp4002_all_bit_differing_from_cycle.qdimacs   | Successful | 260.8613007068634  
Arithmetic_intermediate256.qdimacs                                            | Timed out  | 1811.14355301857   
QBFEval2017_small-seq-fixpoint-10.qdimacs                                     | Timed out  | 1814.8990902900696 
QBFEval2017_nxquery_query50_1344n.qdimacs                                     | Timed out  | 1811.0748636722565 
QBFEval2018_small-swap1-fixpoint-5.qdimacs                                    | Timed out  | 1810.9757940769196 
QBFEval2018_rankfunc31_unsigned_64.qdimacs                                    | Timed out  | 1811.2124392986298 
QBFEval2017_query44_query42_1344n.qdimacs                                     | Timed out  | 1811.8661692142487 
QBFEval2018_Q_2-3_v-80-100_r-13.7.qdimacs                                     | Failed     | 15.956542253494263 
QBFEval2018_stmt47_340_389.qdimacs                                            | Timed out  | 1821.8610253334045 
QBFEval2018_query08_query42_1344n.qdimacs                                     | Timed out  | 1813.202360868454  
QBFEval2018_Q_2-3_v-80-100_r-13.3.qdimacs                                     | Failed     | 17.699090719223022 
QBFEval2017_ltl2dba_C2-8_comp4_REAL.sat.qdimacs                               | Timed out  | 1811.3622970581055 
Arithmetic_min512.qdimacs                                                     | Timed out  | 1811.2510340213776 
QBFEval2017_small-bug1-fixpoint-5.qdimacs                                     | Successful | 5.559708118438721  
QBFEval2018_nreachq_query11_1344n.qdimacs                                     | Timed out  | 1811.707384109497  
QBFEval2017_small-swap2-fixpoint-5.qdimacs                                    | Successful | 181.83210277557373 
QBFEval2017_stmt19_352_359.qdimacs                                            | Successful | 582.0777132511139  
QBFEval2018_rankfunc51_unsigned_64.qdimacs                                    | Timed out  | 1811.4659736156464 
QBFEval2017_query05_query31_1344n.qdimacs                                     | Timed out  | 1810.922152519226  
Disjunctive_Decomposition_bobtuint13neg_all_bit_differing_from_cycle.qdimacs  | Successful | 178.10866117477417 
QBFEval2018_stmt41_286_385.qdimacs                                            | Timed out  | 1811.8678531646729 
QBFEval2017_GuidanceService.qdimacs                                           | Timed out  | 1811.4706847667694 
QBFEval2018_reachqu_query64_1344n.qdimacs                                     | Timed out  | 1811.5993235111237 
QBFEval2018_stmt53_208_245.qdimacs                                            | Timed out  | 1811.3729665279388 
QBFEval2017_AR-fixpoint-6.qdimacs                                             | Timed out  | 1812.842563867569  
QBFEval2017_small-swap2-fixpoint-9.qdimacs                                    | Successful | 1101.8872201442719 
QBFEval2017_small-bug1-fixpoint-9.qdimacs                                     | Successful | 7.360783576965332  
QBFEval2018_query49_ntrivil_1344n.qdimacs                                     | Timed out  | 1811.2676780223846 
QBFEval2018_stmt19_79_87.qdimacs                                              | Timed out  | 1811.643682718277  
QBFEval2017_stmt27_93_98.qdimacs                                              | Successful | 180.67840933799744 
Disjunctive_Decomposition_bobsynth04neg_all_bit_differing_from_cycle.qdimacs  | Timed out  | 1811.6422300338745 
Disjunctive_Decomposition_bobtuint08neg_all_bit_differing_from_cycle.qdimacs  | Successful | 189.25700187683105 
QBFEval2017_stmt23_66_76.qdimacs                                              | Timed out  | 1812.0348989963531 
QBFEval2017_query54_query42_1344n.qdimacs                                     | Timed out  | 1811.0992238521576 
QBFEval2017_AR-fixpoint-2.qdimacs                                             | Timed out  | 1811.25346493721   
QBFEval2018_sortnetsort9.AE.stepl.010.qdimacs                                 | Timed out  | 1811.1437504291534 
QBFEval2018_stmt19_79_83.qdimacs                                              | Timed out  | 1811.8663699626923 
QBFEval2017_stmt19_137_408.qdimacs                                            | Successful | 729.2912731170654  
QBFEval2017_driver_c9n.sat.qdimacs                                            | Timed out  | 1811.0101494789124 
QBFEval2017_small-swap1-fixpoint-6.qdimacs                                    | Timed out  | 1811.0649919509888 
QBFEval2017_query10_query45_1344n.qdimacs                                     | Timed out  | 1811.3257653713226 
QBFEval2017_stmt17_62_78.qdimacs                                              | Timed out  | 1811.5959720611572 
QBFEval2017_ctrl.e#1.a#3.E#110.A#48.c#.w#9.s#13.asp.qdimacs                   | Failed     | 0.1737678050994873 
QBFEval2018_rankfunc56_unsigned_64.qdimacs                                    | Timed out  | 1811.8501839637756 
QBFEval2017_stmt50_343_392.qdimacs                                            | Timed out  | 1811.3754353523254 
QBFEval2018_bs128n.sat.qdimacs                                                | Timed out  | 1811.318947315216  
QBFEval2017_stmt17_74_78.qdimacs                                              | Timed out  | 1812.007145166397  
QBFEval2018_sdlx-fixpoint-8.qdimacs                                           | Timed out  | 1817.8353281021118 
QBFEval2018_ethernet-fixpoint-4.qdimacs                                       | Timed out  | 1812.5435497760773 
QBFEval2018_itc-b13-fixpoint-4.qdimacs                                        | Successful | 745.2969257831573  
QBFEval2018_floor256.qdimacs                                                  | Successful | 113.55831146240234 
QBFEval2018_stmt21_181_369.qdimacs                                            | Timed out  | 1811.1768262386322 
QBFEval2017_query52_query42_1344n.qdimacs                                     | Timed out  | 1810.9413771629333 
QBFEval2018_AR-fixpoint-10.qdimacs                                            | Timed out  | 1811.7433187961578 
QBFEval2017_small-dyn-partition-fixpoint-4.qdimacs                            | Successful | 15.798256635665894 
QBFEval2018_stmt47_290_340.qdimacs                                            | Timed out  | 1815.0146925449371 
QBFEval2017_oski3ub5i_c0to511.sat.qdimacs                                     | Timed out  | 1812.3768336772919 
QBFEval2017_ctrl.e#1.a#3.E#122.A#48.c#.w#3.s#51.asp.qdimacs                   | Failed     | 0.06623411178588867
QBFEval2018_itc-b13-fixpoint-8.qdimacs                                        | Timed out  | 1811.6412539482117 
QBFEval2018_sdlx-fixpoint-4.qdimacs                                           | Timed out  | 1811.3679339885712 
Factorization_factorization12.qdimacs                                         | Successful | 638.1802742481232  
QBFEval2017_query42_query60_1344n.qdimacs                                     | Timed out  | 1812.005690574646  
QBFEval2017_query01_query42_1344n.qdimacs                                     | Timed out  | 1810.8861212730408 
QBFEval2018_stmt23_67_92.qdimacs                                              | Timed out  | 1811.5772581100464 
QBFEval2017_ethernet-fixpoint-2.qdimacs                                       | Successful | 1386.8591055870056 
Disjunctive_Decomposition_bobsm5378d2_all_bit_differing_from_cycle.qdimacs    | Timed out  | 1810.8681304454803 
QBFEval2017_amba2c7n.sat.qdimacs                                              | Timed out  | 1811.3911757469177 
QBFEval2018_rankfunc61_signed_64.qdimacs                                      | Timed out  | 1811.2325778007507 
QBFEval2017_mult_bool_matrix_18_18_18.sat.qdimacs                             | Timed out  | 1812.3420994281769 
QBFEval2017_decomposition128.qdimacs                                          | Timed out  | 1811.2713596820831 
QBFEval2018_pi-bus-fixpoint-3.qdimacs                                         | Timed out  | 1813.9671838283539 
Factorization_factorization16.qdimacs                                         | Timed out  | 1810.970412492752  
Arithmetic_equalization64.qdimacs                                             | Successful | 258.4342441558838  
QBFEval2017_query36_query42_1344n.qdimacs                                     | Timed out  | 1810.9276938438416 
QBFEval2017_genbuf7b4n.sat.qdimacs                                            | Timed out  | 1811.1569380760193 
QBFEval2017_rankfunc58_signed_64.qdimacs                                      | Timed out  | 1811.0903415679932 
QBFEval2018_driver_b8n.sat.qdimacs                                            | Timed out  | 1811.1372759342194 
QBFEval2018_stmt28_89_97.qdimacs                                              | Timed out  | 1811.892816543579  
QBFEval2017_small-equiv-fixpoint-3.qdimacs                                    | Timed out  | 1811.8879067897797 
QBFEval2017_small-seq-fixpoint-1.qdimacs                                      | Successful | 151.58011627197266 
QBFEval2017_stmt85_300_399.qdimacs                                            | Timed out  | 1811.3940584659576 
QBFEval2017_stmt19_3_401.qdimacs                                              | Timed out  | 1811.9713609218597 
QBFEval2017_stmt21_84_364.qdimacs                                             | Timed out  | 1811.513656616211  
QBFEval2017_small-equiv-fixpoint-7.qdimacs                                    | Timed out  | 1812.7446575164795 
QBFEval2017_ntrivil_query42_1344n.qdimacs                                     | Timed out  | 1810.9768793582916 
QBFEval2018_query25_query42_1344n.qdimacs                                     | Timed out  | 1811.0074656009674 
QBFEval2018_stmt19_83_412.qdimacs                                             | Timed out  | 1811.1589896678925 
Disjunctive_Decomposition_bobtuint30neg_all_bit_differing_from_cycle.qdimacs  | Successful | 145.02692818641663 
QBFEval2018_AR-fixpoint-4.qdimacs                                             | Timed out  | 1811.092624425888  
QBFEval2017_cache-coherence-3-fixpoint-1.qdimacs                              | Successful | 166.71529960632324 
QBFEval2018_kenflashp04.qdimacs                                               | Timed out  | 1810.9683496952057 
QBFEval2017_stmt17_82_86.qdimacs                                              | Timed out  | 1811.954290151596  
QBFEval2018_stmt19_64_87.qdimacs                                              | Timed out  | 1811.9955415725708 
QBFEval2017_stmt19_75_95.qdimacs                                              | Timed out  | 1816.4575464725494 
QBFEval2017_query30_query42_1344n.qdimacs                                     | Timed out  | 1811.0379521846771 
QBFEval2018_sdlx-fixpoint-10.qdimacs                                          | Timed out  | 1812.636438369751  
QBFEval2017_small-pipeline-fixpoint-9.qdimacs                                 | Timed out  | 1812.423614025116  
QBFEval2018_ceiling128.qdimacs                                                | Successful | 18.704415321350098 
QBFEval2018_small-swap1-fixpoint-10.qdimacs                                   | Timed out  | 1810.9887654781342 
QBFEval2017_sortnetsort10.AE.stepl.009.qdimacs                                | Timed out  | 1811.026217699051  
QBFEval2018_sortnetsort8.AE.stepl.004.qdimacs                                 | Timed out  | 1810.8481180667877 
QBFEval2017_query58_query42_1344n.qdimacs                                     | Timed out  | 1810.9587092399597 
QBFEval2017_small-pipeline-fixpoint-1.qdimacs                                 | Successful | 148.68144822120667 
Disjunctive_Decomposition_bobtuint17neg_all_bit_differing_from_cycle.qdimacs  | Successful | 161.32882285118103 
QBFEval2018_rankfunc58_unsigned_64.qdimacs                                    | Timed out  | 1811.1905574798584 
QBFEval2018_stmt41_262_275.qdimacs                                            | Successful | 35.364559173583984 
QBFEval2017_query07_query42_1344n.qdimacs                                     | Timed out  | 1811.1671397686005 
QBFEval2018_sortnetsort7.AE.stepl.007.qdimacs                                 | Timed out  | 1811.2798974514008 
Arithmetic_equalization256.qdimacs                                            | Timed out  | 1811.744250535965  
QBFEval2018_AR-fixpoint-8.qdimacs                                             | Timed out  | 1811.584011554718  
QBFEval2017_stmt21_143_403.qdimacs                                            | Successful | 264.6391451358795  
