Total number of cases: 906
Finished cases       : 906
Timed out cases      : 774
 |                                                             Case name | Pass/Fail | Preparation Time | Solve time | 
 |                                     QBFEval2017_query50_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query51_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query51_query57_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query52_query25_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query52_query42_1344n |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_query54_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query54_query58_1344n |      PASS |              0.0 |     1162.0 | 
 |                                     QBFEval2017_query55_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query57_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query58_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query60_query10_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query60_query33_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query60_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query60_query44_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query60_query45_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query64_query01_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query64_query11_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query64_query42_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query71_query31_1344n |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_query71_query34_1344n |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_query71_query36_1344n |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_query71_query42_1344n |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_rankfunc2_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc31_signed_64 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc31_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc34_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc34_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc35_signed_64 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc35_unsigned_64 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc38_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc38_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc41_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc41_unsigned_64 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc48_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc48_unsigned_16 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc48_unsigned_64 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc49_signed_64 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc49_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc51_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc51_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc52_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc52_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc53_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc53_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc54_signed_64 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc54_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc55_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc55_unsigned_32 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc55_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc56_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc56_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc57_unsigned_64 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc58_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc58_unsigned_64 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc59_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc59_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc60_unsigned_32 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_rankfunc61_signed_64 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_rankfunc61_unsigned_64 |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_reachqu_query42_1344n |    FAILED |              2.0 |     1200.0 | 
 |                                          QBFEval2017_sdlx-fixpoint-10 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-1 |    FAILED |              0.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-2 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-4 |    FAILED |              0.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-5 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-6 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-7 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-8 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2017_sdlx-fixpoint-9 |    FAILED |              2.0 |     1200.0 | 
 |                                    QBFEval2017_small-bug1-fixpoint-10 |      PASS |              0.0 |        1.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-3 |      PASS |              0.0 |        0.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-4 |      PASS |              1.0 |        0.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-5 |      PASS |              0.0 |        0.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-6 |      PASS |              0.0 |        0.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-8 |      PASS |              0.0 |        1.0 | 
 |                                     QBFEval2017_small-bug1-fixpoint-9 |      PASS |              0.0 |        1.0 | 
 |                           QBFEval2017_small-dyn-partition-fixpoint-10 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-1 |      PASS |              0.0 |       24.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-3 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-4 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-5 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-6 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-7 |    FAILED |              0.0 |     1200.0 | 
 |                            QBFEval2017_small-dyn-partition-fixpoint-9 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-1 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-3 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-4 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-5 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-7 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_small-equiv-fixpoint-8 |    FAILED |              1.0 |     1200.0 | 
 |                                QBFEval2017_small-pipeline-fixpoint-10 |    FAILED |              1.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-1 |    FAILED |              0.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-3 |    FAILED |              0.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-4 |    FAILED |              0.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-5 |    FAILED |              1.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-8 |    FAILED |              1.0 |     1200.0 | 
 |                                 QBFEval2017_small-pipeline-fixpoint-9 |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_small-seq-fixpoint-10 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_small-seq-fixpoint-1 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_small-seq-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                                      QBFEval2017_small-seq-fixpoint-4 |    FAILED |              1.0 |     1200.0 | 
 |                                      QBFEval2017_small-seq-fixpoint-6 |    FAILED |              1.0 |     1200.0 | 
 |                                   QBFEval2017_small-swap1-fixpoint-10 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-4 |    FAILED |              0.0 |     1201.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-5 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-6 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-7 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-8 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap1-fixpoint-9 |    FAILED |              1.0 |     1200.0 | 
 |                                   QBFEval2017_small-swap2-fixpoint-10 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap2-fixpoint-5 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap2-fixpoint-6 |    FAILED |              1.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap2-fixpoint-7 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap2-fixpoint-8 |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2017_small-swap2-fixpoint-9 |    FAILED |              0.0 |     1200.0 | 
 |                                  QBFEval2017_small-synabs-fixpoint-10 |    FAILED |              0.0 |     1200.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.004 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.005 |      PASS |              1.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.006 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.007 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.008 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.009 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.010 |      PASS |              1.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.011 |      PASS |              0.0 |        0.0 | 
 |                                QBFEval2017_sortnetsort10.AE.stepl.012 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort7.AE.stepl.005 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort7.AE.stepl.006 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort7.AE.stepl.007 |      PASS |              1.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort7.AE.stepl.008 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort7.AE.stepl.009 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort8.AE.stepl.004 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort8.AE.stepl.005 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort8.AE.stepl.006 |      PASS |              1.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort8.AE.stepl.008 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort8.AE.stepl.009 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.004 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.005 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.006 |      PASS |              1.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.007 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.008 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.010 |      PASS |              0.0 |        0.0 | 
 |                                 QBFEval2017_sortnetsort9.AE.stepl.011 |      PASS |              0.0 |        0.0 | 
 |                                              QBFEval2017_stmt17_62_78 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_63_70 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_63_78 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_70_78 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_70_82 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_70_86 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_74_78 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_74_90 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_78_90 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_78_94 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_78_98 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_82_86 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_82_94 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt17_94_98 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_133_217 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_137_408 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_180_352 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_302_352 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_3_401 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_352_359 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt19_368_417 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_64_87 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_64_91 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_65_87 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_65_95 |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2017_stmt19_66_214 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_71_95 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_75_83 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_75_95 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_79_83 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_79_87 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_83_91 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt19_87_95 |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2017_stmt19_90_408 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt21_143_403 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt21_178_258 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt21_181_218 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt21_354_403 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt21_70_369 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt21_71_354 |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2017_stmt21_71_413 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt21_84_215 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt21_84_364 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt22_311_370 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt22_320_370 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt22_6_414 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt23_66_67 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt23_66_76 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt23_67_92 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt23_88_92 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt23_92_96 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt25_597_598 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt27_149_224 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt27_16_224 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt27_93_98 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt28_68_69 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt28_68_73 |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2017_stmt28_73_85 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt28_73_97 |    FAILED |              1.0 |     1200.0 | 
 |                                              QBFEval2017_stmt28_89_97 |    FAILED |              2.0 |     1200.0 | 
 |                                            QBFEval2017_stmt29_275_376 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt31_190_227 |    FAILED |              0.0 |     1200.0 | 
 |                                             QBFEval2017_stmt31_22_328 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt31_276_328 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt41_262_275 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt41_286_385 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt41_336_385 |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2017_stmt44_40_387 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt46_111_238 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt46_289_388 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt47_290_340 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt47_340_389 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt50_343_392 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt52_295_394 |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2017_stmt53_208_245 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt53_296_346 |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2017_stmt5_731_730 |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2017_stmt85_300_399 |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2017_trivial_query42_1344n |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2017_trueque_query42_1344n |      PASS |              0.0 |        1.0 | 
 |                                        QBFEval2017_usb-phy-fixpoint-1 |    FAILED |              0.0 |     1200.0 | 
 |                                        QBFEval2017_usb-phy-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                                        QBFEval2017_usb-phy-fixpoint-4 |    FAILED |              0.0 |     1200.0 | 
 |                                        QBFEval2017_usb-phy-fixpoint-5 |    FAILED |              1.0 |     1200.0 | 
 |                                   QBFEval2018_6s289rb05233_c0to63.sat |    FAILED |              2.0 |     1200.0 | 
 |                                          QBFEval2018_ActivityService2 |    FAILED |              1.0 |     1200.0 | 
 |                                           QBFEval2018_ActivityService |    FAILED |              0.0 |     1200.0 | 
 |                                                QBFEval2018_add20y.sat |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2018_amba2c7n.sat |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2018_amba2f9n.sat |    FAILED |              0.0 |     1200.0 | 
 |                                              QBFEval2018_amba3b5y.sat |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2018_AR-fixpoint-10 |    FAILED |              7.0 |     1200.0 | 
 |                                             QBFEval2018_AR-fixpoint-1 |    FAILED |              2.0 |     1200.0 | 
 |                                             QBFEval2018_AR-fixpoint-2 |    FAILED |              2.0 |     1200.0 | 
 |                                             QBFEval2018_AR-fixpoint-4 |    FAILED |              3.0 |     1200.0 | 
 |                                             QBFEval2018_AR-fixpoint-6 |    FAILED |              4.0 |     1200.0 | 
 |                                             QBFEval2018_AR-fixpoint-8 |    FAILED |              6.0 |     1200.0 | 
 |                                     QBFEval2018_axquery_query42_1344n |      PASS |              0.0 |      168.0 | 
 |                                 QBFEval2018_beemldelec4b1_c0to127.sat |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2018_beemskbn1f1_c0to7.sat |    FAILED |              1.0 |     1200.0 | 
 |                                             QBFEval2018_bobtuint31neg |    FAILED |              0.0 |     1200.0 | 
 |                                                QBFEval2018_bs128n.sat |    FAILED |              1.0 |     1200.0 | 
 |                                                QBFEval2018_bs128y.sat |    FAILED |              1.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-2-fixpoint-2 |    FAILED |              0.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-2-fixpoint-4 |    FAILED |              0.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-2-fixpoint-5 |    FAILED |              0.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-2-fixpoint-6 |    FAILED |              1.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-3-fixpoint-1 |    FAILED |              1.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-3-fixpoint-2 |    FAILED |              1.0 |     1200.0 | 
 |                              QBFEval2018_cache-coherence-3-fixpoint-3 |    FAILED |              1.0 |     1200.0 | 
 |                                                QBFEval2018_ceiling128 |      PASS |              0.0 |      355.0 | 
 |                                                QBFEval2018_ceiling256 |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#288.w#6.s#2.asp |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#384.w#6.s#8.asp |    FAILED |              1.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#400.w#2.s#1.asp |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#408.w#2.s#1.asp |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#408.w#2.s#2.asp |    FAILED |              1.0 |     1200.0 | 
 |                    QBFEval2018_ci.e#1.a#3.E#40.A#60.c#416.w#2.s#3.asp |    FAILED |              0.0 |     1200.0 | 
 |                                   QBFEval2018_ConcreteActivityService |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#110.A#48.c#.w#9.s#13.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#116.A#48.c#.w#7.s#56.asp |    FAILED |              1.0 |     1200.0 | 
 |                    QBFEval2018_ctrl.e#1.a#3.E#118.A#48.c#.w#5.s#7.asp |    FAILED |              1.0 |     1200.0 | 
 |                    QBFEval2018_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp |    FAILED |              1.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#26.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#60.asp |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#1.asp |    FAILED |              1.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#60.asp |    FAILED |              0.0 |     1200.0 | 
 |                    QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp |    FAILED |              1.0 |     1200.0 | 
 |                    QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#1.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#60.asp |    FAILED |              0.0 |     1200.0 | 
 |                   QBFEval2018_ctrl.e#1.a#3.E#134.A#48.c#.w#9.s#40.asp |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2018_cycle_sched_12_2_1.sat |    FAILED |              0.0 |     1200.0 | 
 |                                    QBFEval2018_cycle_sched_2_10_1.sat |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2018_cycle_sched_4_4_2.sat |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2018_cycle_sched_4_7_1.sat |    FAILED |              1.0 |     1200.0 | 
 |                                     QBFEval2018_cycle_sched_6_6_2.sat |    FAILED |              0.0 |     1200.0 | 
 |                                     QBFEval2018_cycle_sched_6_7_1.sat |    FAILED |              1.0 |     1200.0 | 
 |                                          QBFEval2018_decomposition128 |      PASS |              0.0 |       42.0 | 
 |                                          QBFEval2018_decomposition256 |      PASS |              0.0 |      407.0 | 
 |                                           QBFEval2018_driver_a10y.sat |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2018_driver_a9n.sat |    FAILED |              1.0 |     1200.0 | 
 |                                            QBFEval2018_driver_b8n.sat |    FAILED |              0.0 |     1200.0 | 
 |                                            QBFEval2018_driver_c9n.sat |    FAILED |              0.0 |     1200.0 | 
