Name                                                                  | Status                      | T / B / K Vars       | T / B / K QVars      | T / B / K Clauses       | T / B / K Time            | PreProc Status                 | Bdd Creation Time | Merge F / V / Time | FG creation time | FG convergence                | MUS Status                   | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
Disjunctive_Decomposition_bobsmcodic_all_bit_differing_from_cycle     | FG timed out                | 9267 / 4 / 4152      | 7417 / 4 / 4152      | 33786 / 9 / 8399        | 24.19 / 12.58 / 9.33      | PreProc-ed 5 rounds            | 1.72 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint26neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 1.13 / 0.91 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_stmt19_83_91                                              | FG timed out                | 11134 / 147 / 8490   | 10655 / 112 / 8347   | 43580 / 932 / 28151     | 28.23 / 15.55 / 10.06     | PreProc-ed 7 rounds            | 0.78 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-swap2-fixpoint-8                                    | FG timed out                | 2504 / 0 / 1519      | 1964 / 0 / 1519      | 7227 / 0 / 4382         | 4.63 / 3.05 / 1.31        | PreProc-ed 4 rounds            | 0.06 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc51_signed_64                                      | Preproc Solved, FG skipped. | 4167 / 16 / 4151     | 3783 / 16 / 3767     | 11076 / 16 / 11059      | 1.86 / 1.43 / 0.31        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_sdlx-fixpoint-5                                           | FG timed out                | 8462 / 0 / 6799      | 8051 / 0 / 6799      | 25141 / 0 / 14810       | 19.46 / 9.81 / 8.0        | PreProc-ed 7 rounds            | 0.38 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc55_unsigned_64                                    | FG timed out                | 2313 / 8 / 1418      | 2057 / 8 / 1418      | 6207 / 8 / 3411         | 1.63 / 1.03 / 0.45        | PreProc-ed 2 rounds            | 0.08 sec          | 46 / 12 / 8.56978  | 0.07 sec         | 4 iters, 0.86 sec, NonTrivial |                              |                                                         | 10.0       
QBFEval2017_small-swap2-fixpoint-7                                    | MUS timed out               | 2192 / 0 / 1327      | 1712 / 0 / 1327      | 6303 / 0 / 4154         | 5.47 / 3.56 / 1.51        | PreProc-ed 6 rounds            | 0.05 sec          | 61 / 12 / 5.28064  | 0.03 sec         | 3 iters, 0.35 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_pi-bus-fixpoint-2                                         | FG timed out                | 33224 / 13 / 21169   | 29684 / 13 / 21169   | 96657 / 26 / 46321      | 90.08 / 44.6 / 17.16      | PreProc-ed 11 rounds           |                   |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-pipeline-fixpoint-1                                 | FG timed out                | 1365 / 0 / 655       | 948 / 0 / 655        | 3483 / 0 / 1476         | 2.2 / 1.06 / 1.0          | PreProc-ed 2 rounds            | 0.03 sec          | 35 / 10 / 6.24428  | 0.12 sec         |                               |                              |                                                         | 10.0       
QBFEval2017_driver_c9y.sat                                            | FG timed out                | 1644 / 1 / 1065      | 1535 / 1 / 1065      | 4687 / 3 / 2096         | 2.43 / 1.67 / 0.62        | PreProc-ed 3 rounds            | 0.05 sec          | 15 / 8 / 9.477     | 0.04 sec         |                               |                              |                                                         | 10.0       
QBFEval2018_cache-coherence-2-fixpoint-5                              | FG timed out                | 9604 / 64 / 5674     | 8776 / 64 / 5674     | 28198 / 132 / 11495     | 18.13 / 8.35 / 7.83       | PreProc-ed 5 rounds            | 1.49 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query09_query42_1344n                                     | FG timed out                | 9829 / 1 / 5989      | 9649 / 1 / 5989      | 52774 / 1 / 5765        | 27.62 / 15.06 / 7.36      | PreProc-ed 6 rounds            | 3.64 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_GuidanceService2                                          | FG timed out                | 3261 / 58 / 2208     | 3192 / 58 / 2208     | 11491 / 2 / 6109        | 7.83 / 5.59 / 1.68        | PreProc-ed 4 rounds            | 0.13 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt19_64_91                                              | FG timed out                | 8959 / 142 / 6916    | 8480 / 107 / 6773    | 34745 / 937 / 22737     | 23.33 / 12.82 / 8.38      | PreProc-ed 7 rounds            | 0.6 sec           |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query52_query42_1344n                                     | FG timed out                | 1038 / 17 / 669      | 964 / 17 / 669       | 2439 / 17 / 651         | 1.46 / 0.94 / 0.44        | PreProc-ed 2 rounds            | 0.03 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint20neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 1.12 / 0.91 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_rankfunc61_unsigned_64                                    | Preproc Solved, FG skipped. | 4298 / 10 / 4288     | 3914 / 10 / 3904     | 12134 / 10 / 12123      | 2.21 / 1.26 / 0.8         | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_ltl2dba_C2-8_comp4_REAL.sat                               | FG timed out                | 4715 / 17 / 3221     | 4472 / 17 / 3221     | 13546 / 95 / 6916       | 4.09 / 2.61 / 1.06        | PreProc-ed 2 rounds            | 0.34 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_cache-coherence-3-fixpoint-2                              | FG timed out                | 5488 / 33 / 3109     | 4888 / 33 / 3109     | 15891 / 72 / 6250       | 9.66 / 6.44 / 2.61        | PreProc-ed 3 rounds            | 0.52 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt19_3_401                                              | FG timed out                | 3506 / 5 / 2055      | 3226 / 5 / 2006      | 11892 / 21 / 5059       | 13.99 / 9.52 / 3.67       | PreProc-ed 6 rounds            | 0.26 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_nreachq_query54_1344n                                     | FG timed out                | 8369 / 1 / 4496      | 8201 / 1 / 4496      | 50386 / 1 / 4513        | 19.74 / 9.84 / 6.89       | PreProc-ed 4 rounds            | 2.71 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_trueque_query42_1344n                                     | MUS timed out               | 335 / 17 / 164       | 273 / 17 / 164       | 531 / 17 / 170          | 0.64 / 0.42 / 0.19        | PreProc-ed 2 rounds            | 0.01 sec          | 8 / 2 / 1.30368    | 0.04 sec         | 4 iters, 0.13 sec, ONE        | MUS TimedOut after 5 rounds  | 0.34 / 0.11 / 531 / 0                                   | 10.0       
QBFEval2017_driver_a10y.sat                                           | FG timed out                | 5500 / 4 / 3772      | 5077 / 4 / 3772      | 15005 / 10 / 7677       | 6.76 / 4.68 / 1.66        | PreProc-ed 3 rounds            | 0.35 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint05neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 1.05 / 0.86 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_AR-fixpoint-4                                             | FG timed out                | 292618 / 10 / 129281 | 267608 / 10 / 129281 | 932741 / 24 / 207003    | 1806.53 / 778.46 / 438.56 | BFSS Timeout after 49 rounds   |                   |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_usb-phy-fixpoint-4                                        | FG timed out                | 7765 / 0 / 4232      | 6930 / 0 / 4232      | 22589 / 0 / 8281        | 15.71 / 8.37 / 6.02       | PreProc-ed 5 rounds            | 1.23 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_pdtpmsmiim_all_bit_differing_from_cycle     | MUS timed out               | 754 / 4 / 239        | 545 / 4 / 239        | 2350 / 10 / 394         | 2.27 / 1.57 / 0.57        | PreProc-ed 3 rounds            | 0.03 sec          | 24 / 7 / 4.55243   | 0.07 sec         | 5 iters, 1.11 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp                    | FG timed out                | 3047 / 1 / 2441      | 2927 / 1 / 2441      | 8638 / 3 / 5646         | 1.91 / 1.28 / 0.47        | PreProc-ed 2 rounds            | 0.06 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt50_343_392                                            | FG timed out                | 5713 / 9 / 3905      | 5443 / 9 / 3866      | 19441 / 41 / 10669      | 11.41 / 7.4 / 3.25        | PreProc-ed 4 rounds            | 0.44 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query33_query51_1344n                                     | MUS timed out               | 907 / 3 / 630        | 841 / 3 / 630        | 1995 / 3 / 606          | 2.96 / 2.01 / 0.68        | PreProc-ed 4 rounds            | 0.03 sec          | 25 / 4 / 7.57925   | 0.04 sec         | 4 iters, 0.84 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_query44_query42_1344n                                     | FG timed out                | 10043 / 1 / 6091     | 9863 / 1 / 6091      | 53216 / 1 / 5867        | 29.35 / 15.84 / 7.99      | PreProc-ed 7 rounds            | 3.38 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc41_unsigned_64                                    | Preproc Solved, FG skipped. | 6816 / 24 / 6792     | 6176 / 24 / 6152     | 17427 / 30 / 17396      | 2.84 / 1.89 / 0.73        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_beemskbn1f1_c0to7.sat                                     | FG timed out                | 34863 / 1 / 23110    | 34323 / 1 / 23110    | 102404 / 3 / 37749      | 14.84 / 8.21 / 2.16       | PreProc-ed 4 rounds            |                   |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_nxquery_query42_1344n                                     | MUS timed out               | 618 / 17 / 334       | 556 / 17 / 334       | 1647 / 17 / 326         | 1.48 / 1.0 / 0.36         | PreProc-ed 2 rounds            | 0.03 sec          | 15 / 4 / 6.9827    | 0.03 sec         | 4 iters, 0.72 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_query36_query42_1344n                                     | FG timed out                | 1182 / 17 / 785      | 1108 / 17 / 785      | 2703 / 17 / 776         | 2.67 / 1.86 / 0.67        | PreProc-ed 3 rounds            | 0.04 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp                    | FG timed out                | 7343 / 1 / 5766      | 7215 / 1 / 5766      | 21502 / 3 / 12212       | 4.61 / 2.66 / 1.51        | PreProc-ed 2 rounds            | 0.39 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt28_89_97                                              | FG timed out                | 12874 / 138 / 9704   | 12337 / 103 / 9537   | 50648 / 886 / 32179     | 36.7 / 20.18 / 13.62      | PreProc-ed 8 rounds            | 1.24 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_sortnetsort7.AE.stepl.008                                 | FG timed out                | 3591 / 168 / 935     | 2943 / 168 / 935     | 6030 / 168 / 1150       | 3.49 / 2.57 / 0.75        | PreProc-ed 2 rounds            | 1.18 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-dyn-partition-fixpoint-4                            | MUS timed out               | 434 / 0 / 373        | 394 / 0 / 373        | 1227 / 0 / 1061         | 1.35 / 0.85 / 0.45        | PreProc-ed 5 rounds            | 0.01 sec          | 2 / 2 / 0.126439   | 0.0 sec          | 4 iters, 0.01 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_small-seq-fixpoint-6                                      | FG timed out                | 18276 / 11 / 10053   | 16862 / 11 / 10053   | 58461 / 33 / 20823      | 14.09 / 6.7 / 5.94        | PreProc-ed 2 rounds            | 7.82 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-equiv-fixpoint-2                                    | FG timed out                | 5023 / 610 / 2721    | 4927 / 610 / 2721    | 16527 / 1750 / 5133     | 9.57 / 6.53 / 2.52        | PreProc-ed 3 rounds            | 0.42 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobsynth01neg_all_bit_differing_from_cycle  | FG timed out                | 7656 / 4 / 1605      | 4747 / 4 / 1605      | 22940 / 10 / 2523       | 11.42 / 5.58 / 4.77       | PreProc-ed 3 rounds            | 1.9 sec           |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_sortnetsort7.AE.stepl.007                                 | FG timed out                | 3144 / 147 / 819     | 2577 / 147 / 819     | 5278 / 147 / 1007       | 3.16 / 2.06 / 0.82        | PreProc-ed 2 rounds            | 0.91 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_sortnetsort10.AE.stepl.004                                | FG timed out                | 4101 / 180 / 930     | 3345 / 180 / 930     | 6844 / 180 / 1085       | 4.78 / 3.34 / 1.08        | PreProc-ed 2 rounds            | 1.34 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt17_74_90                                              | FG timed out                | 10264 / 139 / 7873   | 9785 / 104 / 7730    | 40046 / 895 / 26000     | 26.3 / 13.99 / 10.28      | PreProc-ed 7 rounds            | 0.68 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt19_66_214                                             | FG timed out                | 2139 / 1 / 1422      | 1963 / 1 / 1389      | 6890 / 1 / 3850         | 6.04 / 3.24 / 2.19        | PreProc-ed 4 rounds            | 0.08 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2018_ActivityService                                           | FG timed out                | 4169 / 8 / 2853      | 4099 / 8 / 2853      | 15082 / 2 / 7705        | 10.52 / 7.71 / 2.28       | PreProc-ed 4 rounds            | 0.29 sec          |                    |                  |                               |                              |                                                         | 10.0       
Arithmetic_min512                                                     | FG timed out                | 3252 / 7 / 768       | 2228 / 7 / 768       | 9577 / 22 / 1876        | 6.12 / 3.28 / 2.46        | PreProc-ed 2 rounds            | 0.38 sec          |                    |                  |                               |                              |                                                         | 10.0       
Arithmetic_min32                                                      | FG timed out                | 212 / 7 / 64         | 148 / 7 / 64         | 617 / 22 / 183          | 0.63 / 0.41 / 0.19        | PreProc-ed 2 rounds            | 0.01 sec          | 8 / 2 / 0.581929   | 0.01 sec         |                               |                              |                                                         | 10.0       
Arithmetic_intermediate1024                                           | FG timed out                | 10238 / 4 / 4091     | 8190 / 4 / 4091      | 29684 / 8 / 3081        | 9.74 / 4.83 / 3.74        | PreProc-ed 2 rounds            | 3.18 sec          |                    |                  |                               |                              |                                                         | 10.0       
Arithmetic_min256                                                     | FG timed out                | 1633 / 9 / 437       | 1121 / 9 / 437       | 4806 / 27 / 937         | 4.68 / 2.88 / 1.57        | PreProc-ed 2 rounds            | 0.11 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_itc-b13-fixpoint-2                                        | MUS timed out               | 2158 / 73 / 1883     | 2000 / 73 / 1872     | 6104 / 211 / 5381       | 3.07 / 1.91 / 0.87        | PreProc-ed 3 rounds            | 0.04 sec          | 19 / 3 / 2.14035   | 0.01 sec         | 4 iters, 0.14 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_mult_bool_matrix_dyn_9_5.sat                              | MUS timed out               | 3967 / 6 / 3510      | 3910 / 6 / 3510      | 11818 / 1442 / 7912     | 3.15 / 2.06 / 0.87        | PreProc-ed 3 rounds            | 0.06 sec          | 18 / 6 / 6.25328   | 0.02 sec         | 4 iters, 0.91 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_query51_query42_1344n                                     | FG timed out                | 1034 / 17 / 678      | 960 / 17 / 678       | 2435 / 17 / 638         | 1.95 / 1.42 / 0.45        | PreProc-ed 2 rounds            | 0.03 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc51_unsigned_64                                    | Preproc Solved, FG skipped. | 4162 / 16 / 4146     | 3778 / 16 / 3762     | 11056 / 16 / 11039      | 1.64 / 1.15 / 0.36        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_stmt27_93_98                                              | MUS timed out               | 2200 / 163 / 1682    | 1959 / 121 / 1613    | 7290 / 503 / 5426       | 9.35 / 6.1 / 2.61         | PreProc-ed 8 rounds            | 0.04 sec          | 5 / 5 / 1.53341    | 0.01 sec         | 5 iters, 0.19 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
Disjunctive_Decomposition_bobsynth07neg_all_bit_differing_from_cycle  | FG timed out                | 7656 / 4 / 1605      | 4747 / 4 / 1605      | 22940 / 10 / 2523       | 11.85 / 5.85 / 4.85       | PreProc-ed 3 rounds            | 1.97 sec          |                    |                  |                               |                              |                                                         | 10.0       
Arithmetic_intermediate64                                             | FG timed out                | 638 / 4 / 251        | 510 / 4 / 251        | 1844 / 8 / 201          | 1.31 / 0.88 / 0.35        | PreProc-ed 2 rounds            | 0.03 sec          | 14 / 6 / 3.59743   | 0.11 sec         |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc35_signed_64                                      | FG timed out                | 5278 / 22 / 3087     | 4766 / 22 / 3087     | 15114 / 22 / 7609       | 25.23 / 16.44 / 7.09      | PreProc-ed 10 rounds           | 0.51 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint09neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1190 / 4 / 1186      | 978 / 4 / 974        | 3621 / 10 / 3610        | 0.98 / 0.77 / 0.15        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_query23_query42_1344n                                     | FG timed out                | 961 / 1 / 421        | 879 / 1 / 421        | 4968 / 1 / 365          | 1.87 / 1.34 / 0.38        | PreProc-ed 2 rounds            | 0.07 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-bug1-fixpoint-4                                     | Preproc Solved, FG skipped. | 69 / 0 / 69          | 55 / 0 / 55          | 162 / 0 / 161           | 0.14 / 0.05 / 0.08        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#1.asp                    | FG timed out                | 5295 / 1 / 4186      | 5167 / 1 / 4186      | 15358 / 3 / 9013        | 4.75 / 3.31 / 1.13        | PreProc-ed 2 rounds            | 0.2 sec           |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query51_query57_1344n                                     | MUS timed out               | 1001 / 5 / 641       | 931 / 5 / 641        | 2391 / 5 / 622          | 2.1 / 1.5 / 0.45          | PreProc-ed 2 rounds            | 0.04 sec          | 23 / 5 / 7.69465   | 0.07 sec         | 4 iters, 1.28 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint12neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 1.14 / 0.93 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_query54_query42_1344n                                     | FG timed out                | 1262 / 17 / 810      | 1188 / 17 / 810      | 2897 / 17 / 788         | 1.52 / 0.92 / 0.45        | PreProc-ed 2 rounds            | 0.05 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc59_unsigned_64                                    | FG timed out                | 5143 / 14 / 3039     | 4503 / 14 / 3039     | 13516 / 14 / 6967       | 5.37 / 3.26 / 1.77        | PreProc-ed 2 rounds            | 0.37 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_ntrivil_query42_1344n                                     | FG timed out                | 2021 / 1 / 1261      | 1939 / 1 / 1261      | 6920 / 1 / 1205         | 4.9 / 3.14 / 1.53         | PreProc-ed 2 rounds            | 0.13 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_cycle_sched_12_2_1.sat                                    | FG timed out                | 3911 / 3 / 3098      | 3701 / 3 / 3098      | 10871 / 593 / 7408      | 22.63 / 15.7 / 5.88       | PreProc-ed 18 rounds           | 0.09 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query26_query42_1344n                                     | MUS timed out               | 738 / 17 / 386       | 664 / 17 / 386       | 1995 / 17 / 378         | 1.27 / 0.83 / 0.37        | PreProc-ed 2 rounds            | 0.03 sec          | 23 / 5 / 8.83373   | 0.04 sec         | 4 iters, 0.54 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
QBFEval2017_query64_query01_1344n                                     | MUS timed out               | 657 / 3 / 415        | 597 / 3 / 415        | 1113 / 3 / 386          | 1.81 / 1.28 / 0.47        | PreProc-ed 4 rounds            | 0.02 sec          | 13 / 4 / 2.614     | 0.06 sec         | 4 iters, 2.82 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
Arithmetic_equalization1024                                           | Preproc Solved, FG skipped. | 14328 / 1366 / 12962 | 12280 / 1366 / 10914 | 44379 / 4775 / 39603    | 4.94 / 3.59 / 0.69        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_AR-fixpoint-6                                             | FG timed out                | 452676 / 18 / 148749 | 417662 / 18 / 148749 | 1452861 / 40 / 240528   | 1820.33 / 696.92 / 566.66 | PreProc-ed 28 rounds           |                   |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobsmhdlc3_all_bit_differing_from_cycle     | MUS timed out               | 897 / 4 / 281        | 660 / 4 / 281        | 2815 / 10 / 448         | 1.84 / 1.24 / 0.51        | PreProc-ed 2 rounds            | 0.04 sec          | 34 / 8 / 5.71655   | 0.07 sec         | 4 iters, 0.85 sec, ONE        | MUS TimedOut after 0 rounds  |                                                         | 10.0       
Disjunctive_Decomposition_kenflashp12_all_bit_differing_from_cycle    | Preproc Solved, FG skipped. | 381 / 4 / 377        | 337 / 4 / 333        | 1346 / 10 / 1335        | 0.44 / 0.33 / 0.08        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_query10_query45_1344n                                     | FG timed out                | 4589 / 1 / 2462      | 4421 / 1 / 2462      | 31298 / 1 / 2450        | 11.8 / 5.36 / 5.21        | PreProc-ed 2 rounds            | 1.11 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_stmt17_62_78                                              | FG timed out                | 8089 / 140 / 6331    | 7697 / 105 / 6224    | 31211 / 919 / 20823     | 27.07 / 17.43 / 8.0       | PreProc-ed 8 rounds            | 0.42 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint14neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1415 / 4 / 1411      | 1203 / 4 / 1199      | 4588 / 10 / 4577        | 1.13 / 0.92 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_rankfunc35_unsigned_64                                    | Preproc Solved, FG skipped. | 5269 / 20 / 5249     | 4757 / 20 / 4737     | 15071 / 20 / 15050      | 1.9 / 1.25 / 0.47         | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_sdlx-fixpoint-8                                           | FG timed out                | 14027 / 0 / 11273    | 13394 / 0 / 11273    | 41770 / 0 / 24465       | 30.26 / 16.12 / 11.72     | PreProc-ed 7 rounds            | 0.97 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-swap2-fixpoint-5                                    | FG timed out                | 1568 / 0 / 676       | 1208 / 0 / 676       | 4455 / 0 / 2162         | 6.99 / 4.16 / 2.44        | PreProc-ed 3 rounds            | 0.18 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_sdlx-fixpoint-7                                           | FG timed out                | 12172 / 0 / 9774     | 11613 / 0 / 9774     | 36227 / 0 / 21225       | 27.76 / 14.49 / 10.97     | PreProc-ed 7 rounds            | 0.76 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_sortnetsort9.AE.stepl.011                                 | FG timed out                | 8852 / 396 / 2077    | 7224 / 396 / 2077    | 14813 / 396 / 2461      | 4.52 / 2.27 / 1.74        | PreProc-ed 2 rounds            | 5.78 sec          |                    |                  |                               |                              |                                                         | 10.0       
Arithmetic_ceiling1024                                                | Preproc Solved, FG skipped. | 10574 / 4 / 10570    | 8526 / 4 / 8522      | 31113 / 9 / 31103       | 8.86 / 5.03 / 2.98        | PreProc-ed 2 rounds            |                   |                    |                  |                               |                              |                                                         |            
Disjunctive_Decomposition_kenflashp04_all_bit_differing_from_cycle    | Preproc Solved, FG skipped. | 343 / 4 / 339        | 278 / 4 / 274        | 1020 / 10 / 1009        | 0.38 / 0.27 / 0.09        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_small-pipeline-fixpoint-10                                | FG timed out                | 18431 / 0 / 10627    | 15701 / 0 / 10627    | 52627 / 0 / 24049       | 67.92 / 34.14 / 28.3      | PreProc-ed 11 rounds           | 3.95 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_small-pipeline-fixpoint-3                                 | FG timed out                | 5159 / 0 / 3115      | 4228 / 0 / 3115      | 14407 / 0 / 7326        | 7.67 / 5.01 / 2.09        | PreProc-ed 3 rounds            | 0.23 sec          |                    |                  |                               |                              |                                                         | 10.0       
Disjunctive_Decomposition_bobtuint31neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped. | 1417 / 4 / 1413      | 1205 / 4 / 1201      | 4587 / 10 / 4576        | 1.06 / 0.86 / 0.14        | PreProc-ed 1 rounds            |                   |                    |                  |                               |                              |                                                         |            
QBFEval2017_query33_query57_1344n                                     | FG timed out                | 1157 / 5 / 738       | 1087 / 5 / 738       | 2673 / 5 / 739          | 3.9 / 2.53 / 1.19         | PreProc-ed 4 rounds            | 0.04 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_rankfunc49_unsigned_64                                    | FG timed out                | 3151 / 12 / 1848     | 2767 / 12 / 1848     | 8449 / 12 / 4698        | 3.46 / 1.93 / 1.28        | PreProc-ed 2 rounds            | 0.13 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_query33_query42_1344n                                     | FG timed out                | 1190 / 17 / 782      | 1116 / 17 / 782      | 2717 / 17 / 744         | 3.13 / 2.12 / 0.84        | PreProc-ed 4 rounds            | 0.04 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_bs128y.sat                                                | FG timed out                | 6934 / 1 / 5373      | 6797 / 1 / 5373      | 20255 / 3 / 10518       | 9.13 / 5.06 / 3.16        | PreProc-ed 4 rounds            | 0.42 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2017_cache-coherence-2-fixpoint-2                              | FG timed out                | 3685 / 22 / 2450     | 3271 / 22 / 2450     | 10648 / 48 / 5791       | 12.18 / 7.95 / 3.39       | PreProc-ed 8 rounds            | 0.13 sec          |                    |                  |                               |                              |                                                         | 10.0       
QBFEval2018_AR-fixpoint-2                                             | FG timed out                | 132560 / 3 / 64614   | 117554 / 3 / 64614   | 412621 / 9 / 106123     | 127.07 / 49.54 / 41.62    | PreProc-ed 7 rounds            |                   |                    |                  |                               |                              |                                                         | 10.0       
