Name                                                                  | Status                                              | T / B / K Vars      | T / B / K QVars     | T / B / K Clauses    | T / B / K Time         | PreProc Status                | Bdd Creation Time | Merge F / V / Time | FG creation time | FG convergence | MUS Status                     | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
Disjunctive_Decomposition_bobtuint16neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.2 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_cycle_sched_2_10_1.sat                                    | MUS timed out                                       | 4151 / 0 / 2901     | 4019 / 0 / 2901     | 12895 / 0 / 7504     | 4.91 / 1.82 / 1.71     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt23_88_92                                              | MUS timed out                                       | 11569 / 67 / 9244   | 11090 / 34 / 9099   | 45347 / 69 / 32330   | 14.23 / 2.51 / 6.39    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_usb-phy-fixpoint-1                                        | MUS timed out                                       | 1630 / 0 / 911      | 1296 / 0 / 911      | 4395 / 0 / 2107      | 3.5 / 1.52 / 1.13      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query34_query11_1344n                                     | MUS timed out                                       | 875 / 0 / 601       | 809 / 0 / 601       | 1915 / 0 / 562       | 1.27 / 0.55 / 0.44     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query33_query51_1344n                                     | MUS timed out                                       | 907 / 0 / 633       | 841 / 0 / 633       | 1995 / 0 / 609       | 1.86 / 0.78 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query44_query42_1344n                                     | MUS timed out                                       | 10043 / 0 / 6092    | 9863 / 0 / 6092     | 53216 / 0 / 5868     | 12.57 / 2.28 / 6.5     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt19_64_87                                              | MUS timed out                                       | 8524 / 67 / 7235    | 8074 / 34 / 7091    | 32978 / 69 / 26279   | 13.2 / 3.02 / 5.72     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt52_295_394                                            | MUS timed out                                       | 5317 / 4 / 3588     | 5047 / 4 / 3549     | 17937 / 16 / 9511    | 5.41 / 2.11 / 1.81     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc53_unsigned_64                                    | Preproc Solved, FG skipped.                         | 3414 / 0 / 3414     | 3030 / 0 / 3030     | 8411 / 0 / 8410      | 0.28 / 0.0 / 0.22      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_Q_2-3_v-80-100_r-13.3                                     | MUS timed out                                       | 180 / 0 / 0         | 100 / 0 / 0         | 1300 / 0 / 0         | 0.39 / 0.27 / 0.07     | PreProc-ed 1 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 92.42 / 0.11 / 1300 / 0                                 | 1500.0     
QBFEval2017_query36_query42_1344n                                     | MUS timed out                                       | 1182 / 0 / 802      | 1108 / 0 / 802      | 2703 / 0 / 793       | 1.77 / 0.78 / 0.68     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_beemskbn1f1_c0to7.sat                                     | MUS timed out                                       | 34863 / 0 / 23111   | 34323 / 0 / 23111   | 102404 / 0 / 37752   | 6.76 / 2.34 / 2.53     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_nxquery_query42_1344n                                     | MUS timed out                                       | 618 / 0 / 351       | 556 / 0 / 351       | 1647 / 0 / 343       | 1.33 / 0.84 / 0.3      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 7.55 / 0.02 / 1647 / 0                                  | 1500.0     
QBFEval2017_sdlx-fixpoint-5                                           | MUS timed out                                       | 8462 / 0 / 6799     | 8051 / 0 / 6799     | 25141 / 0 / 14810    | 8.79 / 1.98 / 3.83     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_UserServiceImpl                                           | MUS timed out                                       | 4040 / 0 / 2831     | 3953 / 0 / 2831     | 14575 / 0 / 7723     | 6.02 / 2.7 / 1.74      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#120.A#48.c#.w#3.s#3.asp                    | MUS timed out                                       | 3047 / 0 / 2442     | 2927 / 0 / 2442     | 8638 / 0 / 5649      | 1.68 / 1.02 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query42_query42_1344n                                     | MUS timed out                                       | 10043 / 0 / 6092    | 9863 / 0 / 6092     | 53216 / 0 / 5868     | 13.02 / 2.73 / 7.07    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt21_84_364                                             | MUS timed out                                       | 3529 / 4 / 2199     | 3269 / 4 / 2160     | 11819 / 16 / 5515    | 5.97 / 2.3 / 1.97      | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-swap2-fixpoint-9                                    | MUS timed out                                       | 2816 / 0 / 1715     | 2216 / 0 / 1715     | 8151 / 0 / 5394      | 2.54 / 0.71 / 1.12     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-bug1-fixpoint-10                                    | Preproc Solved, FG skipped.                         | 171 / 0 / 171       | 139 / 0 / 139       | 414 / 0 / 413        | 0.08 / 0.0 / 0.06      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_stmt28_68_69                                              | MUS timed out                                       | 7219 / 67 / 6047    | 6885 / 34 / 5961    | 27677 / 69 / 21353   | 5.84 / 1.81 / 2.33     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt19_133_217                                            | MUS timed out                                       | 2420 / 0 / 1650     | 2244 / 0 / 1622     | 7800 / 0 / 4519      | 2.74 / 1.25 / 0.89     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-swap2-fixpoint-6                                    | MUS timed out                                       | 1880 / 0 / 1132     | 1460 / 0 / 1132     | 5379 / 0 / 3527      | 1.48 / 0.47 / 0.64     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt9_445_446                                             | Preproc finished unsolved, FG skipped, MUS finished | 658 / 0 / 621       | 604 / 0 / 584       | 1978 / 0 / 1938      | 0.5 / 0.0 / 0.13       | PreProc-ed 0 rounds           |                   |                    |                  |                | MUS Finished after 0 rounds    |                                                         | 0.07       
QBFEval2018_mult_bool_matrix_dyn_9_5.sat                              | MUS timed out                                       | 3967 / 0 / 3516     | 3910 / 0 / 3516     | 11818 / 0 / 9349     | 2.0 / 0.91 / 0.68      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-swap1-fixpoint-8                                    | MUS timed out                                       | 2502 / 0 / 1400     | 1962 / 0 / 1400     | 7183 / 0 / 4353      | 2.36 / 0.73 / 1.01     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-seq-fixpoint-1                                      | MUS timed out                                       | 2129 / 0 / 910      | 1725 / 0 / 910      | 6157 / 0 / 1906      | 1.83 / 1.12 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-swap1-fixpoint-7                                    | MUS timed out                                       | 2190 / 0 / 1226     | 1710 / 0 / 1226     | 6259 / 0 / 3798      | 2.19 / 0.71 / 0.96     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_sdlx-fixpoint-4                                           | MUS timed out                                       | 6607 / 0 / 5633     | 6270 / 0 / 5633     | 19598 / 0 / 13713    | 4.46 / 1.83 / 1.49     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobtuint10neg_all_bit_differing_from_cycle  | MUS timed out                                       | 1393 / 0 / 619      | 1181 / 0 / 619      | 4507 / 0 / 1134      | 1.94 / 0.93 / 0.58     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-dyn-partition-fixpoint-2                            | Preproc Solved, FG skipped.                         | 204 / 0 / 180       | 180 / 0 / 180       | 559 / 0 / 558        | 0.09 / 0.0 / 0.07      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_stmt19_71_95                                              | MUS timed out                                       | 10264 / 67 / 8280   | 9756 / 34 / 8123    | 40046 / 69 / 29016   | 10.74 / 2.03 / 4.89    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt21_71_354                                             | MUS timed out                                       | 3293 / 4 / 2015     | 3033 / 4 / 1969     | 11042 / 16 / 5126    | 6.92 / 1.46 / 3.0      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_Q_2-3_v-80-100_r-11.5                                     | MUS timed out                                       | 180 / 0 / 0         | 100 / 0 / 0         | 1100 / 0 / 0         | 0.31 / 0.21 / 0.07     | PreProc-ed 1 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt17_82_98                                              | MUS timed out                                       | 12004 / 67 / 9487   | 11467 / 34 / 9318   | 47114 / 69 / 33101   | 11.97 / 2.57 / 5.21    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_driver_a10y.sat                                           | MUS timed out                                       | 5500 / 0 / 3776     | 5077 / 0 / 3776     | 15005 / 0 / 7687     | 3.61 / 1.92 / 0.96     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query25_query42_1344n                                     | MUS timed out                                       | 1026 / 0 / 691      | 952 / 0 / 691       | 2427 / 0 / 675       | 1.28 / 0.69 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query51_query42_1344n                                     | MUS timed out                                       | 1034 / 0 / 695      | 960 / 0 / 695       | 2435 / 0 / 655       | 1.28 / 0.69 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_AR-fixpoint-1                                             | MUS timed out                                       | 52529 / 0 / 22472   | 42525 / 0 / 22472   | 152557 / 0 / 42442   | 14.87 / 4.51 / 7.2     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_itc-b13-fixpoint-2                                        | MUS timed out                                       | 2158 / 48 / 1908    | 2000 / 48 / 1897    | 6104 / 100 / 5490    | 1.68 / 0.72 / 0.62     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc34_signed_64                                      | Preproc Solved, FG skipped.                         | 2949 / 0 / 2949     | 2693 / 0 / 2693     | 7917 / 0 / 7916      | 0.21 / 0.0 / 0.17      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_small-bug1-fixpoint-4                                     | Preproc Solved, FG skipped.                         | 69 / 0 / 69         | 55 / 0 / 55         | 162 / 0 / 161        | 0.06 / 0.0 / 0.03      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_query51_query57_1344n                                     | MUS timed out                                       | 1001 / 0 / 646      | 931 / 0 / 646       | 2391 / 0 / 627       | 1.21 / 0.68 / 0.35     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt17_78_94                                              | MUS timed out                                       | 11134 / 67 / 8911   | 10626 / 34 / 8754   | 43580 / 69 / 31239   | 11.66 / 2.27 / 5.09    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_pi-bus-fixpoint-3                                         | MUS timed out                                       | 52208 / 20 / 34267  | 47488 / 20 / 34267  | 153101 / 40 / 72639  | 41.15 / 10.37 / 19.34  | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query23_query42_1344n                                     | MUS timed out                                       | 961 / 0 / 422       | 879 / 0 / 422       | 4968 / 0 / 366       | 1.98 / 1.27 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 1.61 / 0.01 / 4968 / 0                                  | 1500.0     
QBFEval2017_stmt21_354_403                                            | MUS timed out                                       | 5867 / 4 / 4170     | 5587 / 4 / 4125     | 19983 / 16 / 11830   | 6.79 / 2.96 / 2.07     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_floor128                                                  | Preproc Solved, FG skipped.                         | 1135 / 0 / 1135     | 879 / 0 / 879       | 3116 / 0 / 3115      | 0.14 / 0.0 / 0.1       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_small-equiv-fixpoint-3                                    | MUS timed out                                       | 7038 / 0 / 4602     | 6910 / 0 / 4602     | 23169 / 0 / 10177    | 5.81 / 1.93 / 2.07     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query33_query57_1344n                                     | MUS timed out                                       | 1157 / 0 / 743      | 1087 / 0 / 743      | 2673 / 0 / 744       | 1.71 / 0.67 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_neclaftp2002                                              | MUS timed out                                       | 12007 / 0 / 3371    | 7734 / 0 / 3371     | 34731 / 0 / 4862     | 13.65 / 3.41 / 5.29    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_intermediate512                                            | MUS timed out                                       | 5118 / 0 / 2047     | 4094 / 0 / 2047     | 14836 / 0 / 1553     | 9.19 / 2.96 / 3.5      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_eijkbs3330                                                | MUS timed out                                       | 1043 / 0 / 299      | 797 / 0 / 299       | 3578 / 0 / 461       | 2.13 / 1.16 / 0.56     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_cache-coherence-2-fixpoint-5                              | MUS timed out                                       | 9604 / 40 / 5685    | 8776 / 40 / 5685    | 28198 / 90 / 11465   | 10.87 / 3.12 / 3.98    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_6s289rb05233_c0to63.sat                                   | MUS timed out                                       | 218792 / 0 / 140592 | 208116 / 0 / 140592 | 611497 / 0 / 250513  | 103.0 / 11.08 / 67.08  | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_neclaftp4001                                              | MUS timed out                                       | 3880 / 0 / 1051     | 2786 / 0 / 1051     | 12918 / 0 / 1499     | 6.15 / 1.91 / 2.18     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 918.77 / 2.37 / 12918 / 0                               | 1500.0     
QBFEval2018_query33_query42_1344n                                     | MUS timed out                                       | 1190 / 0 / 799      | 1116 / 0 / 799      | 2717 / 0 / 761       | 1.84 / 0.78 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_genbuf8b4n.sat                                            | MUS timed out                                       | 2739 / 0 / 1268     | 2680 / 0 / 1268     | 20261 / 0 / 2948     | 12.89 / 3.37 / 4.92    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_sortnetsort8.AE.stepl.005                                 | Preproc finished unsolved, FG skipped, MUS finished | 3077 / 0 / 898      | 2517 / 0 / 898      | 5151 / 0 / 1052      | 1.96 / 1.26 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS Finished after 0 rounds    |                                                         | 1148.59    
QBFEval2017_small-seq-fixpoint-2                                      | MUS timed out                                       | 5360 / 0 / 2824     | 4754 / 0 / 2824     | 16621 / 0 / 5700     | 4.2 / 2.58 / 0.85      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_intermediate256                                            | MUS timed out                                       | 2558 / 0 / 1023     | 2046 / 0 / 1023     | 7412 / 0 / 785       | 8.08 / 4.27 / 2.0      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsm5378d2_all_bit_differing_from_cycle    | MUS timed out                                       | 868 / 0 / 213       | 612 / 0 / 213       | 2835 / 0 / 343       | 2.65 / 1.32 / 0.67     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_floor128                                                   | Preproc Solved, FG skipped.                         | 1135 / 0 / 1135     | 879 / 0 / 879       | 3116 / 0 / 3115      | 0.61 / 0.0 / 0.35      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_ethernet-fixpoint-3                                       | MUS timed out                                       | 12494 / 15 / 9054   | 11566 / 15 / 9054   | 33884 / 30 / 18857   | 16.93 / 4.18 / 6.95    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_itc-b13-fixpoint-8                                        | MUS timed out                                       | 10264 / 184 / 9126  | 9770 / 184 / 9109   | 29564 / 384 / 25264  | 7.7 / 2.13 / 3.39      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt21_178_258                                            | MUS timed out                                       | 3281 / 0 / 2322     | 3071 / 0 / 2293     | 10569 / 0 / 6191     | 2.92 / 1.2 / 1.04      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query09_query42_1344n                                     | MUS timed out                                       | 9829 / 0 / 5990     | 9649 / 0 / 5990     | 52774 / 0 / 5766     | 10.69 / 2.37 / 5.22    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query10_query45_1344n                                     | MUS timed out                                       | 4589 / 0 / 2463     | 4421 / 0 / 2463     | 31298 / 0 / 2451     | 12.74 / 6.18 / 4.15    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_itc-b13-fixpoint-7                                        | MUS timed out                                       | 8913 / 160 / 7944   | 8475 / 160 / 7928   | 25654 / 334 / 22135  | 5.56 / 1.41 / 2.48     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#5.s#1.asp                    | MUS timed out                                       | 5295 / 0 / 4187     | 5167 / 0 / 4187     | 15358 / 0 / 9016     | 3.47 / 1.95 / 0.86     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt31_22_328                                             | MUS timed out                                       | 2937 / 4 / 1757     | 2693 / 4 / 1717     | 9739 / 16 / 4223     | 4.11 / 1.34 / 1.54     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_ethernet-fixpoint-4                                       | MUS timed out                                       | 17074 / 24 / 12518  | 15913 / 24 / 12518  | 46445 / 48 / 26114   | 17.88 / 4.05 / 7.41    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc38_signed_64                                      | Preproc Solved, FG skipped.                         | 647 / 0 / 647       | 519 / 0 / 519       | 1613 / 0 / 1612      | 0.79 / 0.0 / 0.52      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_sortnetsort9.AE.stepl.006                                 | MUS timed out                                       | 4837 / 0 / 1353     | 3949 / 0 / 1353     | 8088 / 0 / 1562      | 2.99 / 1.97 / 0.55     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query52_query42_1344n                                     | MUS timed out                                       | 1038 / 0 / 686      | 964 / 0 / 686       | 2439 / 0 / 668       | 1.22 / 0.68 / 0.35     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_min64                                                      | MUS timed out                                       | 417 / 0 / 130       | 289 / 0 / 130       | 1222 / 0 / 293       | 4.59 / 2.26 / 1.39     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 4 rounds    | 0.06 / 188.5 / 1222 / 98412300                          | 1500.0     
QBFEval2018_stmt17_78_90                                              | MUS timed out                                       | 10699 / 67 / 8286   | 10220 / 34 / 8141   | 41813 / 69 / 28037   | 11.34 / 2.54 / 4.81    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_usb-phy-fixpoint-4                                        | MUS timed out                                       | 7765 / 0 / 4232     | 6930 / 0 / 4232     | 22589 / 0 / 8281     | 9.38 / 1.73 / 4.16     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt21_70_369                                             | MUS timed out                                       | 3549 / 6 / 2217     | 3289 / 6 / 2171     | 11938 / 24 / 5635    | 7.62 / 3.5 / 2.28      | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_ltl2dba_C2-8_comp4_REAL.sat                               | MUS timed out                                       | 4715 / 0 / 3238     | 4472 / 0 / 3238     | 13546 / 0 / 7012     | 2.95 / 1.57 / 0.76     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#7.s#7.asp                    | MUS timed out                                       | 7343 / 0 / 5767     | 7215 / 0 / 5767     | 21502 / 0 / 12215    | 4.18 / 1.33 / 1.56     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsynth12neg_all_bit_differing_from_cycle  | MUS timed out                                       | 7665 / 0 / 1648     | 4812 / 0 / 1648     | 22773 / 0 / 2499     | 15.04 / 4.29 / 5.93    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt17_62_98                                              | MUS timed out                                       | 10264 / 67 / 8279   | 9727 / 34 / 8110    | 40046 / 69 / 28997   | 15.02 / 2.8 / 6.68     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sortnetsort8.AE.stepl.009                                 | MUS timed out                                       | 5525 / 0 / 1610     | 4517 / 0 / 1610     | 9259 / 0 / 1888      | 3.28 / 2.11 / 0.65     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query21_query58_1344n                                     | MUS timed out                                       | 3226 / 0 / 1787     | 3074 / 0 / 1787     | 9867 / 0 / 1762      | 5.52 / 2.98 / 1.51     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sortnetsort8.AE.stepl.006                                 | MUS timed out                                       | 3689 / 0 / 1076     | 3017 / 0 / 1076     | 6178 / 0 / 1261      | 2.34 / 1.49 / 0.5      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 1410.36 / 5.51 / 6178 / 0                               | 1500.0     
QBFEval2017_rankfunc61_signed_64                                      | MUS timed out                                       | 4304 / 0 / 2498     | 3920 / 0 / 2498     | 12162 / 0 / 5389     | 3.72 / 1.78 / 1.21     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query54_query42_1344n                                     | MUS timed out                                       | 1262 / 0 / 827      | 1188 / 0 / 827      | 2897 / 0 / 805       | 1.45 / 0.82 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsm9234_all_bit_differing_from_cycle      | MUS timed out                                       | 1359 / 0 / 416      | 1016 / 0 / 416      | 4623 / 0 / 641       | 3.6 / 2.0 / 0.86       | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-pipeline-fixpoint-4                                 | MUS timed out                                       | 7055 / 0 / 4189     | 5867 / 0 / 4189     | 19867 / 0 / 9723     | 5.42 / 2.78 / 1.51     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsmhdlc2_all_bit_differing_from_cycle     | MUS timed out                                       | 945 / 0 / 308       | 701 / 0 / 308       | 3029 / 0 / 439       | 2.13 / 1.31 / 0.46     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt53_208_245                                            | MUS timed out                                       | 2900 / 0 / 2050     | 2715 / 0 / 2025     | 9420 / 0 / 5770      | 2.26 / 0.95 / 0.74     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
