Name                                                                  | Status                                              | T / B / K Vars      | T / B / K QVars     | T / B / K Clauses    | T / B / K Time         | PreProc Status                | Bdd Creation Time | Merge F / V / Time | FG creation time | FG convergence | MUS Status                     | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
QBFEval2017_mult_bool_matrix_18_18_18.sat                             | MUS timed out                                       | 86514 / 0 / 79201   | 85865 / 0 / 79201   | 256614 / 0 / 211431  | 18.8 / 2.03 / 12.67    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query48_exquery_1344n                                     | MUS timed out                                       | 1957 / 0 / 970      | 1873 / 0 / 970      | 7054 / 0 / 986       | 4.56 / 2.49 / 1.14     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_neclaftp4002_all_bit_differing_from_cycle   | MUS timed out                                       | 3876 / 0 / 1052     | 2782 / 0 / 1052     | 12922 / 0 / 1484     | 6.85 / 2.13 / 2.43     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobsmhdlc3_all_bit_differing_from_cycle     | MUS timed out                                       | 897 / 0 / 286       | 660 / 0 / 286       | 2815 / 0 / 395       | 3.03 / 1.99 / 0.61     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Factorization_factorization12                                         | MUS timed out                                       | 218 / 0 / 116       | 206 / 0 / 115       | 714 / 0 / 224        | 1.48 / 0.52 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 5084 rounds | 1468.56 / 12.59 / 714 / 6097320                         | 1500.0     
Disjunctive_Decomposition_bobtuint14neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.2 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_stmt29_226_376                                            | MUS timed out                                       | 4306 / 4 / 2876     | 4043 / 4 / 2838     | 14399 / 16 / 7560    | 4.87 / 1.72 / 1.83     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#112.A#48.c#.w#5.s#27.asp                   | MUS timed out                                       | 4639 / 0 / 3556     | 4527 / 0 / 3556     | 13438 / 0 / 7241     | 4.74 / 2.74 / 0.96     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt52_295_394                                            | MUS timed out                                       | 5317 / 4 / 3588     | 5047 / 4 / 3549     | 17937 / 16 / 9511    | 5.51 / 2.07 / 1.91     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_axquery_query42_1344n                                     | MUS timed out                                       | 618 / 0 / 351       | 556 / 0 / 351       | 1647 / 0 / 343       | 0.91 / 0.53 / 0.25     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 9.42 / 0.01 / 1647 / 0                                  | 1500.0     
QBFEval2017_amba2c7n.sat                                              | MUS timed out                                       | 1381 / 0 / 777      | 1345 / 0 / 777      | 6475 / 0 / 1944      | 2.66 / 1.21 / 0.82     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_Q_2-3_v-80-100_r-13.6                                     | MUS timed out                                       | 180 / 0 / 0         | 100 / 0 / 0         | 1300 / 0 / 0         | 0.38 / 0.27 / 0.07     | PreProc-ed 1 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 189.34 / 0.1 / 1300 / 0                                 | 1500.0     
Disjunctive_Decomposition_bobtuint31neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1417 / 0 / 1417     | 1205 / 0 / 1205     | 4587 / 0 / 4586      | 0.2 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_cache-coherence-3-fixpoint-2                              | MUS timed out                                       | 5488 / 24 / 3130    | 4888 / 24 / 3130    | 15891 / 54 / 6304    | 9.2 / 4.42 / 2.51      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_Q_2-3_v-80-100_r-13.9                                     | MUS timed out                                       | 180 / 0 / 0         | 100 / 0 / 0         | 1300 / 0 / 0         | 0.39 / 0.27 / 0.07     | PreProc-ed 1 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 444.9 / 0.12 / 1300 / 0                                 | 1500.0     
QBFEval2017_LoginService                                              | MUS timed out                                       | 5285 / 0 / 3238     | 5193 / 0 / 3238     | 21660 / 0 / 8388     | 6.55 / 2.2 / 2.36      | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_neclaftp2002_all_bit_differing_from_cycle   | MUS timed out                                       | 12007 / 0 / 3365    | 7734 / 0 / 3365     | 34731 / 0 / 4883     | 17.47 / 4.85 / 6.74    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_usb-phy-fixpoint-4                                        | MUS timed out                                       | 7765 / 0 / 4232     | 6930 / 0 / 4232     | 22589 / 0 / 8281     | 9.8 / 2.63 / 3.91      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query50_query42_1344n                                     | MUS timed out                                       | 1026 / 0 / 691      | 952 / 0 / 691       | 2427 / 0 / 651       | 1.23 / 0.69 / 0.35     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_133_217                                            | MUS timed out                                       | 2420 / 0 / 1650     | 2244 / 0 / 1622     | 7800 / 0 / 4519      | 2.06 / 0.83 / 0.74     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sortnetsort10.AE.stepl.006                                | MUS timed out                                       | 6141 / 0 / 1660     | 5007 / 0 / 1660     | 10256 / 0 / 1893     | 4.76 / 3.06 / 0.9      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc58_signed_64                                      | MUS timed out                                       | 4118 / 0 / 2471     | 3606 / 0 / 2471     | 10770 / 0 / 5643     | 4.53 / 2.52 / 1.25     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_sortnetsort10.AE.stepl.009                                | MUS timed out                                       | 9201 / 0 / 2485     | 7500 / 0 / 2485     | 15374 / 0 / 2835     | 4.15 / 1.63 / 1.35     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_oski3ub5i_c0to63.sat                                      | MUS timed out                                       | 89111 / 0 / 61097   | 82190 / 0 / 61097   | 243053 / 0 / 114200  | 35.79 / 5.24 / 21.81   | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-equiv-fixpoint-3                                    | MUS timed out                                       | 7038 / 0 / 4602     | 6910 / 0 / 4602     | 23169 / 0 / 10177    | 4.24 / 1.52 / 1.41     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ctrl.e#1.a#3.E#130.A#48.c#.w#7.s#11.asp                   | MUS timed out                                       | 7457 / 0 / 5845     | 7327 / 0 / 5845     | 21838 / 0 / 12141    | 3.15 / 1.1 / 1.11      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_mult_bool_matrix_10_9_11.sat                              | MUS timed out                                       | 15107 / 0 / 14200   | 14935 / 0 / 14200   | 44466 / 0 / 39147    | 4.41 / 2.24 / 1.26     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-pipeline-fixpoint-1                                 | MUS timed out                                       | 1365 / 0 / 655      | 948 / 0 / 655       | 3483 / 0 / 1476      | 1.25 / 0.68 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query49_ntrivil_1344n                                     | MUS timed out                                       | 2236 / 0 / 1274     | 2146 / 0 / 1274     | 7380 / 0 / 1526      | 3.59 / 2.21 / 0.8      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query05_query31_1344n                                     | MUS timed out                                       | 597 / 0 / 290       | 531 / 0 / 290       | 1727 / 0 / 314       | 1.26 / 0.74 / 0.32     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt28_73_97                                              | MUS timed out                                       | 11134 / 67 / 8803   | 10597 / 34 / 8634   | 43580 / 69 / 30692   | 17.37 / 3.69 / 7.4     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query34_query42_1344n                                     | MUS timed out                                       | 1190 / 0 / 799      | 1116 / 0 / 799      | 2717 / 0 / 761       | 1.85 / 0.79 / 0.69     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_eequery_query64_1344n                                     | MUS timed out                                       | 968 / 0 / 604       | 869 / 0 / 604       | 2133 / 0 / 547       | 1.56 / 0.93 / 0.38     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query71_query31_1344n                                     | MUS timed out                                       | 2869 / 0 / 1514     | 2761 / 0 / 1514     | 10224 / 0 / 1595     | 4.95 / 2.36 / 1.49     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_GuidanceService                                           | MUS timed out                                       | 3261 / 0 / 2266     | 3192 / 0 / 2266     | 11491 / 0 / 6111     | 4.55 / 2.29 / 1.23     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt17_94_98                                              | MUS timed out                                       | 13309 / 67 / 10015  | 12772 / 34 / 9846   | 52415 / 69 / 33614   | 14.99 / 3.36 / 6.27    | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc54_signed_64                                      | Preproc Solved, FG skipped.                         | 5278 / 0 / 5278     | 4766 / 0 / 4766     | 13934 / 0 / 13933    | 0.79 / 0.0 / 0.72      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_stmt53_208_245                                            | MUS timed out                                       | 2900 / 0 / 2050     | 2715 / 0 / 2025     | 9420 / 0 / 5770      | 2.26 / 0.95 / 0.74     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_intermediate32                                             | MUS timed out                                       | 318 / 0 / 127       | 254 / 0 / 127       | 916 / 0 / 113        | 3.23 / 1.43 / 0.98     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query08_query42_1344n                                     | MUS timed out                                       | 9823 / 0 / 5990     | 9643 / 0 / 5990     | 52762 / 0 / 5766     | 12.03 / 2.55 / 6.37    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-swap1-fixpoint-7                                    | MUS timed out                                       | 2190 / 0 / 1226     | 1710 / 0 / 1226     | 6259 / 0 / 3798      | 2.19 / 0.71 / 0.96     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_intermediate256                                           | MUS timed out                                       | 2558 / 0 / 1023     | 2046 / 0 / 1023     | 7412 / 0 / 785       | 4.57 / 2.61 / 0.96     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_ltl2dba_C2-8_comp4_REAL.sat                               | MUS timed out                                       | 4715 / 0 / 3238     | 4472 / 0 / 3238     | 13546 / 0 / 7012     | 2.94 / 1.56 / 0.76     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_usb-phy-fixpoint-1                                        | MUS timed out                                       | 1630 / 0 / 911      | 1296 / 0 / 911      | 4395 / 0 / 2107      | 3.42 / 1.46 / 1.13     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_max128                                                     | MUS timed out                                       | 819 / 0 / 245       | 563 / 0 / 245       | 2405 / 0 / 720       | 4.91 / 2.6 / 1.24      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt32_329_378                                            | MUS timed out                                       | 5475 / 4 / 3781     | 5212 / 4 / 3748     | 18454 / 16 / 10272   | 7.41 / 2.98 / 2.32     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_small-swap1-fixpoint-8                                    | MUS timed out                                       | 2502 / 0 / 1400     | 1962 / 0 / 1400     | 7183 / 0 / 4353      | 2.35 / 0.74 / 1.01     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_rankfunc52_signed_64                                      | Preproc Solved, FG skipped.                         | 3919 / 0 / 3919     | 3535 / 0 / 3535     | 10629 / 0 / 10628    | 0.61 / 0.0 / 0.52      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_stmt23_67_92                                              | MUS timed out                                       | 9394 / 67 / 7283    | 8915 / 34 / 7138    | 36512 / 69 / 24529   | 9.64 / 2.25 / 4.01     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt21_354_403                                            | MUS timed out                                       | 5867 / 4 / 4170     | 5587 / 4 / 4125     | 19983 / 16 / 11830   | 5.64 / 1.99 / 1.97     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_ethernet-fixpoint-1                                       | MUS timed out                                       | 3333 / 5 / 2165     | 2871 / 5 / 2165     | 8760 / 10 / 4483     | 4.05 / 1.97 / 1.21     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Arithmetic_subtraction64                                              | Preproc Solved, FG skipped.                         | 570 / 0 / 570       | 442 / 0 / 442       | 1552 / 0 / 1551      | 0.26 / 0.0 / 0.1       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_stmt19_66_214                                             | MUS timed out                                       | 2139 / 0 / 1423     | 1963 / 0 / 1390     | 6890 / 0 / 3852      | 2.22 / 0.81 / 0.86     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query21_query42_1344n                                     | MUS timed out                                       | 3225 / 0 / 1838     | 3107 / 0 / 1838     | 10968 / 0 / 1782     | 3.14 / 1.17 / 1.2      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_bobtuint18neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.2 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2018_small-seq-fixpoint-10                                     | MUS timed out                                       | 31192 / 0 / 17304   | 28970 / 0 / 17304   | 100301 / 0 / 36012   | 7.56 / 2.74 / 3.0      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query36_query25_1344n                                     | Preproc finished unsolved, FG skipped, MUS finished | 891 / 0 / 628       | 825 / 0 / 628       | 1973 / 0 / 598       | 1.28 / 0.55 / 0.44     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS Finished after 0 rounds    |                                                         | 23.23      
QBFEval2017_rankfunc55_unsigned_32                                    | MUS timed out                                       | 1161 / 0 / 722      | 1033 / 0 / 722      | 3103 / 0 / 1723      | 0.76 / 0.43 / 0.2      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_small-pipeline-fixpoint-2                                 | MUS timed out                                       | 3263 / 0 / 2026     | 2589 / 0 / 2026     | 8947 / 0 / 5184      | 2.45 / 1.18 / 0.81     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_90_408                                             | MUS timed out                                       | 3787 / 4 / 2283     | 3507 / 4 / 2239     | 12822 / 16 / 5631    | 4.49 / 1.69 / 1.56     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_mult_bool_matrix_dyn_9_5.sat                              | MUS timed out                                       | 3967 / 0 / 3516     | 3910 / 0 / 3516     | 11818 / 0 / 9349     | 2.37 / 1.01 / 0.83     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_itc-b13-fixpoint-2                                        | MUS timed out                                       | 2158 / 48 / 1908    | 2000 / 48 / 1897    | 6104 / 100 / 5490    | 1.1 / 0.49 / 0.38      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt21_178_258                                            | MUS timed out                                       | 3281 / 0 / 2322     | 3071 / 0 / 2293     | 10569 / 0 / 6191     | 2.92 / 1.19 / 1.04     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_sortnetsort10.AE.stepl.005                                | MUS timed out                                       | 5121 / 0 / 1385     | 4176 / 0 / 1385     | 8550 / 0 / 1579      | 3.12 / 2.08 / 0.55     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_cycle_sched_6_6_2.sat                                     | MUS timed out                                       | 6436 / 0 / 4347     | 6163 / 0 / 4347     | 19725 / 0 / 10667    | 4.48 / 1.88 / 1.39     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_itc-b13-fixpoint-10                                       | MUS timed out                                       | 12966 / 228 / 11558 | 12360 / 228 / 11539 | 37384 / 476 / 32071  | 9.16 / 2.05 / 4.18     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt2_976_999                                             | MUS timed out                                       | 11304 / 125 / 9494  | 10161 / 64 / 8863   | 37672 / 128 / 29837  | 10.11 / 2.44 / 4.35    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_rankfunc53_unsigned_64                                    | Preproc Solved, FG skipped.                         | 3414 / 0 / 3414     | 3030 / 0 / 3030     | 8411 / 0 / 8410      | 0.26 / 0.0 / 0.22      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_ctrl.e#1.a#3.E#128.A#48.c#.w#3.s#60.asp                   | MUS timed out                                       | 3247 / 0 / 2609     | 3119 / 0 / 2609     | 9214 / 0 / 6043      | 2.9 / 1.62 / 0.71      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query27_query42_1344n                                     | MUS timed out                                       | 730 / 0 / 399       | 656 / 0 / 399       | 1987 / 0 / 391       | 0.96 / 0.56 / 0.25     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 93.28 / 0.04 / 1987 / 0                                 | 1500.0     
QBFEval2017_small-pipeline-fixpoint-10                                | MUS timed out                                       | 18431 / 0 / 10627   | 15701 / 0 / 10627   | 52627 / 0 / 24049    | 25.19 / 3.51 / 11.73   | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_sortnetsort9.AE.stepl.010                                 | MUS timed out                                       | 8049 / 0 / 2249     | 6569 / 0 / 2249     | 13468 / 0 / 2598     | 2.97 / 1.28 / 0.9      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query55_query42_1344n                                     | MUS timed out                                       | 1146 / 0 / 779      | 1072 / 0 / 779      | 2663 / 0 / 796       | 1.76 / 0.79 / 0.63     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_query54_query58_1344n                                     | MUS timed out                                       | 1120 / 0 / 688      | 1035 / 0 / 688      | 2463 / 0 / 621       | 1.8 / 1.13 / 0.4       | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_pdtpmsns3_all_bit_differing_from_cycle      | MUS timed out                                       | 1742 / 0 / 502      | 1280 / 0 / 502      | 5884 / 0 / 742       | 4.63 / 2.74 / 1.01     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt17_82_86                                              | MUS timed out                                       | 10699 / 67 / 8519   | 10249 / 34 / 8386   | 41813 / 69 / 29853   | 12.0 / 2.15 / 5.35     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_stmt19_75_83                                              | MUS timed out                                       | 9394 / 67 / 7316    | 8973 / 34 / 7194    | 36512 / 69 / 24761   | 7.61 / 1.45 / 3.43     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_cycle_sched_2_10_1.sat                                    | MUS timed out                                       | 4151 / 0 / 2901     | 4019 / 0 / 2901     | 12895 / 0 / 7504     | 3.21 / 1.12 / 1.21     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_falsequ_query42_1344n                                     | MUS timed out                                       | 319 / 0 / 141       | 257 / 0 / 141       | 1089 / 0 / 133       | 0.93 / 0.58 / 0.19     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 4 rounds    | 5.23 / 1089.87 / 1089 / 45427200                        | 1500.0     
Disjunctive_Decomposition_bobtuint26neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                         | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.21 / 0.0 / 0.15      | PreProc-ed 1 rounds           |                   |                    |                  |                |                                |                                                         |            
QBFEval2017_stmt46_111_238                                            | MUS timed out                                       | 2420 / 0 / 1640     | 2236 / 0 / 1610     | 7826 / 0 / 4474      | 2.14 / 0.88 / 0.74     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Disjunctive_Decomposition_neclaftp2001_all_bit_differing_from_cycle   | MUS timed out                                       | 15406 / 0 / 4488    | 10540 / 0 / 4488    | 48809 / 0 / 6237     | 4.23 / 1.48 / 1.58     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
Factorization_factorization10                                         | Preproc finished unsolved, FG skipped, MUS finished | 150 / 0 / 85        | 140 / 0 / 83        | 485 / 0 / 177        | 1.24 / 0.47 / 0.54     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS Finished after 78 rounds   | 5.21 / 0.13 / 485 / 28452                               | 5.48       
Arithmetic_max32                                                      | MUS timed out                                       | 211 / 0 / 70        | 147 / 0 / 70        | 613 / 0 / 204        | 3.76 / 2.3 / 0.92      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_query50_query42_1344n                                     | MUS timed out                                       | 1026 / 0 / 691      | 952 / 0 / 691       | 2427 / 0 / 651       | 1.29 / 0.69 / 0.4      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_6s289rb05233_c0to63.sat                                   | MUS timed out                                       | 218792 / 0 / 140592 | 208116 / 0 / 140592 | 611497 / 0 / 250513  | 146.92 / 15.83 / 94.08 | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt17_70_82                                              | MUS timed out                                       | 8959 / 67 / 7259    | 8538 / 34 / 7137    | 34745 / 69 / 25466   | 12.26 / 2.56 / 5.27    | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2018_sortnetsort7.AE.stepl.009                                 | MUS timed out                                       | 4038 / 0 / 1240     | 3309 / 0 / 1240     | 6782 / 0 / 1482      | 2.52 / 1.61 / 0.5      | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 1 rounds    | 243.82 / 3.78 / 6782 / 0                                | 1500.0     
QBFEval2017_sdlx-fixpoint-2                                           | MUS timed out                                       | 2897 / 0 / 2488     | 2708 / 0 / 2488     | 8512 / 0 / 6387      | 2.81 / 1.19 / 1.02     | PreProc-ed 3 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt27_16_224                                             | MUS timed out                                       | 1778 / 0 / 1038     | 1600 / 0 / 1006     | 5714 / 0 / 2563      | 1.85 / 0.82 / 0.63     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_genbuf7b4n.sat                                            | MUS timed out                                       | 2143 / 0 / 1151     | 2088 / 0 / 1151     | 12187 / 0 / 2688     | 5.05 / 1.41 / 2.05     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
QBFEval2017_stmt19_137_408                                            | MUS timed out                                       | 4044 / 4 / 2507     | 3764 / 4 / 2464     | 13647 / 16 / 6318    | 6.87 / 1.75 / 2.85     | PreProc-ed 2 rounds           |                   |                    |                  |                | MUS TimedOut after 0 rounds    |                                                         | 1500.0     
