Name                                                                  | Status                                             | T / B / K Vars      | T / B / K QVars     | T / B / K Clauses    | T / B / K Time          | PreProc Status                | Bdd Creation Time | Merge F / V / Time | FG creation time | FG convergence | MUS Status | MUS ExplrTime / ProcTime / NumClauses / NumDisabledSets | FG-MUS time
QBFEval2018_query51_query57_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1001 / 0 / 646      | 931 / 0 / 646       | 2391 / 0 / 627       | 2.2 / 1.2 / 0.69        | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_stmt31_22_328                                             | Preproc finished unsolved, FG skipped, MUS skipped | 2937 / 4 / 1757     | 2693 / 4 / 1717     | 9739 / 16 / 4223     | 7.4 / 2.57 / 2.68       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_Q_2-3_v-80-100_r-11.8                                     | Preproc finished unsolved, FG skipped, MUS skipped | 180 / 0 / 0         | 100 / 0 / 0         | 1100 / 0 / 0         | 0.4 / 0.28 / 0.07       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_Q_2-3_v-80-100_r-11.7                                     | Preproc finished unsolved, FG skipped, MUS skipped | 180 / 0 / 0         | 100 / 0 / 0         | 1100 / 0 / 0         | 0.43 / 0.27 / 0.11      | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_itc-b13-fixpoint-1                                        | Preproc Solved, FG skipped.                        | 805 / 24 / 689      | 703 / 24 / 679      | 2190 / 50 / 2139     | 0.27 / 0.09 / 0.13      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         |            
Disjunctive_Decomposition_bobtuint18neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                        | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.26 / 0.0 / 0.18       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_stmt17_63_78                                              | Preproc finished unsolved, FG skipped, MUS skipped | 7654 / 71 / 6966    | 7262 / 35 / 6801    | 29444 / 76 / 26657   | 12.55 / 2.38 / 6.03     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_query51_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1034 / 0 / 695      | 960 / 0 / 695       | 2435 / 0 / 655       | 2.05 / 1.0 / 0.44       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.2        
QBFEval2018_floor256                                                  | Preproc Solved, FG skipped.                        | 2287 / 0 / 2287     | 1775 / 0 / 1775     | 6276 / 0 / 6275      | 0.27 / 0.0 / 0.18       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2017_stmt23_66_67                                              | Preproc finished unsolved, FG skipped, MUS skipped | 6349 / 71 / 5949    | 6044 / 35 / 5796    | 24143 / 76 / 22743   | 7.34 / 2.05 / 2.99      | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2017_sortnetsort9.AE.stepl.006                                 | Preproc finished unsolved, FG skipped, MUS skipped | 4837 / 0 / 1353     | 3949 / 0 / 1353     | 8088 / 0 / 1562      | 5.59 / 3.57 / 0.95      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2017_small-bug1-fixpoint-9                                     | Preproc Solved, FG skipped.                        | 154 / 0 / 154       | 125 / 0 / 125       | 372 / 0 / 371        | 0.09 / 0.0 / 0.07       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
Arithmetic_subtraction1024                                            | Preproc Solved, FG skipped.                        | 9210 / 0 / 9210     | 7162 / 0 / 7162     | 25252 / 0 / 25251    | 0.83 / 0.0 / 0.48       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_stmt17_78_98                                              | Preproc finished unsolved, FG skipped, MUS skipped | 11569 / 67 / 9121   | 11032 / 34 / 8952   | 45347 / 69 / 31765   | 21.8 / 3.91 / 9.34      | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2017_small-bug1-fixpoint-6                                     | Preproc Solved, FG skipped.                        | 103 / 0 / 103       | 83 / 0 / 83         | 246 / 0 / 245        | 0.05 / 0.0 / 0.03       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2017_query25_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1026 / 0 / 691      | 952 / 0 / 691       | 2427 / 0 / 675       | 2.07 / 1.32 / 0.39      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2017_cache-coherence-2-fixpoint-5                              | Preproc finished unsolved, FG skipped, MUS skipped | 9604 / 40 / 5685    | 8776 / 40 / 5685    | 28198 / 90 / 11465   | 10.93 / 3.29 / 3.98     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_ltl2dba_C2-6_comp3_REAL.sat                               | Preproc finished unsolved, FG skipped, MUS skipped | 2923 / 0 / 2042     | 2761 / 0 / 2042     | 8304 / 0 / 4569      | 3.45 / 1.84 / 1.14      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.22       
QBFEval2018_pdtpmsmiim                                                | Preproc finished unsolved, FG skipped, MUS skipped | 754 / 0 / 244       | 545 / 0 / 244       | 2350 / 0 / 397       | 1.15 / 0.65 / 0.31      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_sortnetsort8.AE.stepl.005                                 | Preproc finished unsolved, FG skipped, MUS skipped | 3077 / 0 / 898      | 2517 / 0 / 898      | 5151 / 0 / 1052      | 2.7 / 1.79 / 0.5        | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_query57_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 3461 / 0 / 1984     | 3343 / 0 / 1984     | 11438 / 0 / 1919     | 6.45 / 2.66 / 2.11      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_rankfunc57_unsigned_64                                    | Preproc finished unsolved, FG skipped, MUS skipped | 3530 / 0 / 2138     | 3146 / 0 / 2138     | 9655 / 0 / 5096      | 4.32 / 2.86 / 0.85      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.14       
QBFEval2017_6s289rb05233_c0to63.sat                                   | Preproc finished unsolved, FG skipped, MUS skipped | 218792 / 0 / 140592 | 208116 / 0 / 140592 | 611497 / 0 / 250513  | 109.14 / 12.77 / 66.69  | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 2.07       
QBFEval2017_kenflashp04                                               | Preproc Solved, FG skipped.                        | 343 / 0 / 343       | 278 / 0 / 278       | 1020 / 0 / 1019      | 0.14 / 0.0 / 0.1        | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_query42_query06_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 8308 / 0 / 4495     | 8134 / 0 / 4495     | 49562 / 0 / 4468     | 22.06 / 1.83 / 11.27    | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2018_stmt29_226_376                                            | Preproc finished unsolved, FG skipped, MUS skipped | 4306 / 4 / 2876     | 4043 / 4 / 2838     | 14399 / 16 / 7560    | 8.17 / 2.9 / 2.78       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_stmt23_92_96                                              | Preproc finished unsolved, FG skipped, MUS skipped | 12439 / 67 / 9474   | 11931 / 34 / 9317   | 48881 / 69 / 32079   | 22.01 / 4.84 / 9.3      | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2017_small-pipeline-fixpoint-4                                 | Preproc finished unsolved, FG skipped, MUS skipped | 7055 / 0 / 4189     | 5867 / 0 / 4189     | 19867 / 0 / 9723     | 9.69 / 5.71 / 2.16      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.12       
QBFEval2017_query30_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 2708 / 0 / 1903     | 2624 / 0 / 1903     | 7573 / 0 / 1839      | 12.2 / 7.51 / 2.42      | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_stmt19_79_87                                              | Preproc finished unsolved, FG skipped, MUS skipped | 10264 / 67 / 7950   | 9814 / 34 / 7817    | 40046 / 69 / 26935   | 18.83 / 4.35 / 7.51     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_Q_2-3_v-80-100_r-13.1                                     | Preproc finished unsolved, FG skipped, MUS skipped | 180 / 0 / 0         | 100 / 0 / 0         | 1300 / 0 / 0         | 0.44 / 0.26 / 0.11      | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_load_2c_comp_comp7_REAL.sat                               | Preproc finished unsolved, FG skipped, MUS skipped | 12305 / 0 / 8959    | 11851 / 0 / 8959    | 35926 / 0 / 18355    | 9.26 / 3.28 / 3.12      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.39       
QBFEval2017_sdlx-fixpoint-10                                          | Preproc finished unsolved, FG skipped, MUS skipped | 17737 / 0 / 14254   | 16956 / 0 / 14254   | 52856 / 0 / 30872    | 23.36 / 5.08 / 9.49     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.21       
QBFEval2017_sortnetsort10.AE.stepl.012                                | Preproc finished unsolved, FG skipped, MUS skipped | 12261 / 0 / 3310    | 9993 / 0 / 3310     | 20492 / 0 / 3777     | 7.48 / 3.34 / 2.11      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_cache-coherence-3-fixpoint-2                              | Preproc finished unsolved, FG skipped, MUS skipped | 5488 / 24 / 3130    | 4888 / 24 / 3130    | 15891 / 54 / 6304    | 9.12 / 3.94 / 3.21      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.12       
QBFEval2018_small-equiv-fixpoint-3                                    | Preproc finished unsolved, FG skipped, MUS skipped | 7038 / 0 / 4602     | 6910 / 0 / 4602     | 23169 / 0 / 10177    | 6.37 / 2.13 / 2.21      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2017_IterationService                                          | Preproc finished unsolved, FG skipped, MUS skipped | 4169 / 0 / 2861     | 4099 / 0 / 2861     | 15082 / 0 / 7707     | 6.56 / 3.5 / 1.68       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.12       
QBFEval2018_sortnetsort9.AE.stepl.005                                 | Preproc finished unsolved, FG skipped, MUS skipped | 4034 / 0 / 1129     | 3294 / 0 / 1129     | 6743 / 0 / 1303      | 4.66 / 2.93 / 0.85      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_stmt28_73_85                                              | Preproc finished unsolved, FG skipped, MUS skipped | 9829 / 67 / 7594    | 9379 / 34 / 7461    | 38279 / 69 / 25551   | 16.38 / 3.77 / 6.66     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2017_query60_query10_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 2780 / 0 / 1665     | 2647 / 0 / 1665     | 8936 / 0 / 1657      | 9.22 / 4.61 / 2.4       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_query42_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 10043 / 0 / 6092    | 9863 / 0 / 6092     | 53216 / 0 / 5868     | 10.77 / 2.08 / 5.56     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2017_ctrl.e#1.a#3.E#124.A#48.c#.w#7.s#50.asp                   | Preproc finished unsolved, FG skipped, MUS skipped | 7115 / 0 / 5398     | 6991 / 0 / 5398     | 20830 / 0 / 10985    | 4.79 / 1.76 / 1.61      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_stmt52_295_394                                            | Preproc finished unsolved, FG skipped, MUS skipped | 5317 / 4 / 3588     | 5047 / 4 / 3549     | 17937 / 16 / 9511    | 9.32 / 3.97 / 2.91      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_rankfunc59_signed_64                                      | Preproc finished unsolved, FG skipped, MUS skipped | 5145 / 0 / 3054     | 4505 / 0 / 3054     | 13523 / 0 / 7062     | 4.88 / 2.82 / 1.3       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
Disjunctive_Decomposition_bobsm5378d2_all_bit_differing_from_cycle    | Preproc finished unsolved, FG skipped, MUS skipped | 868 / 0 / 213       | 612 / 0 / 213       | 2835 / 0 / 343       | 2.81 / 1.4 / 0.78       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_query36_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1182 / 0 / 802      | 1108 / 0 / 802      | 2703 / 0 / 793       | 2.7 / 1.49 / 0.78       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_intermediate128                                           | Preproc finished unsolved, FG skipped, MUS skipped | 1278 / 0 / 511      | 1022 / 0 / 511      | 3700 / 0 / 401       | 2.62 / 1.52 / 0.61      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
Arithmetic_decomposition128                                           | Preproc Solved, FG skipped.                        | 1145 / 0 / 1145     | 1017 / 0 / 1017     | 3154 / 0 / 3153      | 0.25 / 0.0 / 0.19       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_add20y.sat                                                | Preproc Solved, FG skipped.                        | 616 / 0 / 616       | 573 / 0 / 573       | 1651 / 0 / 1650      | 0.61 / 0.0 / 0.44       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_nxquery_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 618 / 0 / 351       | 556 / 0 / 351       | 1647 / 0 / 343       | 1.33 / 0.7 / 0.34       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_beemskbn1f1_c0to7.sat                                     | Preproc finished unsolved, FG skipped, MUS skipped | 34863 / 0 / 23111   | 34323 / 0 / 23111   | 102404 / 0 / 37752   | 6.14 / 1.86 / 2.32      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.37       
QBFEval2017_usb-phy-fixpoint-2                                        | Preproc finished unsolved, FG skipped, MUS skipped | 3673 / 0 / 2339     | 3172 / 0 / 2339     | 10451 / 0 / 5577     | 15.15 / 5.88 / 4.72     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_stmt17_70_86                                              | Preproc finished unsolved, FG skipped, MUS skipped | 9394 / 67 / 7278    | 8944 / 34 / 7145    | 36512 / 69 / 24494   | 16.44 / 4.03 / 6.73     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.17       
QBFEval2017_query34_query11_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 875 / 0 / 601       | 809 / 0 / 601       | 1915 / 0 / 562       | 2.36 / 1.06 / 0.75      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_rankfunc31_signed_64                                      | Preproc Solved, FG skipped.                        | 6624 / 0 / 6624     | 6112 / 0 / 6112     | 17297 / 0 / 17296    | 0.64 / 0.0 / 0.47       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_small-seq-fixpoint-3                                      | Preproc finished unsolved, FG skipped, MUS skipped | 8589 / 0 / 4634     | 7781 / 0 / 4634     | 27081 / 0 / 9489     | 7.6 / 3.11 / 2.49       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.12       
Arithmetic_ceiling128                                                 | Preproc Solved, FG skipped.                        | 1316 / 0 / 1316     | 1060 / 0 / 1060     | 3861 / 0 / 3860      | 0.25 / 0.0 / 0.18       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2017_sortnetsort8.AE.stepl.009                                 | Preproc finished unsolved, FG skipped, MUS skipped | 5525 / 0 / 1610     | 4517 / 0 / 1610     | 9259 / 0 / 1888      | 6.19 / 4.36 / 1.0       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.25       
QBFEval2017_stmt19_133_217                                            | Preproc finished unsolved, FG skipped, MUS skipped | 2420 / 0 / 1650     | 2244 / 0 / 1622     | 7800 / 0 / 4519      | 3.72 / 1.52 / 1.37      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_stmt21_70_369                                             | Preproc finished unsolved, FG skipped, MUS skipped | 3549 / 6 / 2217     | 3289 / 6 / 2171     | 11938 / 24 / 5635    | 9.15 / 4.52 / 2.52      | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_query33_query51_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 907 / 0 / 633       | 841 / 0 / 633       | 1995 / 0 / 609       | 1.84 / 0.84 / 0.59      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_sortnetsort8.AE.stepl.006                                 | Preproc finished unsolved, FG skipped, MUS skipped | 3689 / 0 / 1076     | 3017 / 0 / 1076     | 6178 / 0 / 1261      | 3.89 / 2.63 / 0.7       | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_stmt21_84_364                                             | Preproc finished unsolved, FG skipped, MUS skipped | 3529 / 4 / 2199     | 3269 / 4 / 2160     | 11819 / 16 / 5515    | 11.22 / 4.34 / 3.71     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_query64_query01_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 657 / 0 / 418       | 597 / 0 / 418       | 1113 / 0 / 389       | 1.57 / 0.86 / 0.44      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
Disjunctive_Decomposition_bobtuint14neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                        | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.21 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2017_query26_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 738 / 0 / 403       | 664 / 0 / 403       | 1995 / 0 / 395       | 1.64 / 1.05 / 0.34      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_stmt9_445_446                                             | Preproc finished unsolved, FG skipped, MUS skipped | 658 / 0 / 621       | 604 / 0 / 584       | 1978 / 0 / 1938      | 0.67 / 0.0 / 0.26       | PreProc-ed 0 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2017_ntrivil_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 2021 / 0 / 1262     | 1939 / 0 / 1262     | 6920 / 0 / 1206      | 5.51 / 3.67 / 1.05      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.12       
QBFEval2018_reachqu_query64_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 10430 / 0 / 5525    | 10097 / 0 / 5525    | 43450 / 0 / 5507     | 36.88 / 5.88 / 16.94    | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.17       
QBFEval2017_small-swap1-fixpoint-8                                    | Preproc finished unsolved, FG skipped, MUS skipped | 2502 / 0 / 1400     | 1962 / 0 / 1400     | 7183 / 0 / 4353      | 3.81 / 1.36 / 1.35      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_ctrl.e#1.a#3.E#128.A#48.c#.w#9.s#60.asp                   | Preproc finished unsolved, FG skipped, MUS skipped | 9391 / 0 / 7220     | 9263 / 0 / 7220     | 27646 / 0 / 14692    | 6.66 / 2.43 / 2.25      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2017_query54_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1262 / 0 / 827      | 1188 / 0 / 827      | 2897 / 0 / 805       | 2.89 / 1.56 / 0.88      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_small-swap1-fixpoint-7                                    | Preproc finished unsolved, FG skipped, MUS skipped | 2190 / 0 / 1226     | 1710 / 0 / 1226     | 6259 / 0 / 3798      | 3.26 / 1.15 / 1.25      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_reachqu_query71_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 7476 / 0 / 3916     | 7302 / 0 / 3916     | 48088 / 0 / 3890     | 28.84 / 7.55 / 11.68    | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_nreachq_query54_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 8369 / 0 / 4497     | 8201 / 0 / 4497     | 50386 / 0 / 4514     | 10.97 / 2.01 / 5.08     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.17       
QBFEval2017_amba3b5y.sat                                              | Preproc finished unsolved, FG skipped, MUS skipped | 1627 / 0 / 483      | 1581 / 0 / 483      | 10913 / 0 / 1137     | 5.64 / 2.45 / 1.53      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
Arithmetic_ceiling32                                                  | Preproc Solved, FG skipped.                        | 341 / 0 / 341       | 277 / 0 / 277       | 986 / 0 / 985        | 0.19 / 0.0 / 0.15       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_stmt17_86_98                                              | Preproc finished unsolved, FG skipped, MUS skipped | 12439 / 67 / 9496   | 11902 / 34 / 9327   | 48881 / 69 / 32250   | 21.82 / 4.75 / 8.89     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.47       
QBFEval2018_stmt53_208_245                                            | Preproc finished unsolved, FG skipped, MUS skipped | 2900 / 0 / 2050     | 2715 / 0 / 2025     | 9420 / 0 / 5770      | 3.75 / 1.66 / 1.19      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2018_sdlx-fixpoint-9                                           | Preproc finished unsolved, FG skipped, MUS skipped | 15882 / 0 / 12760   | 15175 / 0 / 12760   | 47313 / 0 / 27667    | 19.42 / 4.87 / 7.41     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.22       
Disjunctive_Decomposition_bobtuint31neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                        | 1417 / 0 / 1417     | 1205 / 0 / 1205     | 4587 / 0 / 4586      | 0.26 / 0.0 / 0.18       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_sdlx-fixpoint-6                                           | Preproc finished unsolved, FG skipped, MUS skipped | 10317 / 0 / 8295    | 9832 / 0 / 8295     | 30684 / 0 / 18062    | 11.52 / 2.59 / 4.66     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.17       
QBFEval2018_small-synabs-fixpoint-10                                  | Preproc finished unsolved, FG skipped, MUS skipped | 2138 / 0 / 1382     | 1874 / 0 / 1382     | 6391 / 0 / 3506      | 3.88 / 1.11 / 1.45      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.07       
QBFEval2018_stmt32_329_378                                            | Preproc finished unsolved, FG skipped, MUS skipped | 5475 / 4 / 3781     | 5212 / 4 / 3748     | 18454 / 16 / 10272   | 9.84 / 3.77 / 3.35      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2018_query52_query42_1344n                                     | Preproc finished unsolved, FG skipped, MUS skipped | 1038 / 0 / 686      | 964 / 0 / 686       | 2439 / 0 / 668       | 1.99 / 0.93 / 0.53      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.06       
QBFEval2017_decomposition128                                          | Preproc Solved, FG skipped.                        | 1145 / 0 / 1145     | 1017 / 0 / 1017     | 3154 / 0 / 3153      | 0.16 / 0.0 / 0.1        | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_pi-bus-fixpoint-3                                         | Preproc finished unsolved, FG skipped, MUS skipped | 52208 / 20 / 34267  | 47488 / 20 / 34267  | 153101 / 40 / 72639  | 27.59 / 7.1 / 12.47     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.67       
QBFEval2017_stmt19_75_95                                              | Preproc finished unsolved, FG skipped, MUS skipped | 10699 / 67 / 8244   | 10191 / 34 / 8087   | 41813 / 69 / 27991   | 18.74 / 4.79 / 7.49     | PreProc-ed 3 rounds           |                   |                    |                  |                |            |                                                         | 0.17       
Arithmetic_equalization1024                                           | Preproc Solved, FG skipped.                        | 14328 / 0 / 14328   | 12280 / 0 / 12280   | 44379 / 0 / 44378    | 1.24 / 0.0 / 0.84       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_rankfunc53_unsigned_64                                    | Preproc Solved, FG skipped.                        | 3414 / 0 / 3414     | 3030 / 0 / 3030     | 8411 / 0 / 8410      | 0.2 / 0.0 / 0.16        | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2017_stmt17_70_82                                              | Preproc finished unsolved, FG skipped, MUS skipped | 8959 / 67 / 7259    | 8538 / 34 / 7137    | 34745 / 69 / 25466   | 15.99 / 5.09 / 5.87     | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2017_itc-b13-fixpoint-4                                        | Preproc finished unsolved, FG skipped, MUS skipped | 4860 / 94 / 4321    | 4590 / 94 / 4308    | 13924 / 196 / 12038  | 6.15 / 1.38 / 2.58      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.11       
QBFEval2017_sdlx-fixpoint-7                                           | Preproc finished unsolved, FG skipped, MUS skipped | 12172 / 0 / 9774    | 11613 / 0 / 9774    | 36227 / 0 / 21225    | 15.7 / 3.19 / 6.67      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
Disjunctive_Decomposition_bobtuint12neg_all_bit_differing_from_cycle  | Preproc Solved, FG skipped.                        | 1415 / 0 / 1415     | 1203 / 0 / 1203     | 4588 / 0 / 4587      | 0.28 / 0.0 / 0.18       | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
QBFEval2018_mult_bool_matrix_12_13_11.sat                             | Preproc finished unsolved, FG skipped, MUS skipped | 25497 / 0 / 23485   | 25217 / 0 / 23485   | 75246 / 0 / 62548    | 8.28 / 2.39 / 3.38      | PreProc-ed 2 rounds           |                   |                    |                  |                |            |                                                         | 0.16       
QBFEval2017_small-dyn-partition-fixpoint-2                            | Preproc Solved, FG skipped.                        | 204 / 0 / 180       | 180 / 0 / 180       | 559 / 0 / 558        | 0.14 / 0.0 / 0.1        | PreProc-ed 1 rounds           |                   |                    |                  |                |            |                                                         |            
